plot_idx,cues,trials_idx,rewards,forgone_rewards,regrets,perc_opt_actions,entropy,value_fn,policy_0,policy_1,uo_idx,uo_regrets,uo_rewards,uo_forgone_rewards,uo_perc_opt_actions
600,1,5,0.25662878,0.24202967,0.07782434,0.5206755,0.6893093,1.9630463,0.5010104,0.4989896,29,0.07593276,0.25086805,0.24360795,0.5329861
600,1,6,0.25623423,0.24755366,0.0778417,0.52667296,0.6891524,1.9669384,0.50058806,0.4994119,30,0.07699337,0.25749683,0.23713699,0.5228851
600,1,7,0.25583965,0.24195075,0.07855666,0.51878154,0.6890177,1.9710379,0.5002873,0.4997127,31,0.07635969,0.25907513,0.24313447,0.5233586
600,1,8,0.25757575,0.24581756,0.07879735,0.51152146,0.6888375,1.9750206,0.49998713,0.5000129,32,0.07892519,0.2532355,0.24676453,0.5183081
600,1,9,0.25868055,0.24005681,0.07506866,0.53188133,0.68873733,1.9808863,0.49939212,0.5006079,33,0.076180555,0.25623423,0.23839962,0.51925504
600,1,10,0.25426137,0.23713699,0.074092485,0.5359849,0.6885544,1.9848974,0.49891382,0.5010862,34,0.07642756,0.25915405,0.2439236,0.5274621
600,1,11,0.26554608,0.24297664,0.073997,0.5434028,0.6883582,1.9880835,0.49857408,0.5014259,35,0.07631786,0.25986427,0.24084596,0.5261995
600,1,12,0.2560764,0.239899,0.07522412,0.5290404,0.68818456,1.9912673,0.49801394,0.5019861,36,0.07441919,0.258286,0.2427399,0.5307765
600,1,13,0.2588384,0.24668561,0.07786301,0.51972854,0.6879922,1.9914782,0.49802166,0.50197834,37,0.07443971,0.25654987,0.23658459,0.5386679
600,1,14,0.2617582,0.24297664,0.074715905,0.54103535,0.6878533,1.9893798,0.4973088,0.5026912,38,0.07485322,0.25757575,0.24258207,0.53361744
600,1,15,0.2611269,0.24029356,0.0764173,0.5323548,0.68762714,1.9864106,0.4971819,0.5028181,39,0.0751965,0.258286,0.24439709,0.5317235
600,1,16,0.26380998,0.24352904,0.076395206,0.5279356,0.68754184,1.9793711,0.4975047,0.5024953,40,0.075271465,0.2544981,0.2360322,0.53203917
600,1,17,0.25654987,0.23816288,0.07380603,0.5351957,0.68733084,1.9705032,0.49710384,0.5028962,41,0.07563841,0.25134155,0.23563762,0.53188133
600,1,18,0.25086805,0.2466067,0.07505603,0.5339331,0.68713045,1.9530135,0.4968446,0.5031554,42,0.07806581,0.2556818,0.24187185,0.52635735
600,1,19,0.261048,0.23982008,0.07254577,0.53756315,0.6870095,1.9262738,0.49692547,0.5030745,43,0.07495107,0.258286,0.24234533,0.53093433
600,1,20,0.25015783,0.23792614,0.07488163,0.53614265,0.6869104,1.8807697,0.4967868,0.5032132,44,0.072825916,0.26073232,0.24187185,0.5355114
600,1,21,0.2522096,0.24226642,0.07723485,0.5273043,0.68679976,1.7957717,0.49750966,0.50249034,45,0.07536063,0.26160038,0.24226642,0.52872473
600,1,22,0.25710228,0.24345012,0.07415719,0.53377527,0.6868065,1.6343573,0.4977405,0.5022595,46,0.07487453,0.25418246,0.24234533,0.53188133
600,1,23,0.26183712,0.23997791,0.07447916,0.53756315,0.68683255,1.3802683,0.49967343,0.5003266,47,0.07374842,0.26254734,0.24124053,0.5328283
600,2,0,0.25126263,0.25244632,0.08081281,0.50710225,0.6910488,1.9567968,0.49408633,0.5059137,48,0.07361032,0.25962752,0.23855744,0.5369318
600,2,1,0.2517361,0.24873738,0.080625,0.50631315,0.68988246,1.9600986,0.49924007,0.50075996,49,0.075256474,0.2588384,0.24139836,0.53409094
600,2,2,0.25544506,0.24479167,0.077083334,0.52320075,0.689159,1.9595654,0.4999883,0.50001174,50,0.07456676,0.25473484,0.23824179,0.5350379
600,2,3,0.2588384,0.24400252,0.07635417,0.5194129,0.68895006,1.9597752,0.5003889,0.49961105,51,0.07510732,0.26033774,0.2405303,0.5394571
600,2,4,0.25623423,0.2483428,0.07859533,0.5176768,0.6887315,1.9627669,0.50063396,0.49936607,52,0.07159091,0.26081124,0.23824179,0.54719067
600,2,5,0.25789142,0.24479167,0.07504498,0.53140783,0.6887323,1.9637899,0.4998421,0.5001579,53,0.07302793,0.26428345,0.24037248,0.5381944
600,2,6,0.25576073,0.24423927,0.07575679,0.5299874,0.6885971,1.9674703,0.50015604,0.49984396,54,0.07186395,0.26373106,0.23910984,0.54371846
600,2,7,0.26017994,0.239899,0.075538196,0.5265151,0.6885084,1.9713975,0.5000791,0.4999209,55,0.074350536,0.25797033,0.24589646,0.53314394
600,2,8,0.26183712,0.24684343,0.07722617,0.5134154,0.68841136,1.9747263,0.50074095,0.4992591,56,0.07368608,0.2556029,0.2421875,0.541351
600,2,9,0.25662878,0.24021465,0.07460069,0.5243056,0.68821067,1.9791571,0.5008309,0.49916914,57,0.07512232,0.258286,0.24613321,0.5277778
600,2,10,0.2617582,0.24013573,0.07362137,0.5408775,0.6881825,1.981336,0.500588,0.499412,58,0.075907506,0.26120582,0.23997791,0.5333018
600,2,11,0.26073232,0.24234533,0.07484927,0.5268308,0.68800557,1.9847598,0.5009082,0.4990918,59,0.075315654,0.2578125,0.23682134,0.530303
600,2,12,0.262863,0.24305555,0.072612844,0.5407197,0.68790674,1.9868828,0.5010362,0.49896374,60,0.07242898,0.25962752,0.24376579,0.5479798
600,2,13,0.25749683,0.24337122,0.07381471,0.5426136,0.6878307,1.9886892,0.50080705,0.49919298,61,0.074381314,0.2634943,0.24068813,0.53409094
600,2,14,0.2583649,0.24076705,0.072639674,0.5372475,0.6877113,1.9880327,0.5007114,0.49928862,62,0.07578283,0.26152146,0.23816288,0.521149
600,2,15,0.2606534,0.24400252,0.07355508,0.5381944,0.6875687,1.9846845,0.5005656,0.49943447,63,0.07118844,0.26641414,0.24423927,0.5441919
600,2,16,0.25773358,0.24068813,0.07148358,0.5446654,0.68744504,1.9801935,0.5010611,0.4989389,64,0.07363952,0.25536618,0.24352904,0.5351957
600,2,17,0.26017994,0.24021465,0.072336644,0.54671717,0.68738073,1.9724333,0.50079864,0.49920133,65,0.075601324,0.25765467,0.24352904,0.532197
600,2,18,0.25749683,0.24613321,0.07254735,0.53803664,0.68727666,1.9571831,0.501131,0.498869,66,0.07328677,0.25868055,0.24416035,0.53488004
600,2,19,0.26049557,0.24321339,0.07371449,0.53203917,0.6871595,1.9342997,0.5009537,0.49904633,67,0.07489189,0.26010102,0.24258207,0.5372475
600,2,20,0.25481376,0.24360795,0.073798925,0.5339331,0.6871753,1.8894117,0.5010044,0.49899563,68,0.074058555,0.25962752,0.24250315,0.53835225
600,2,21,0.25599748,0.23729482,0.071427554,0.5430871,0.68704355,1.8030531,0.50064164,0.49935836,69,0.07391256,0.25528726,0.24463384,0.54198235
600,2,22,0.26333648,0.23903093,0.07238952,0.54150885,0.6868833,1.6387296,0.5006594,0.4993406,70,0.074403405,0.2584438,0.24613321,0.5385101
600,2,23,0.25923297,0.24100378,0.07294192,0.53977275,0.68697983,1.3803427,0.50068474,0.49931532,71,0.07545691,0.25686553,0.24455492,0.53440654
600,3,0,0.24763258,0.25355113,0.08572522,0.49210858,0.69168353,1.9573597,0.4969918,0.5030082,72,0.07503235,0.25757575,0.24131945,0.5333018
600,3,1,0.25260416,0.24439709,0.08271859,0.50315654,0.69029874,1.962188,0.49980754,0.5001925,73,0.072311394,0.25931185,0.23808396,0.5391414
600,3,2,0.25252524,0.24297664,0.07938447,0.51846594,0.68949497,1.9609658,0.5005014,0.4994986,74,0.0730303,0.25710228,0.239899,0.54229796
600,3,3,0.25749683,0.24573864,0.07833412,0.5200442,0.6891555,1.9600295,0.5004063,0.49959368,75,0.07241556,0.26333648,0.23816288,0.5452967
600,3,4,0.25426137,0.24250315,0.076788194,0.52020204,0.6888768,1.9597119,0.5007535,0.49924645,76,0.07332544,0.25962752,0.24226642,0.53756315
600,3,5,0.25765467,0.2439236,0.07833254,0.51878154,0.6887349,1.9625009,0.5010464,0.49895358,77,0.07210306,0.26317868,0.24763258,0.53614265
600,3,6,0.25307766,0.23926768,0.07580571,0.532197,0.6884611,1.9657649,0.5009968,0.49900317,78,0.074676454,0.2572601,0.24534407,0.5350379
600,3,7,0.25536618,0.24400252,0.07824258,0.516572,0.6883523,1.9695882,0.5016873,0.4983127,79,0.07298847,0.26017994,0.24060921,0.5399306
600,3,8,0.25410354,0.24250315,0.07788194,0.5239899,0.688254,1.97291,0.50182694,0.49817303,80,0.072855115,0.25654987,0.23690026,0.53661615
600,3,9,0.25299874,0.24423927,0.07705887,0.5239899,0.6880227,1.977628,0.50175,0.49824998,81,0.07454861,0.2578125,0.2387942,0.5385101
600,3,10,0.2638889,0.24068813,0.075320385,0.53614265,0.68775094,1.9815422,0.5018603,0.4981397,82,0.07463068,0.26096907,0.24202967,0.54277146
600,3,11,0.2567077,0.24171402,0.07563841,0.5355114,0.6876033,1.985342,0.5015305,0.4984695,83,0.0753922,0.25426137,0.24360795,0.53377527
600,3,12,0.26483586,0.23761047,0.07320865,0.5402462,0.6874708,1.9882306,0.50181913,0.49818087,84,0.07363163,0.2599432,0.23745266,0.5421401
600,3,13,0.26010102,0.24337122,0.07563368,0.5369318,0.6872425,1.9907883,0.5016116,0.49838844,85,0.07355824,0.2567866,0.24005681,0.5328283
600,3,14,0.26309976,0.24305555,0.07299716,0.5464015,0.6870157,1.9914076,0.5011666,0.49883345,86,0.07267834,0.25915405,0.24139836,0.5490846
600,3,15,0.26594067,0.23847854,0.07078283,0.55445075,0.68682784,1.9910827,0.5007337,0.49926636,87,0.07370502,0.25686553,0.24124053,0.5307765
600,3,16,0.2649937,0.24297664,0.073431976,0.54655933,0.6866649,1.9849116,0.5007824,0.4992176,88,0.07382023,0.2556818,0.23918876,0.53614265
600,3,17,0.26017994,0.24684343,0.07625947,0.5363005,0.6865723,1.9769166,0.49997115,0.50002885,89,0.072245106,0.25583965,0.23839962,0.55003154
600,3,18,0.25868055,0.24376579,0.07386442,0.54766417,0.68638766,1.9608135,0.49933127,0.5006687,90,0.07374842,0.25552398,0.2421875,0.5364583
600,3,19,0.25962752,0.24100378,0.073784724,0.5435606,0.6862619,1.9360065,0.49916232,0.5008377,91,0.07143071,0.2627841,0.23579545,0.5391414
600,3,20,0.26160038,0.24337122,0.07520281,0.5339331,0.6861543,1.8868062,0.49909168,0.5009083,92,0.07291114,0.257339,0.23745266,0.5394571
600,3,21,0.26333648,0.23800506,0.07180082,0.54229796,0.6861209,1.7976921,0.49892715,0.5010728,93,0.072327964,0.26254734,0.23918876,0.5411932
600,3,22,0.25875947,0.24518624,0.074668564,0.53835225,0.686046,1.6375839,0.49996474,0.5000353,94,0.0757852,0.25544506,0.24416035,0.5345644
600,3,23,0.2556029,0.24202967,0.074423134,0.53929925,0.6860033,1.3918769,0.5011247,0.49887532,95,0.07398359,0.25710228,0.24037248,0.53488004
700,0,0,0.265625,0.2421875,0.080625,0.5,0.6914139,1.9026419,0.5113021,0.48869786,0,0.10234375,0.2265625,0.2578125,0.46875
700,0,1,0.2421875,0.28125,0.089687504,0.453125,0.6908715,1.9047062,0.51143235,0.48856765,1,0.084375,0.2265625,0.2265625,0.484375
700,0,2,0.2734375,0.234375,0.06046875,0.609375,0.69026124,1.9155746,0.5127636,0.4872364,2,0.098359376,0.25,0.1953125,0.515625
700,0,3,0.28125,0.2421875,0.071875,0.53125,0.69015515,1.925055,0.51237476,0.48762527,3,0.0759375,0.234375,0.2421875,0.578125
700,0,4,0.2734375,0.296875,0.08867188,0.40625,0.68907297,1.926877,0.51705575,0.48294425,4,0.09523438,0.2578125,0.3046875,0.453125
700,0,5,0.2421875,0.25,0.06273438,0.5625,0.6891917,1.9245412,0.519476,0.48052403,5,0.064140625,0.3046875,0.25,0.5625
700,0,6,0.234375,0.265625,0.06875,0.5,0.6896944,1.9463763,0.5164397,0.48356035,6,0.08976562,0.265625,0.3046875,0.46875
700,0,7,0.2109375,0.234375,0.069375,0.515625,0.68946254,1.9596896,0.5158688,0.4841312,7,0.110078126,0.25,0.3125,0.4375
700,0,8,0.2578125,0.2734375,0.07757813,0.46875,0.6894418,1.9666767,0.5113399,0.48866004,8,0.06328125,0.234375,0.171875,0.640625
700,0,9,0.25,0.2109375,0.075937495,0.484375,0.6884533,1.9698737,0.5128797,0.48712027,9,0.092734374,0.2890625,0.2421875,0.515625
700,0,10,0.2734375,0.1953125,0.07999999,0.546875,0.68858635,1.9711603,0.51630557,0.48369443,10,0.116406254,0.2109375,0.265625,0.40625
700,0,11,0.2421875,0.234375,0.07070313,0.484375,0.6881987,1.9705328,0.5172126,0.48278743,11,0.08867188,0.2734375,0.28125,0.546875
700,0,12,0.2734375,0.25,0.041796874,0.625,0.6881726,1.9668587,0.5146836,0.48531646,12,0.090937495,0.25,0.296875,0.515625
700,0,13,0.28125,0.2421875,0.059140623,0.609375,0.68841445,1.9812762,0.5134313,0.48656872,13,0.084375,0.234375,0.2578125,0.5
700,0,14,0.265625,0.2421875,0.0609375,0.5625,0.68878853,1.9716867,0.51526403,0.48473597,14,0.07625,0.328125,0.28125,0.546875
700,0,15,0.203125,0.203125,0.06757812,0.5,0.6883701,1.972153,0.51532507,0.48467493,15,0.111406244,0.2578125,0.2734375,0.421875
700,0,16,0.2265625,0.234375,0.0853125,0.40625,0.68715954,1.9611468,0.52194786,0.47805214,16,0.054687496,0.3359375,0.2109375,0.6875
700,0,17,0.2265625,0.2421875,0.08320312,0.53125,0.6882861,1.9494238,0.5155722,0.48442778,17,0.071328126,0.21875,0.1875,0.625
700,0,18,0.3203125,0.171875,0.045625,0.671875,0.6870825,1.9245546,0.51776826,0.4822318,18,0.071875006,0.3046875,0.25,0.515625
700,0,19,0.2265625,0.2265625,0.0775,0.546875,0.6864292,1.9051998,0.5222125,0.4777875,19,0.07570313,0.28125,0.2265625,0.53125
700,0,20,0.2734375,0.21875,0.056015626,0.59375,0.6864539,1.8561963,0.51567656,0.48432344,20,0.06460937,0.2421875,0.2265625,0.59375
700,0,21,0.2890625,0.21875,0.043437496,0.640625,0.6869805,1.7843732,0.51717556,0.48282441,21,0.10531251,0.2421875,0.28125,0.46875
700,0,22,0.265625,0.1953125,0.057499997,0.5625,0.6866464,1.6257397,0.5143573,0.48564267,22,0.07578125,0.25,0.234375,0.484375
700,0,23,0.28125,0.2734375,0.062421877,0.515625,0.6869496,1.3229365,0.51497877,0.48502123,23,0.075546876,0.2421875,0.2265625,0.578125
700,1,0,0.2578125,0.2890625,0.10546875,0.46875,0.6918069,1.8781338,0.5097768,0.4902232,24,0.058593754,0.296875,0.2109375,0.578125
700,1,1,0.328125,0.234375,0.063125,0.640625,0.6905943,1.8954319,0.5132156,0.48678446,25,0.083437495,0.2734375,0.234375,0.515625
700,1,2,0.265625,0.296875,0.108359374,0.46875,0.6889206,1.942046,0.5174442,0.48255584,26,0.0665625,0.2109375,0.1953125,0.53125
700,1,3,0.359375,0.2421875,0.085,0.5625,0.68932545,1.9429467,0.5191638,0.4808362,27,0.069296874,0.28125,0.2265625,0.5625
700,1,4,0.25,0.2265625,0.092343755,0.5,0.6881883,1.9745277,0.51845795,0.48154205,28,0.09046875,0.2578125,0.234375,0.546875
700,1,5,0.265625,0.28125,0.079140626,0.546875,0.6881892,1.9685364,0.5190592,0.48094076,29,0.07609375,0.265625,0.2109375,0.53125
700,1,6,0.25,0.2421875,0.071953125,0.578125,0.68876344,1.9731055,0.5122591,0.48774084,30,0.08117188,0.234375,0.2265625,0.53125
700,1,7,0.296875,0.25,0.09828125,0.4375,0.68853664,1.974509,0.5160589,0.48394108,31,0.065703124,0.296875,0.2265625,0.625
700,1,8,0.265625,0.25,0.074687496,0.546875,0.6887344,1.992799,0.5127526,0.4872474,32,0.077734366,0.265625,0.265625,0.5625
700,1,9,0.2734375,0.25,0.11078125,0.40625,0.6879204,1.9989748,0.51626134,0.48373863,33,0.069375,0.265625,0.2421875,0.4375
700,1,10,0.2421875,0.25,0.092031255,0.515625,0.6885301,1.9927258,0.51556337,0.4844366,34,0.09445312,0.234375,0.25,0.484375
700,1,11,0.265625,0.265625,0.10125001,0.4375,0.68827295,1.9994109,0.5112128,0.48878714,35,0.07179688,0.2734375,0.28125,0.515625
700,1,12,0.203125,0.2890625,0.09703125,0.453125,0.6890183,1.9967432,0.51130956,0.48869044,36,0.10570313,0.2265625,0.2578125,0.453125
700,1,13,0.265625,0.296875,0.099296875,0.4375,0.68823045,1.9901577,0.5114151,0.4885849,37,0.079140626,0.265625,0.2734375,0.53125
700,1,14,0.28125,0.2734375,0.08078125,0.59375,0.6875854,1.9963325,0.5133705,0.48662946,38,0.08585937,0.265625,0.2109375,0.46875
700,1,15,0.2890625,0.203125,0.07148437,0.59375,0.6874793,1.9844797,0.51216036,0.48783964,39,0.08296876,0.2578125,0.203125,0.421875
700,1,16,0.28125,0.21875,0.073515624,0.5625,0.6884648,1.9784721,0.50967944,0.49032062,40,0.06945313,0.265625,0.2109375,0.5
700,1,17,0.2890625,0.2109375,0.0734375,0.546875,0.68779606,1.9677321,0.50999755,0.49000242,41,0.0684375,0.296875,0.1953125,0.65625
700,1,18,0.265625,0.3125,0.08375,0.546875,0.68695676,1.9563534,0.51188046,0.48811954,42,0.093125,0.2578125,0.21875,0.453125
700,1,19,0.2578125,0.2578125,0.064765625,0.578125,0.6872448,1.9160829,0.51162547,0.48837453,43,0.107421875,0.1875,0.234375,0.453125
700,1,20,0.3046875,0.2578125,0.087031245,0.5,0.6867997,1.8615894,0.5134629,0.48653704,44,0.098671876,0.203125,0.2109375,0.453125
700,1,21,0.25,0.25,0.07851563,0.546875,0.68745303,1.7981892,0.5110968,0.4889032,45,0.075625,0.2265625,0.2421875,0.5
700,1,22,0.2734375,0.2265625,0.076562494,0.609375,0.6878903,1.6190708,0.5102212,0.48977882,46,0.099296875,0.2109375,0.2578125,0.453125
700,1,23,0.28125,0.25,0.080078125,0.53125,0.6876086,1.379252,0.51100224,0.48899773,47,0.09,0.25,0.2890625,0.453125
700,2,0,0.2578125,0.2265625,0.080390625,0.609375,0.6920303,1.8889213,0.5037328,0.4962672,48,0.075,0.2421875,0.265625,0.546875
700,2,1,0.2265625,0.265625,0.09796875,0.4375,0.68992203,1.910634,0.5146718,0.48532826,49,0.08945312,0.2265625,0.2734375,0.5
700,2,2,0.2109375,0.328125,0.11203125,0.484375,0.6877681,1.9146163,0.5140043,0.48599574,50,0.04640625,0.328125,0.203125,0.59375
700,2,3,0.25,0.2109375,0.0946875,0.46875,0.6889489,1.9201875,0.5129621,0.4870379,51,0.08382812,0.296875,0.2578125,0.578125
700,2,4,0.28125,0.2421875,0.09132812,0.484375,0.6878862,1.9288707,0.51233816,0.48766184,52,0.050859377,0.2890625,0.234375,0.625
700,2,5,0.2734375,0.2265625,0.083124995,0.5,0.6885753,1.9398341,0.5128668,0.48713326,53,0.07484375,0.25,0.2578125,0.515625
700,2,6,0.3125,0.234375,0.056562506,0.640625,0.68753356,1.9459635,0.51580286,0.48419717,54,0.052578125,0.296875,0.2265625,0.671875
700,2,7,0.25,0.234375,0.065390624,0.640625,0.68725437,1.9593065,0.5113321,0.4886679,55,0.07398437,0.25,0.2578125,0.515625
700,2,8,0.21875,0.2421875,0.110468745,0.453125,0.68717647,1.9660943,0.5167678,0.4832322,56,0.07546875,0.203125,0.234375,0.484375
700,2,9,0.2734375,0.234375,0.068749994,0.65625,0.6874976,1.9758756,0.5121213,0.48787874,57,0.074375,0.2578125,0.234375,0.515625
700,2,10,0.234375,0.25,0.11265625,0.421875,0.6868833,1.9796046,0.51552176,0.48447824,58,0.07085937,0.3046875,0.2109375,0.53125
700,2,11,0.2421875,0.234375,0.084921874,0.484375,0.6882855,1.9804088,0.5148995,0.48510048,59,0.045937497,0.3203125,0.203125,0.640625
700,2,12,0.2265625,0.25,0.091796875,0.5625,0.6869,1.9825474,0.510315,0.48968494,60,0.0615625,0.25,0.2265625,0.625
700,2,13,0.2265625,0.2734375,0.08265625,0.5625,0.68720794,1.9804265,0.51299024,0.48700976,61,0.06757812,0.2734375,0.1640625,0.578125
700,2,14,0.2421875,0.171875,0.061484374,0.625,0.68756646,1.9755927,0.51511526,0.48488468,62,0.068749994,0.2734375,0.2734375,0.546875
700,2,15,0.3515625,0.2265625,0.06585938,0.578125,0.6867053,1.9666233,0.5115432,0.48845685,63,0.12101563,0.2109375,0.2421875,0.40625
700,2,16,0.2890625,0.2265625,0.06164062,0.578125,0.6857419,1.9643874,0.51338536,0.48661464,64,0.0859375,0.21875,0.28125,0.5
700,2,17,0.203125,0.2265625,0.092421874,0.453125,0.68577147,1.9690266,0.51312804,0.48687196,65,0.067734376,0.2734375,0.1953125,0.546875
700,2,18,0.234375,0.21875,0.099375,0.484375,0.68565845,1.9483092,0.5104227,0.48957732,66,0.09320313,0.2265625,0.21875,0.53125
700,2,19,0.25,0.25,0.07929688,0.578125,0.68614423,1.9177449,0.5145774,0.4854226,67,0.05054687,0.28125,0.234375,0.59375
700,2,20,0.203125,0.2890625,0.08921875,0.5,0.6859299,1.8862593,0.51216704,0.4878329,68,0.06203125,0.2890625,0.234375,0.578125
700,2,21,0.2734375,0.2265625,0.0890625,0.5625,0.6856204,1.822691,0.513219,0.486781,69,0.0684375,0.2734375,0.2265625,0.546875
700,2,22,0.234375,0.28125,0.09703125,0.515625,0.68525314,1.645832,0.51465625,0.48534375,70,0.0934375,0.234375,0.25,0.453125
700,2,23,0.203125,0.2734375,0.110234365,0.421875,0.6854636,1.3778838,0.5095563,0.4904437,71,0.057656247,0.2890625,0.2421875,0.578125
700,3,0,0.2578125,0.2578125,0.083437495,0.453125,0.6918204,1.9096028,0.5110485,0.4889515,72,0.0628125,0.2734375,0.1953125,0.59375
700,3,1,0.265625,0.21875,0.079687506,0.515625,0.6904358,1.9310368,0.51643825,0.48356178,73,0.09523437,0.2578125,0.265625,0.53125
700,3,2,0.21875,0.2109375,0.0690625,0.5625,0.6883427,1.9500777,0.51487815,0.48512188,74,0.0884375,0.234375,0.234375,0.515625
700,3,3,0.1796875,0.234375,0.076796874,0.515625,0.6887214,1.945904,0.5123813,0.48761863,75,0.08085938,0.265625,0.21875,0.5625
700,3,4,0.2734375,0.234375,0.0734375,0.59375,0.68748665,1.9438331,0.52059025,0.47940978,76,0.056953125,0.25,0.1953125,0.578125
700,3,5,0.1796875,0.234375,0.08710938,0.484375,0.6865019,1.962104,0.52195543,0.4780445,77,0.08351563,0.2890625,0.25,0.453125
700,3,6,0.234375,0.1640625,0.043046877,0.703125,0.688221,1.9385929,0.52057153,0.47942847,78,0.07453125,0.2265625,0.2890625,0.625
700,3,7,0.25,0.234375,0.08453125,0.53125,0.68736434,1.942989,0.52308947,0.47691053,79,0.08687501,0.203125,0.21875,0.53125
700,3,8,0.3359375,0.203125,0.042578124,0.6875,0.68775713,1.9487946,0.52071816,0.4792818,80,0.06890625,0.3203125,0.171875,0.625
700,3,9,0.265625,0.265625,0.096953124,0.484375,0.6870027,1.9690804,0.5205519,0.47944805,81,0.08085937,0.3046875,0.234375,0.53125
700,3,10,0.2265625,0.234375,0.09367187,0.484375,0.6869203,1.9685942,0.52193815,0.47806185,82,0.060781248,0.296875,0.2109375,0.5625
700,3,11,0.28125,0.265625,0.07179688,0.546875,0.68699455,1.9725754,0.52142864,0.47857136,83,0.076875,0.1953125,0.25,0.5625
700,3,12,0.234375,0.2265625,0.064140625,0.5625,0.686691,1.9790618,0.52294314,0.47705683,84,0.060312502,0.2109375,0.2265625,0.609375
700,3,13,0.2421875,0.21875,0.08234374,0.484375,0.6859831,1.9756474,0.52347386,0.4765262,85,0.06460938,0.234375,0.2734375,0.515625
700,3,14,0.3046875,0.171875,0.06335937,0.546875,0.6865604,1.9765103,0.52159715,0.47840282,86,0.09523438,0.265625,0.25,0.46875
700,3,15,0.2890625,0.1953125,0.0571875,0.609375,0.68534595,1.9831157,0.51970536,0.48029462,87,0.06976563,0.2734375,0.1953125,0.59375
700,3,16,0.265625,0.2109375,0.09296875,0.4375,0.685105,1.9864578,0.5187142,0.4812858,88,0.068125,0.2578125,0.2421875,0.65625
700,3,17,0.2578125,0.203125,0.063515626,0.53125,0.686628,1.9738193,0.51590765,0.48409238,89,0.07109375,0.2421875,0.25,0.5
700,3,18,0.2421875,0.21875,0.078984365,0.453125,0.68460643,1.9453043,0.5194149,0.48058513,90,0.06070312,0.25,0.25,0.59375
700,3,19,0.2734375,0.1953125,0.049218748,0.65625,0.6857686,1.9293423,0.51289624,0.4871038,91,0.068125,0.265625,0.25,0.578125
700,3,20,0.28125,0.2109375,0.058124997,0.671875,0.6856385,1.8669436,0.51488334,0.48511666,92,0.065937504,0.28125,0.2578125,0.609375
700,3,21,0.2421875,0.21875,0.09320312,0.421875,0.6863415,1.7669231,0.5133839,0.48661608,93,0.077343754,0.2734375,0.296875,0.578125
700,3,22,0.203125,0.2578125,0.079140626,0.53125,0.68553823,1.5706899,0.51473737,0.48526257,94,0.09164063,0.21875,0.2421875,0.421875
700,3,23,0.2734375,0.2421875,0.056874998,0.640625,0.68499875,1.3159614,0.51128995,0.48871005,95,0.08453125,0.2578125,0.2421875,0.484375
700,0,0,0.24684343,0.24621212,0.08298295,0.50363004,0.69157654,1.956786,0.5041876,0.49581242,0,0.08203677,0.25236744,0.2483428,0.50252527
700,0,1,0.2504735,0.2538668,0.08353535,0.49873737,0.6906173,1.9550544,0.49971783,0.50028217,1,0.083701864,0.24731691,0.24510732,0.50363004
700,0,2,0.24842171,0.24542297,0.08145596,0.50363004,0.6899734,1.9554843,0.49914134,0.50085866,2,0.083136834,0.25363004,0.24881628,0.5059975
700,0,3,0.2543403,0.24865846,0.079507574,0.52051765,0.6895899,1.9571376,0.49882984,0.50117016,3,0.08057923,0.24913195,0.24692234,0.50678664
700,0,4,0.25528726,0.24794823,0.07913589,0.5178346,0.6893518,1.9578178,0.4990082,0.50099176,4,0.08196259,0.252762,0.25126263,0.5011048
700,0,5,0.25623423,0.24368687,0.07732481,0.5233586,0.68908024,1.9615935,0.49883282,0.5011672,5,0.08265861,0.25134155,0.24644886,0.50978535
700,0,6,0.25639203,0.24242425,0.076186866,0.5194129,0.68883145,1.9658399,0.49899018,0.5010098,6,0.081002206,0.24802715,0.24921086,0.506471
700,0,7,0.25789142,0.24605429,0.07666351,0.5246212,0.68862474,1.9709376,0.49893343,0.50106657,7,0.0815917,0.25236744,0.25236744,0.50757575
700,0,8,0.2623106,0.24573864,0.07684422,0.5261995,0.6883636,1.9769868,0.49941993,0.50058013,8,0.080383524,0.2504735,0.24676453,0.51815027
700,0,9,0.2572601,0.24068813,0.074343435,0.53835225,0.68809605,1.9824471,0.499131,0.50086904,9,0.0781763,0.25260416,0.24226642,0.5118371
700,0,10,0.25804925,0.24305555,0.07697286,0.5255682,0.68782544,1.9872819,0.49944922,0.5005508,10,0.07958097,0.2522096,0.2438447,0.51278406
700,0,11,0.25749683,0.24573864,0.07602746,0.5355114,0.68754846,1.9912072,0.49973992,0.5002601,11,0.08080176,0.24416035,0.24518624,0.51073235
700,0,12,0.25741792,0.24250315,0.074986584,0.537721,0.6872458,1.9928821,0.49992505,0.5000749,12,0.07943892,0.25299874,0.24692234,0.52051765
700,0,13,0.25899622,0.24337122,0.07540799,0.52888256,0.68706584,1.9958133,0.49967706,0.50032294,13,0.080983266,0.24589646,0.24408144,0.5096275
700,0,14,0.25702336,0.24060921,0.073793404,0.5394571,0.68682283,1.995293,0.4996742,0.5003258,14,0.080140464,0.2578125,0.24936868,0.5105745
700,0,15,0.25939077,0.23910984,0.07506549,0.5333018,0.6864846,1.9910519,0.49929792,0.5007021,15,0.07928188,0.25552398,0.25181502,0.5183081
700,0,16,0.26420453,0.23847854,0.07208333,0.5435606,0.6862961,1.9855784,0.49931246,0.5006875,16,0.078312814,0.25228852,0.2416351,0.5194129
