plot_idx,cues,trials_idx,rewards,forgone_rewards,regrets,perc_opt_actions,entropy,value_fn,policy_0,policy_1,uo_idx,uo_regrets,uo_rewards,uo_forgone_rewards,uo_perc_opt_actions
1,2,12,0.25197285,0.25252524,0.08315577,0.5039457,0.6886666,1.8879404,0.49911577,0.50088423,60,0.082797505,0.2505524,0.25078914,0.4993687
1,2,13,0.2522096,0.2438447,0.083151825,0.5050505,0.6886016,1.879055,0.49776343,0.50223655,61,0.08324653,0.24921086,0.2410827,0.5044192
1,2,14,0.24865846,0.24589646,0.08321022,0.50189394,0.68848914,1.8663024,0.4963505,0.5036495,62,0.084276356,0.24865846,0.25228852,0.49558082
1,2,15,0.24992108,0.25031567,0.08384786,0.4993687,0.68859726,1.8570887,0.49600527,0.5039947,63,0.0829214,0.25205177,0.25007892,0.50678664
1,2,16,0.25142047,0.24739583,0.08261048,0.49447602,0.688529,1.8454454,0.49485412,0.50514585,64,0.08435054,0.24242425,0.25023675,0.49921086
1,2,17,0.24976325,0.25015783,0.08240135,0.4995265,0.68846107,1.8325002,0.4938468,0.50615317,65,0.078854166,0.25149935,0.24968435,0.5108901
1,2,18,0.25039458,0.24897411,0.08438999,0.4993687,0.68837243,1.8207049,0.49325487,0.5067451,66,0.08422822,0.24700126,0.24731691,0.5017361
1,2,19,0.24621212,0.2477115,0.08295139,0.50031567,0.68822616,1.8073999,0.49224722,0.5077528,67,0.084261365,0.24463384,0.24455492,0.49621212
1,2,20,0.2505524,0.2505524,0.083145514,0.5017361,0.68820655,1.7963027,0.4912563,0.5087437,68,0.082123585,0.25236744,0.2516572,0.50031567
1,2,21,0.24992108,0.24226642,0.08166746,0.5123106,0.6881496,1.7808386,0.49137217,0.50862783,69,0.0835906,0.24810606,0.25473484,0.49621212
1,2,22,0.25418246,0.25007892,0.083068185,0.500947,0.68795174,1.7687624,0.48982373,0.51017624,70,0.080719694,0.25071022,0.2482639,0.50489265
1,2,23,0.24952652,0.2450284,0.08230824,0.5037879,0.6880232,1.7552336,0.48963597,0.510364,71,0.08117897,0.25252524,0.2483428,0.509154
1,3,0,0.24818498,0.24337122,0.08112058,0.5050505,0.6823933,1.8464638,0.47154284,0.52845716,72,0.08452494,0.24992108,0.2505524,0.49621212
1,3,1,0.25299874,0.24708018,0.08298059,0.4949495,0.6873237,1.8831058,0.49287942,0.50712055,73,0.083413035,0.25118372,0.24936868,0.50489265
1,3,2,0.24850063,0.24652778,0.08206203,0.5015783,0.6875903,1.9172463,0.49399787,0.5060021,74,0.08295375,0.24897411,0.24636994,0.5039457
1,3,3,0.24739583,0.2482639,0.085477434,0.484375,0.6875455,1.9276164,0.4934949,0.5065051,75,0.08537405,0.24352904,0.2488952,0.49226642
1,3,4,0.25157827,0.24692234,0.08267913,0.4988952,0.68769383,1.9327266,0.49382463,0.5061754,76,0.08054056,0.25260416,0.2450284,0.5083649
1,3,5,0.24668561,0.24708018,0.08196969,0.505524,0.68767184,1.9318489,0.493735,0.506265,77,0.084956594,0.24786931,0.24676453,0.49810606
1,3,6,0.24968435,0.24565972,0.08048058,0.5121528,0.6876361,1.9272107,0.49337938,0.50662065,78,0.08352746,0.2477115,0.24794823,0.49810606
1,3,7,0.25583965,0.24463384,0.080078125,0.514678,0.6875461,1.9236029,0.4938427,0.5061573,79,0.08109138,0.24865846,0.23918876,0.5059975
1,3,8,0.25205177,0.2521307,0.0821733,0.50883836,0.6873779,1.9155664,0.49386615,0.50613385,80,0.082785666,0.24842171,0.24518624,0.5029987
1,3,9,0.24921086,0.24597538,0.081875004,0.506471,0.68755585,1.9090966,0.4935326,0.5064674,81,0.081015624,0.2510259,0.24652778,0.5026831
1,3,10,0.2427399,0.24755366,0.08436317,0.49763256,0.6874534,1.899753,0.49385846,0.50614154,82,0.084001735,0.2511048,0.24676453,0.49700126
1,3,11,0.25363004,0.24463384,0.081579074,0.51025885,0.6875529,1.8889508,0.4938886,0.50611144,83,0.08194602,0.2410827,0.24202967,0.50757575
1,3,12,0.2533144,0.24644886,0.08349116,0.50015783,0.68745035,1.8797027,0.49371973,0.50628024,84,0.080948554,0.25181502,0.2510259,0.5044192
1,3,13,0.2544981,0.24431819,0.08257339,0.5042614,0.68750465,1.8681688,0.4947989,0.5052011,85,0.082754895,0.24747474,0.24439709,0.5077336
1,3,14,0.24455492,0.24636994,0.084607005,0.49700126,0.68724805,1.8570789,0.4939623,0.5060377,86,0.083713695,0.25078914,0.24423927,0.49510732
1,3,15,0.24921086,0.24818498,0.08330256,0.5011048,0.6872679,1.8464181,0.4943721,0.50562793,87,0.084296875,0.2488952,0.24700126,0.48879418
1,3,16,0.2534722,0.25094697,0.0825947,0.5,0.6873125,1.8350494,0.49462706,0.50537294,88,0.08203914,0.24613321,0.24116161,0.50631315
1,3,17,0.24968435,0.2482639,0.083132096,0.5012626,0.6873102,1.8204893,0.49502164,0.50497836,89,0.08316445,0.24708018,0.24936868,0.5029987
1,3,18,0.25007892,0.24676453,0.08212515,0.50142044,0.68716055,1.8063905,0.49562305,0.50437695,90,0.08209991,0.25512943,0.24700126,0.50315654
1,3,19,0.24723801,0.25181502,0.08379419,0.4977904,0.6872877,1.791656,0.4958905,0.5041095,91,0.08330335,0.24644886,0.2438447,0.5017361
1,3,20,0.25315657,0.24542297,0.08043876,0.51199496,0.6873559,1.7808666,0.49644506,0.50355494,92,0.08260022,0.25512943,0.24952652,0.49684343
1,3,21,0.2505524,0.24692234,0.083686076,0.49368685,0.68712467,1.7657676,0.49664876,0.5033512,93,0.080909096,0.2506313,0.24510732,0.50631315
1,3,22,0.24921086,0.24494949,0.07959674,0.51025885,0.6873846,1.7512779,0.4966143,0.50338566,94,0.08596117,0.24984217,0.24928977,0.488952
1,3,23,0.24779041,0.24763258,0.08290482,0.5061553,0.68724024,1.7346478,0.49724308,0.5027569,95,0.08328125,0.24786931,0.24510732,0.495423
100,0,0,0.203125,0.265625,0.09429687,0.46875,0.6906351,1.829524,0.512777,0.487223,0,0.09625,0.1953125,0.234375,0.515625
100,0,1,0.25,0.28125,0.077421874,0.53125,0.6904099,1.8694808,0.521878,0.478122,1,0.0934375,0.234375,0.25,0.5
100,0,2,0.3046875,0.21875,0.08578125,0.53125,0.6909139,1.9175433,0.52367264,0.47632736,2,0.10460937,0.2890625,0.296875,0.421875
100,0,3,0.21875,0.234375,0.09390624,0.46875,0.69088703,1.943619,0.5190052,0.4809948,3,0.107812494,0.203125,0.2265625,0.46875
100,0,4,0.2734375,0.2734375,0.07359375,0.578125,0.6903677,1.9522216,0.5254762,0.47452378,4,0.0853125,0.2578125,0.25,0.46875
100,0,5,0.28125,0.265625,0.08734375,0.484375,0.69071186,1.933939,0.5213859,0.47861403,5,0.08226562,0.2890625,0.2578125,0.546875
100,0,6,0.265625,0.2421875,0.07414062,0.46875,0.691596,1.9622343,0.51627064,0.4837293,6,0.12859376,0.1953125,0.265625,0.34375
100,0,7,0.3125,0.2578125,0.080078125,0.515625,0.69141936,1.9463563,0.5198754,0.48012453,7,0.081875004,0.234375,0.2421875,0.53125
100,0,8,0.28125,0.234375,0.08242187,0.53125,0.69105643,1.949674,0.5193041,0.48069587,8,0.08117188,0.2734375,0.2890625,0.53125
100,0,9,0.2578125,0.265625,0.08093749,0.53125,0.6908075,1.9582359,0.52102923,0.47897077,9,0.10242187,0.265625,0.2578125,0.515625
100,0,10,0.203125,0.2734375,0.102656245,0.4375,0.69151354,1.9348154,0.5173926,0.48260736,10,0.12023438,0.203125,0.2890625,0.359375
100,0,11,0.2265625,0.2578125,0.100859374,0.5,0.69111437,1.9140452,0.5223674,0.47763258,11,0.0890625,0.2734375,0.28125,0.421875
100,0,12,0.2578125,0.3125,0.11,0.390625,0.6911138,1.8943715,0.52214277,0.47785723,12,0.091875,0.234375,0.25,0.5625
100,0,13,0.2421875,0.2421875,0.07804687,0.578125,0.6916488,1.8818609,0.5161339,0.4838661,13,0.08890625,0.2734375,0.2265625,0.484375
100,0,14,0.25,0.2421875,0.07539062,0.453125,0.6915209,1.8703777,0.5185374,0.4814626,14,0.07890625,0.28125,0.21875,0.5
100,0,15,0.2890625,0.28125,0.09624999,0.46875,0.6912868,1.865278,0.51605356,0.4839464,15,0.09234374,0.296875,0.2421875,0.484375
100,0,16,0.25,0.3125,0.11859375,0.390625,0.6913093,1.8496487,0.5186745,0.48132554,16,0.08085938,0.203125,0.234375,0.546875
100,0,17,0.2421875,0.25,0.1028125,0.46875,0.6911161,1.8278103,0.51970077,0.48029926,17,0.094375,0.2890625,0.2890625,0.484375
100,0,18,0.28125,0.2578125,0.08140624,0.421875,0.6917255,1.8138888,0.5155573,0.48444268,18,0.08617187,0.25,0.2890625,0.5
100,0,19,0.3203125,0.265625,0.07734375,0.578125,0.691357,1.780017,0.5200092,0.47999078,19,0.08953126,0.2734375,0.28125,0.515625
100,0,20,0.2265625,0.234375,0.101093754,0.484375,0.6909134,1.7394648,0.52206886,0.4779312,20,0.07757813,0.2265625,0.25,0.484375
100,0,21,0.203125,0.28125,0.111406244,0.359375,0.69132495,1.738201,0.51797265,0.48202738,21,0.0921875,0.2421875,0.2421875,0.46875
100,0,22,0.2578125,0.2734375,0.100625,0.40625,0.69183904,1.7076298,0.51354927,0.48645067,22,0.07601563,0.234375,0.2265625,0.53125
100,0,23,0.2890625,0.234375,0.07578125,0.546875,0.6919192,1.6756546,0.51015276,0.4898473,23,0.09164062,0.265625,0.265625,0.484375
100,1,0,0.2265625,0.265625,0.104375,0.484375,0.69024676,1.8026097,0.49830472,0.5016953,24,0.0821875,0.265625,0.2421875,0.53125
100,1,1,0.2421875,0.21875,0.065078124,0.625,0.69117695,1.8884811,0.5095212,0.4904788,25,0.08062499,0.2421875,0.2421875,0.5
100,1,2,0.2890625,0.234375,0.07421874,0.59375,0.6910588,1.9043084,0.51467323,0.48532674,26,0.07460938,0.2734375,0.234375,0.53125
100,1,3,0.25,0.25,0.07109375,0.53125,0.69101596,1.9637082,0.515948,0.48405197,27,0.1034375,0.2578125,0.265625,0.46875
100,1,4,0.234375,0.25,0.08414062,0.46875,0.6919433,1.9426582,0.50668603,0.49331394,28,0.07929687,0.28125,0.2578125,0.5
100,1,5,0.21875,0.2421875,0.1040625,0.46875,0.69168395,1.9428453,0.51021606,0.48978394,29,0.102578126,0.21875,0.28125,0.453125
100,1,6,0.1953125,0.3046875,0.10859375,0.421875,0.69175977,1.9564862,0.50524056,0.49475944,30,0.074375,0.2734375,0.265625,0.546875
100,1,7,0.2578125,0.21875,0.083281256,0.53125,0.6914999,1.9428672,0.5095061,0.49049383,31,0.10179687,0.2421875,0.234375,0.53125
100,1,8,0.2578125,0.2265625,0.07195312,0.5625,0.69199514,1.9265654,0.50971806,0.49028194,32,0.084687494,0.1953125,0.28125,0.46875
100,1,9,0.1953125,0.2890625,0.11421874,0.4375,0.6911663,1.92841,0.51364595,0.48635402,33,0.11382812,0.2578125,0.2734375,0.4375
100,1,10,0.296875,0.203125,0.07421875,0.5625,0.69147563,1.8914151,0.51158106,0.48841897,34,0.0753125,0.3046875,0.21875,0.578125
100,1,11,0.21875,0.21875,0.08804687,0.546875,0.6911801,1.9171733,0.51366913,0.48633087,35,0.09359375,0.234375,0.2265625,0.453125
100,1,12,0.234375,0.234375,0.10640626,0.421875,0.69128954,1.886545,0.51655155,0.48344845,36,0.0915625,0.1796875,0.234375,0.53125
100,1,13,0.25,0.21875,0.0775,0.484375,0.6917691,1.8913189,0.5089628,0.4910372,37,0.09414062,0.25,0.2265625,0.5
100,1,14,0.234375,0.2265625,0.09953125,0.4375,0.6912481,1.8512721,0.51144785,0.48855215,38,0.093125,0.2578125,0.2578125,0.5
100,1,15,0.234375,0.2578125,0.077968754,0.515625,0.69168466,1.8373069,0.51247567,0.48752433,39,0.07539062,0.25,0.2421875,0.578125
100,1,16,0.1875,0.265625,0.09804688,0.40625,0.6912766,1.8184826,0.5196587,0.48034132,40,0.08976562,0.2421875,0.25,0.5625
100,1,17,0.2734375,0.1953125,0.08351563,0.453125,0.69147974,1.7897567,0.5159925,0.48400754,41,0.08734375,0.1953125,0.2734375,0.515625
100,1,18,0.2109375,0.296875,0.094531246,0.46875,0.69160825,1.7596031,0.51118517,0.4888148,42,0.078593746,0.2734375,0.2265625,0.484375
100,1,19,0.2265625,0.28125,0.09789062,0.453125,0.69176835,1.7469987,0.5136013,0.4863987,43,0.088750005,0.1953125,0.2734375,0.46875
100,1,20,0.203125,0.2890625,0.100468755,0.46875,0.6918988,1.7335544,0.51353085,0.4864691,44,0.09132812,0.265625,0.28125,0.515625
100,1,21,0.2734375,0.234375,0.0921875,0.53125,0.6918037,1.7251595,0.51369834,0.4863017,45,0.11101562,0.234375,0.28125,0.390625
100,1,22,0.2421875,0.2578125,0.075,0.546875,0.6906551,1.689106,0.52262104,0.47737896,46,0.088203125,0.2265625,0.25,0.5
100,1,23,0.2265625,0.265625,0.08125,0.53125,0.69176257,1.6737168,0.5135882,0.4864118,47,0.0928125,0.28125,0.28125,0.484375
100,2,0,0.2421875,0.265625,0.10546875,0.46875,0.6891431,1.8620582,0.5286021,0.47139788,48,0.107734375,0.2734375,0.25,0.421875
100,2,1,0.2421875,0.265625,0.098671876,0.40625,0.69042176,1.8825723,0.5221567,0.4778433,49,0.09789062,0.2109375,0.2265625,0.4375
100,2,2,0.171875,0.2578125,0.101875,0.421875,0.6905915,1.9388943,0.5219302,0.47806978,50,0.062265623,0.28125,0.2890625,0.578125
100,2,3,0.2734375,0.3046875,0.089609385,0.546875,0.6909967,1.9717375,0.51997864,0.4800214,51,0.0853125,0.234375,0.25,0.46875
100,2,4,0.2890625,0.2734375,0.10359375,0.421875,0.6907722,1.9820993,0.5208986,0.4791014,52,0.094453126,0.2421875,0.2578125,0.46875
100,2,5,0.28125,0.203125,0.069609374,0.578125,0.691165,1.9590206,0.5197966,0.48020336,53,0.09390625,0.2734375,0.2421875,0.515625
100,2,6,0.28125,0.2109375,0.09195313,0.421875,0.69068235,1.9877294,0.5230129,0.47698706,54,0.10640624,0.25,0.265625,0.453125
100,2,7,0.2265625,0.1953125,0.10515626,0.390625,0.6913909,1.9666876,0.51945937,0.48054063,55,0.10742187,0.2578125,0.265625,0.53125
100,2,8,0.1875,0.2578125,0.10585937,0.40625,0.6915831,1.971434,0.51712203,0.482878,56,0.09398438,0.203125,0.2109375,0.4375
100,2,9,0.2265625,0.265625,0.1065625,0.40625,0.69167614,1.958153,0.51463425,0.4853657,57,0.0809375,0.265625,0.2265625,0.515625
100,2,10,0.28125,0.2421875,0.07914063,0.5,0.69104725,1.9237127,0.52320015,0.47679985,58,0.09515625,0.2578125,0.2265625,0.453125
100,2,11,0.203125,0.2421875,0.067421876,0.625,0.6917859,1.9168848,0.51515114,0.48484886,59,0.090937495,0.2109375,0.1875,0.46875
100,2,12,0.3046875,0.21875,0.07546875,0.578125,0.69153786,1.9216633,0.514168,0.48583198,60,0.11179688,0.2265625,0.2578125,0.453125
100,2,13,0.265625,0.28125,0.10375,0.421875,0.6911935,1.8985088,0.51786613,0.48213387,61,0.07632812,0.328125,0.2109375,0.578125
100,2,14,0.2265625,0.234375,0.09625,0.4375,0.69156307,1.9065051,0.5165539,0.48344615,62,0.09203124,0.2421875,0.2578125,0.46875
100,2,15,0.265625,0.1953125,0.06734375,0.59375,0.69144404,1.8782609,0.5188809,0.48111907,63,0.10898438,0.25,0.2890625,0.390625
100,2,16,0.265625,0.3046875,0.10460937,0.484375,0.6916869,1.8706996,0.51649314,0.48350683,64,0.088281244,0.296875,0.2421875,0.484375
100,2,17,0.25,0.3046875,0.1,0.4375,0.6916478,1.8507516,0.51421875,0.48578128,65,0.08210937,0.2734375,0.2734375,0.484375
100,2,18,0.25,0.25,0.08953125,0.515625,0.6912852,1.8278294,0.518818,0.48118195,66,0.10398437,0.203125,0.2578125,0.4375
100,2,19,0.234375,0.234375,0.08109375,0.5625,0.6915908,1.8188778,0.5143821,0.48561785,67,0.08109376,0.3125,0.28125,0.53125
100,2,20,0.234375,0.203125,0.08445313,0.546875,0.6916618,1.7825837,0.51433873,0.48566133,68,0.06796875,0.265625,0.25,0.609375
100,2,21,0.2578125,0.2265625,0.08898437,0.515625,0.6915684,1.7601901,0.5163787,0.48362136,69,0.08992188,0.21875,0.2109375,0.46875
100,2,22,0.2890625,0.2421875,0.078593746,0.53125,0.69200397,1.7233478,0.51427996,0.48572,70,0.07898437,0.2734375,0.21875,0.515625
100,2,23,0.2265625,0.21875,0.077031255,0.609375,0.6919842,1.7087886,0.5133892,0.48661074,71,0.08101562,0.296875,0.3125,0.515625
100,3,0,0.25,0.28125,0.11203125,0.40625,0.6910423,1.8180006,0.49966997,0.50033003,72,0.09460937,0.234375,0.28125,0.484375
100,3,1,0.2578125,0.25,0.106875,0.46875,0.69135094,1.8892605,0.51250315,0.4874969,73,0.09203125,0.2578125,0.28125,0.515625
100,3,2,0.2421875,0.2265625,0.12265625,0.359375,0.6913701,1.9479833,0.50789106,0.49210894,74,0.09320313,0.234375,0.28125,0.4375
100,3,3,0.25,0.2109375,0.058984376,0.640625,0.6919132,1.9545817,0.5043541,0.49564588,75,0.09945313,0.234375,0.25,0.5
100,3,4,0.2265625,0.28125,0.09773438,0.453125,0.691811,1.9673599,0.5052601,0.49473992,76,0.120312504,0.2578125,0.296875,0.421875
100,3,5,0.25,0.296875,0.090624996,0.5,0.69182897,1.9664614,0.5076321,0.49236795,77,0.09296875,0.3046875,0.2578125,0.40625
100,3,6,0.2421875,0.2890625,0.10554688,0.453125,0.6918671,1.9867518,0.5100023,0.48999768,78,0.071328126,0.2265625,0.21875,0.578125
100,3,7,0.21875,0.2734375,0.11539061,0.40625,0.6918704,1.9813654,0.5079995,0.49200058,79,0.088281244,0.265625,0.25,0.53125
100,3,8,0.234375,0.2578125,0.08265625,0.578125,0.6921183,1.9781258,0.5036125,0.49638742,80,0.10968749,0.2109375,0.28125,0.515625
