test_part_idx,batch_idx,trials_idx,cues,actions,rewards,forgone_rewards,opt_actions,regrets,entropy,policy0,policy1,value_fn
0,0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.007816836,0.99901307,0.0009869189,1.3997169
0,0,74,1.0,1.0,0.5,0.0,1.0,0.0,0.0021844378,0.00023329753,0.99976677,1.5895554
0,0,75,3.0,0.0,0.5,0.5,0.0,0.0,0.0025494604,0.99972254,0.00027742484,1.5922998
0,0,76,1.0,1.0,0.5,0.0,1.0,0.0,0.0012568916,0.00012594636,0.999874,1.5080892
0,0,77,3.0,0.0,0.5,0.5,0.0,0.0,0.00195493,0.99979395,0.00020605947,1.5510093
0,0,78,3.0,0.0,0.5,0.0,0.0,0.0,0.003962208,0.9995442,0.00045577576,1.6274976
0,0,79,1.0,1.0,0.0,0.0,1.0,0.0,0.0018526224,0.00019405082,0.999806,1.5563307
0,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0016625331,0.999828,0.00017195953,1.2686754
0,0,81,1.0,1.0,0.5,0.0,1.0,0.0,0.0014057283,0.00014264007,0.9998573,1.4455572
0,0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.004361415,0.99949193,0.0005080424,1.3016306
0,0,83,2.0,0.0,0.5,0.5,0.0,0.0,0.002145834,0.9997713,0.00022869217,1.5401394
0,0,84,1.0,1.0,0.5,0.0,1.0,0.0,0.0018764709,0.00019684219,0.9998031,1.433911
0,0,85,1.0,1.0,0.5,0.0,1.0,0.0,0.0034438928,0.00038907703,0.99961096,1.4545803
0,0,86,3.0,0.0,0.0,0.5,0.0,0.0,0.0017066993,0.9998229,0.00017706056,1.4943789
0,0,87,3.0,0.0,0.5,0.5,0.0,0.0,0.0023820521,0.9997429,0.00025707384,1.4432298
0,0,88,2.0,0.0,0.5,0.0,0.0,0.0,0.0021116938,0.99977535,0.00022462188,1.2916338
0,0,89,0.0,0.0,0.0,0.5,0.0,0.0,0.01036388,0.9986357,0.0013643139,1.0814357
0,0,90,2.0,0.0,0.5,0.5,0.0,0.0,0.0042220755,0.9995103,0.0004897194,1.2424005
0,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0022997016,0.9997528,0.00024713672,0.56615245
0,0,92,2.0,0.0,0.5,0.0,0.0,0.0,0.0037921332,0.99956626,0.00043374105,0.83779013
0,0,93,1.0,1.0,0.5,0.0,1.0,0.0,0.0060801054,0.0007408049,0.9992592,0.38162562
0,0,94,3.0,0.0,0.5,0.5,0.0,0.0,0.0021901322,0.99976605,0.0002339901,0.44059137
0,0,95,1.0,1.0,0.5,0.5,1.0,0.0,0.004844445,0.00057224435,0.99942774,0.5792679
1,0,0,3.0,1.0,0.0,0.5,1.0,0.0,0.0015797827,0.00016244664,0.9998375,1.3100787
1,0,1,0.0,1.0,0.5,0.0,1.0,0.0,0.0053499322,0.0006404876,0.99935955,1.3740808
1,0,2,3.0,0.0,0.0,0.5,0.0,0.0,0.0010766808,0.9998939,0.00010606504,1.4496831
1,0,3,2.0,1.0,0.5,0.5,0.0,0.25,0.0044909474,0.00052516017,0.9994748,1.3182327
1,0,4,2.0,1.0,0.5,0.5,0.0,0.25,0.002018656,0.00021358594,0.99978644,1.493918
1,0,5,0.0,1.0,0.0,0.0,1.0,0.0,0.005993423,0.00072879525,0.9992712,1.4607313
1,0,6,0.0,1.0,0.5,0.0,1.0,0.0,0.0069932686,0.000868969,0.999131,1.3806652
1,0,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0072880657,0.0009109435,0.999089,1.4058956
1,0,8,3.0,1.0,0.5,0.5,1.0,0.0,0.524296,0.78205395,0.21794601,1.7090529
1,0,9,3.0,1.0,0.0,0.5,1.0,0.0,0.0007519677,7.1284434e-05,0.9999287,1.323754
1,0,10,2.0,1.0,0.0,0.5,0.0,0.25,0.008974146,0.0011561523,0.9988438,1.4226292
1,0,11,2.0,1.0,0.0,0.0,0.0,0.25,0.005269937,0.00062961754,0.9993704,1.3685467
1,0,12,3.0,1.0,0.0,0.0,1.0,0.0,0.0014327087,0.00014569201,0.9998543,1.1888635
1,0,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0037884964,0.00043327242,0.99956673,1.2488366
1,0,14,1.0,1.0,0.5,0.0,1.0,0.0,0.69309103,0.5052984,0.49470165,1.5440917
1,0,15,2.0,0.0,0.0,0.0,0.0,0.0,0.41493368,0.85443765,0.14556238,1.6312579
1,0,16,1.0,1.0,0.5,0.0,1.0,0.0,0.0034512938,0.00039001822,0.99961,1.1155566
1,0,17,2.0,1.0,0.0,0.0,0.0,0.25,0.0010582684,0.00010404989,0.99989593,1.295394
1,0,18,0.0,0.0,0.0,0.5,0.0,0.0,0.0023902426,0.999742,0.00025807013,1.2792841
1,0,19,0.0,1.0,0.5,0.5,1.0,0.0,0.63147557,0.32622862,0.6737713,1.4901878
1,0,20,0.0,1.0,0.5,0.0,1.0,0.0,0.0011085611,0.00010955161,0.99989045,1.3129388
1,0,21,2.0,1.0,0.0,0.5,0.0,0.25,0.0012753627,0.00012800185,0.99987197,1.1381718
1,0,22,0.0,1.0,0.0,0.0,1.0,0.0,0.0007827685,7.451934e-05,0.9999255,1.2248684
1,0,23,2.0,0.0,0.0,0.0,0.0,0.0,0.009576745,0.99875426,0.0012457828,1.2716317
1,0,24,1.0,1.0,0.0,0.5,1.0,0.0,0.0026465473,0.00028930535,0.9997106,1.2400237
1,0,25,2.0,1.0,0.0,0.5,0.0,0.25,0.0007591536,7.204182e-05,0.999928,1.2062069
1,0,26,2.0,1.0,0.0,0.5,0.0,0.25,0.0016748379,0.00017337842,0.9998266,1.0255935
1,0,27,0.0,1.0,0.5,0.0,1.0,0.0,0.0016644837,0.00017218282,0.99982774,1.2243401
1,0,28,3.0,1.0,0.5,0.0,1.0,0.0,0.0059079994,0.00071698084,0.999283,0.9396981
1,0,29,1.0,1.0,0.5,0.5,1.0,0.0,0.0050931233,0.00060568395,0.9993943,1.2098122
1,0,30,1.0,1.0,0.5,0.5,1.0,0.0,0.0012911692,0.0001297712,0.9998702,1.2051293
1,0,31,2.0,1.0,0.0,0.5,0.0,0.25,0.0011052156,0.000109183675,0.9998908,1.1406673
1,0,32,3.0,1.0,0.5,0.5,1.0,0.0,0.00063092314,5.8733855e-05,0.99994123,1.2878273
1,0,33,0.0,1.0,0.5,0.5,1.0,0.0,0.00396201,0.0004557551,0.9995442,1.262019
1,0,34,2.0,1.0,0.5,0.5,0.0,0.25,0.0020918227,0.00022226074,0.99977773,1.0512127
1,0,35,1.0,1.0,0.5,0.5,1.0,0.0,0.0009844021,9.603297e-05,0.9999039,1.397028
1,0,36,0.0,1.0,0.0,0.0,1.0,0.0,0.00236795,0.00025537162,0.9997446,1.4893302
1,0,37,1.0,1.0,0.5,0.0,1.0,0.0,0.0018572658,0.0001945872,0.9998054,1.4139681
1,0,38,0.0,1.0,0.0,0.0,1.0,0.0,0.0016736755,0.00017324224,0.9998267,1.3819597
1,0,39,1.0,1.0,0.0,0.0,1.0,0.0,0.0009198711,8.908815e-05,0.99991095,1.3807291
1,0,40,2.0,1.0,0.0,0.5,0.0,0.25,0.0011130542,0.000110046436,0.99988997,1.1043534
1,0,41,3.0,1.0,0.5,0.5,1.0,0.0,0.00093912135,9.1152535e-05,0.9999088,1.2843322
1,0,42,1.0,1.0,0.5,0.5,1.0,0.0,0.0015200892,0.00015561779,0.9998443,1.3662641
1,0,43,2.0,1.0,0.0,0.0,0.0,0.25,0.15121803,0.03485042,0.9651496,1.4252232
1,0,44,2.0,1.0,0.0,0.5,0.0,0.25,0.0012227288,0.00012215035,0.9998778,1.1092495
1,0,45,1.0,1.0,0.0,0.0,1.0,0.0,0.0010906016,0.00010758403,0.99989235,1.3447586
1,0,46,1.0,1.0,0.0,0.5,1.0,0.0,0.0021547542,0.00022975542,0.9997702,1.3799179
1,0,47,2.0,1.0,0.0,0.5,0.0,0.25,0.001682847,0.00017429986,0.9998258,1.1044434
1,0,48,3.0,1.0,0.0,0.5,1.0,0.0,0.0010826255,0.00010671413,0.9998933,1.1726533
1,0,49,0.0,1.0,0.0,0.5,1.0,0.0,0.0016636018,0.00017208337,0.99982786,1.128552
1,0,50,3.0,1.0,0.5,0.5,1.0,0.0,0.0019939279,0.00021065398,0.9997894,1.0875472
1,0,51,0.0,1.0,0.0,0.0,1.0,0.0,0.002288269,0.00024576,0.99975425,1.1533195
1,0,52,1.0,1.0,0.0,0.0,1.0,0.0,0.007012905,0.00087176345,0.9991283,1.2499518
1,0,53,2.0,1.0,0.0,0.5,0.0,0.25,0.0039857794,0.0004588449,0.99954116,0.8952667
1,0,54,1.0,1.0,0.5,0.0,1.0,0.0,0.0025703649,0.00027997757,0.99972004,1.1070648
1,0,55,3.0,1.0,0.5,0.5,1.0,0.0,0.0018565087,0.00019450263,0.9998055,1.2343041
1,0,56,1.0,1.0,0.5,0.0,1.0,0.0,0.0021701616,0.00023160229,0.99976844,1.1621675
1,0,57,2.0,1.0,0.5,0.5,0.0,0.25,0.0014471707,0.00014732622,0.99985266,0.93982357
1,0,58,1.0,1.0,0.5,0.0,1.0,0.0,0.0022500749,0.00024116128,0.9997589,1.2875983
1,0,59,3.0,1.0,0.5,0.0,1.0,0.0,0.0032735153,0.00036744797,0.9996325,1.21142
1,0,60,1.0,1.0,0.0,0.0,1.0,0.0,0.0037225247,0.00042476613,0.9995752,1.3223227
1,0,61,3.0,1.0,0.5,0.5,1.0,0.0,0.0008733944,8.411707e-05,0.99991584,1.2983365
1,0,62,3.0,1.0,0.5,0.5,1.0,0.0,0.00092233985,8.9348905e-05,0.9999106,1.3176464
1,0,63,3.0,1.0,0.0,0.0,1.0,0.0,0.0013226604,0.00013329615,0.9998667,1.3334848
1,0,64,2.0,1.0,0.5,0.5,0.0,0.25,0.0019933095,0.00021058708,0.9997894,1.0666978
1,0,65,3.0,1.0,0.5,0.0,1.0,0.0,0.0012104227,0.000120786164,0.99987924,1.3085806
1,0,66,0.0,1.0,0.0,0.0,1.0,0.0,0.0021770988,0.00023243051,0.9997676,1.2211719
1,0,67,1.0,1.0,0.5,0.0,1.0,0.0,0.009005594,0.0011608055,0.9988392,1.2997335
1,0,68,3.0,1.0,0.5,0.5,1.0,0.0,0.0015101922,0.00015449002,0.9998455,1.383572
1,0,69,1.0,1.0,0.5,0.5,1.0,0.0,0.0024047454,0.0002598218,0.9997402,1.3480326
1,0,70,3.0,1.0,0.0,0.0,1.0,0.0,0.0013234806,0.00013338464,0.9998666,1.3747377
1,0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.024358045,0.99630946,0.0036905364,1.3081112
1,0,72,2.0,1.0,0.0,0.0,0.0,0.25,0.0008882586,8.5699954e-05,0.9999143,1.2201847
1,0,73,0.0,1.0,0.0,0.5,1.0,0.0,0.0036390587,0.00041403202,0.9995859,1.1241786
1,0,74,2.0,1.0,0.0,0.0,0.0,0.25,0.0009570528,9.307774e-05,0.9999069,1.1586127
1,0,75,2.0,1.0,0.0,0.0,0.0,0.25,0.012548396,0.0017013606,0.9982987,1.2534286
1,0,76,1.0,1.0,0.5,0.5,1.0,0.0,0.0021564884,0.00022996624,0.99977,1.2668298
1,0,77,1.0,1.0,0.5,0.0,1.0,0.0,0.002275563,0.00024423466,0.9997558,1.3270001
1,0,78,3.0,1.0,0.5,0.5,1.0,0.0,0.0040460215,0.0004666879,0.9995333,1.2565346
1,0,79,3.0,1.0,0.0,0.5,1.0,0.0,0.0020994856,0.00022317428,0.9997768,1.2408197
1,0,80,1.0,1.0,0.5,0.0,1.0,0.0,0.004256539,0.0004942434,0.99950576,1.2498912
1,0,81,0.0,1.0,0.5,0.0,1.0,0.0,0.0015379647,0.0001576598,0.9998423,1.1052581
1,0,82,3.0,1.0,0.5,0.5,1.0,0.0,0.0018870838,0.0001980854,0.99980193,1.2677028
1,0,83,0.0,1.0,0.0,0.0,1.0,0.0,0.0050995513,0.00060655683,0.99939346,1.0735476
1,0,84,2.0,1.0,0.5,0.5,0.0,0.25,0.0018470192,0.00019338752,0.9998066,1.0950058
1,0,85,0.0,1.0,0.0,0.0,1.0,0.0,0.052699212,0.009287066,0.99071294,1.1940128
1,0,86,0.0,1.0,0.5,0.0,1.0,0.0,0.005169064,0.00061594753,0.99938405,1.0339384
1,0,87,0.0,1.0,0.0,0.5,1.0,0.0,0.001766593,0.00018401376,0.999816,1.0388693
1,0,88,3.0,1.0,0.5,0.5,1.0,0.0,0.0017155503,0.0001780948,0.99982196,1.1550229
1,0,89,0.0,1.0,0.5,0.0,1.0,0.0,0.511523,0.2081708,0.79182917,1.1919483
1,0,90,2.0,1.0,0.5,0.5,0.0,0.25,0.57303435,0.2599784,0.7400216,1.1564562
1,0,91,1.0,1.0,0.0,0.0,1.0,0.0,0.0049521904,0.00058670633,0.99941325,1.0362911
1,0,92,1.0,1.0,0.5,0.0,1.0,0.0,0.0017003505,0.00017632332,0.99982375,0.9337483
1,0,93,3.0,1.0,0.5,0.0,1.0,0.0,0.0016715046,0.00017299003,0.9998271,0.8188916
1,0,94,0.0,1.0,0.0,0.0,1.0,0.0,0.0022725358,0.00024386983,0.99975616,0.41714674
1,0,95,3.0,1.0,0.0,0.5,1.0,0.0,0.010127911,0.0013286093,0.9986714,0.24163912
2,0,0,1.0,1.0,0.5,0.0,1.0,0.0,0.020935742,0.0030885495,0.99691147,1.3344309
2,0,1,2.0,1.0,0.0,0.0,0.0,0.25,0.0057392027,0.00069372513,0.9993063,1.3705603
2,0,2,1.0,1.0,0.5,0.0,1.0,0.0,0.010372602,0.0013656386,0.9986344,1.5064242
2,0,3,2.0,0.0,0.0,0.5,0.0,0.0,0.010604612,0.9985991,0.0014008811,1.4981887
2,0,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0040160716,0.0004627895,0.9995372,1.4091951
2,0,5,3.0,1.0,0.5,0.0,1.0,0.0,0.022984128,0.0034466018,0.9965534,1.416395
2,0,6,2.0,1.0,0.0,0.0,0.0,0.25,0.5007235,0.20023169,0.79976827,1.6174934
2,0,7,2.0,1.0,0.5,0.5,0.0,0.25,0.009377276,0.001216,0.998784,1.3032916
2,0,8,3.0,1.0,0.0,0.5,1.0,0.0,0.0035411615,0.00040149313,0.99959856,1.5280622
2,0,9,1.0,1.0,0.5,0.0,1.0,0.0,0.0017993539,0.00018782749,0.9998122,1.4538407
2,0,10,3.0,1.0,0.0,0.5,1.0,0.0,0.016706971,0.0023722304,0.9976278,1.4350691
2,0,11,1.0,1.0,0.5,0.0,1.0,0.0,0.002284932,0.0002453606,0.9997546,1.3925129
2,0,12,2.0,1.0,0.0,0.5,0.0,0.25,0.0016886283,0.00017497742,0.99982506,1.3563418
2,0,13,0.0,0.0,0.5,0.5,0.0,0.0,0.015785964,0.9977794,0.0022206088,1.3908173
2,0,14,0.0,0.0,0.0,0.5,0.0,0.0,0.0020339624,0.99978465,0.00021540119,1.500808
2,0,15,3.0,0.0,0.5,0.0,0.0,0.0,0.50405854,0.79734683,0.20265314,1.7039404
2,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0017688194,0.99981576,0.00018427537,1.3901373
2,0,17,3.0,0.0,0.0,0.5,0.0,0.0,0.0049660006,0.99941146,0.0005885642,1.4438522
2,0,18,3.0,0.0,0.5,0.0,0.0,0.0,0.019488882,0.9971602,0.0028398714,1.5441073
2,0,19,1.0,1.0,0.0,0.0,1.0,0.0,0.0014142555,0.00014360464,0.99985635,1.4958742
2,0,20,2.0,1.0,0.0,0.0,0.0,0.25,0.0007416718,7.0206515e-05,0.9999298,1.2237929
2,0,21,1.0,1.0,0.0,0.0,1.0,0.0,0.0055478513,0.0006674811,0.9993325,1.3726254
2,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0025870001,0.999718,0.00028201312,1.1513833
2,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0012227838,0.9998778,0.00012215723,1.1031785
2,0,24,0.0,0.0,0.5,0.0,0.0,0.0,0.0019104515,0.9997992,0.0002008283,1.1721482
2,0,25,0.0,0.0,0.5,0.0,0.0,0.0,0.0010735763,0.99989426,0.000105720814,1.2839122
2,0,26,0.0,0.0,0.5,0.0,0.0,0.0,0.00079421,0.9999243,7.572568e-05,1.3299171
2,0,27,3.0,0.0,0.5,0.5,0.0,0.0,0.0070030726,0.9991296,0.00087036367,1.2371109
2,0,28,2.0,0.0,0.0,0.0,0.0,0.0,0.021163497,0.996872,0.00312802,1.3684078
2,0,29,2.0,1.0,0.0,0.5,0.0,0.25,0.0027230568,0.000298713,0.9997012,1.2656506
2,0,30,1.0,1.0,0.0,0.0,1.0,0.0,0.0024868064,0.00026978634,0.99973017,1.2809842
2,0,31,3.0,0.0,0.5,0.5,0.0,0.0,0.003928272,0.9995486,0.00045136764,1.3070467
2,0,32,1.0,1.0,0.0,0.5,1.0,0.0,0.00496322,0.0005881879,0.9994118,1.2597414
2,0,33,3.0,0.0,0.0,0.0,0.0,0.0,0.0039314446,0.99954814,0.0004517787,1.3659304
2,0,34,1.0,1.0,0.5,0.0,1.0,0.0,0.00838441,0.0010694268,0.9989305,1.2760456
2,0,35,3.0,0.0,0.5,0.5,0.0,0.0,0.0059065246,0.99928325,0.0007167827,1.237974
2,0,36,0.0,0.0,0.5,0.0,0.0,0.0,0.0014242023,0.9998553,0.00014472831,1.4188231
2,0,37,1.0,1.0,0.5,0.5,1.0,0.0,0.0044062803,0.00051396526,0.99948597,1.3361838
2,0,38,1.0,1.0,0.5,0.0,1.0,0.0,0.0069044423,0.0008563754,0.9991436,1.3610541
2,0,39,3.0,0.0,0.5,0.5,0.0,0.0,0.0025091427,0.9997274,0.00027250304,1.4837514
2,0,40,1.0,1.0,0.5,0.5,1.0,0.0,0.0015356898,0.00015739721,0.9998425,1.4366168
2,0,41,2.0,1.0,0.0,0.0,0.0,0.25,0.001490472,0.00015224716,0.99984777,1.2276645
2,0,42,2.0,1.0,0.5,0.5,0.0,0.25,0.07973729,0.015444827,0.9845552,1.4513927
2,0,43,1.0,1.0,0.5,0.0,1.0,0.0,0.0024090973,0.00026034773,0.9997396,1.49227
2,0,44,0.0,0.0,0.5,0.5,0.0,0.0,0.0012463635,0.9998752,0.00012477704,1.4582937
2,0,45,0.0,0.0,0.5,0.0,0.0,0.0,0.0027677033,0.9996958,0.00030422382,1.4661674
2,0,46,2.0,1.0,0.0,0.5,0.0,0.25,0.0011161302,0.00011038148,0.9998896,1.3464003
2,0,47,1.0,1.0,0.5,0.5,1.0,0.0,0.0014011627,0.00014212728,0.9998579,1.4943527
2,0,48,3.0,0.0,0.0,0.0,0.0,0.0,0.002605456,0.99971575,0.0002842715,1.5952733
2,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.003139523,0.9996494,0.00035056024,1.4787169
2,0,50,3.0,0.0,0.0,0.0,0.0,0.0,0.0049030147,0.9994199,0.00058010395,1.3991549
2,0,51,3.0,0.0,0.5,0.5,0.0,0.0,0.007725153,0.9990263,0.000973682,1.4980363
2,0,52,3.0,0.0,0.5,0.0,0.0,0.0,0.0018662321,0.99980444,0.00019563385,1.4685644
2,0,53,1.0,1.0,0.0,0.0,1.0,0.0,0.0024297647,0.0002628536,0.9997371,1.5197159
2,0,54,3.0,0.0,0.5,0.0,0.0,0.0,0.002119224,0.9997745,0.00022552686,1.4253923
2,0,55,1.0,1.0,0.5,0.0,1.0,0.0,0.0025339457,0.0002755249,0.99972445,1.5037125
2,0,56,2.0,1.0,0.0,0.5,0.0,0.25,0.00093045586,9.021714e-05,0.99990976,1.3664371
