plot_idx,block_idx,block_reward_type,block_forced_type,rewards,forgone_rewards,regrets,perc_opt_actions
0,11.0,3.0,1.0,0.51354164,0.055208333,,0.3080208,0.51197916
0,12.0,0.0,0.0,0.47864583,0.058333334,,0.28933334,0.53125
0,12.0,1.0,1.0,0.5125,0.094791666,,0.29189584,0.5390625
0,12.0,2.0,0.0,0.4953125,0.08958333,,0.2894271,0.5442708
0,12.0,3.0,1.0,0.51354164,0.034375,,0.30471876,0.5286458
0,13.0,0.0,0.0,0.47864583,0.054166667,,0.28442708,0.553125
0,13.0,1.0,1.0,0.5125,0.047916666,,0.28090623,0.5484375
0,13.0,2.0,0.0,0.4953125,0.059375,,0.27633333,0.5463542
0,13.0,3.0,1.0,0.51354164,0.072916664,,0.28642708,0.546875
0,14.0,0.0,0.0,0.47864583,0.039583333,,0.28480208,0.5390625
0,14.0,1.0,1.0,0.5125,0.07604167,,0.2837083,0.53489584
0,14.0,2.0,0.0,0.4953125,0.057291668,,0.28919792,0.5515625
0,14.0,3.0,1.0,0.51354164,0.067708336,,0.30717707,0.528125
0,15.0,0.0,0.0,0.47864583,0.03125,,0.28980207,0.5395833
0,15.0,1.0,1.0,0.5125,0.057291668,,0.29402083,0.5416667
0,15.0,2.0,0.0,0.4953125,0.090625,,0.27940625,0.55364585
0,15.0,3.0,1.0,0.51354164,0.044791665,,0.29830208,0.53229165
0,16.0,0.0,0.0,0.47864583,0.047916666,,0.28122917,0.5442708
0,16.0,1.0,1.0,0.5125,0.051041666,,0.2805417,0.55885416
0,16.0,2.0,0.0,0.4953125,0.0375,,0.29015625,0.54583335
0,16.0,3.0,1.0,0.51354164,0.075,,0.29045832,0.5421875
0,17.0,0.0,0.0,0.47864583,0.033333335,,0.29821876,0.53541666
0,17.0,1.0,1.0,0.5125,0.011458334,,0.30377084,0.5328125
0,17.0,2.0,0.0,0.4953125,0.035416666,,0.29209375,0.5453125
0,17.0,3.0,1.0,0.51354164,0.096875,,0.29260415,0.54114586
0,18.0,0.0,0.0,0.47864583,0.033333335,,0.281875,0.54895836
0,18.0,1.0,1.0,0.5125,0.045833334,,0.30589584,0.52447915
0,18.0,2.0,0.0,0.4953125,0.051041666,,0.28023958,0.5572917
0,18.0,3.0,1.0,0.51354164,0.065625,,0.28154168,0.5520833
0,19.0,0.0,0.0,0.47864583,0.046875,,0.27368748,0.55572915
0,19.0,1.0,1.0,0.5125,0.036458332,,0.29625,0.5364583
0,19.0,2.0,0.0,0.4953125,0.07083333,,0.28459373,0.54479164
0,19.0,3.0,1.0,0.51354164,0.08125,,0.29227084,0.55052084
0,20.0,0.0,0.0,0.47864583,0.033333335,,0.29911458,0.534375
0,20.0,1.0,1.0,0.5125,0.042708334,,0.29088542,0.5421875
0,20.0,2.0,0.0,0.4953125,0.03125,,0.29916668,0.5421875
0,20.0,3.0,1.0,0.51354164,0.034375,,0.31077084,0.5317708
0,21.0,0.0,0.0,0.47864583,0.033333335,,0.2802604,0.5625
0,21.0,1.0,1.0,0.5125,0.045833334,,0.29148957,0.540625
0,21.0,2.0,0.0,0.4953125,0.06875,,0.29543748,0.534375
0,21.0,3.0,1.0,0.51354164,0.022916667,,0.31003127,0.53229165
0,22.0,0.0,0.0,0.47864583,0.07083333,,0.26136458,0.56927085
0,22.0,1.0,1.0,0.5125,0.06875,,0.27711457,0.5552083
0,22.0,2.0,0.0,0.4953125,0.06666667,,0.29654166,0.53697914
0,22.0,3.0,1.0,0.51354164,0.048958335,,0.30475,0.54791665
0,23.0,0.0,0.0,0.47864583,0.032291666,,0.30335417,0.5307292
0,23.0,1.0,1.0,0.5125,0.021875,,0.30079168,0.53229165
0,23.0,2.0,0.0,0.4953125,0.045833334,,0.29634374,0.5307292
0,23.0,3.0,1.0,0.51354164,0.017708333,,0.2981979,0.534375
0,24.0,0.0,0.0,0.47864583,0.059375,,0.27078125,0.5515625
0,24.0,1.0,1.0,0.5125,0.077083334,,0.28980207,0.54375
0,24.0,2.0,0.0,0.4953125,0.08541667,,0.28801042,0.5494792
0,24.0,3.0,1.0,0.51354164,0.015625,,0.299375,0.5395833
0,25.0,0.0,0.0,0.47864583,0.04375,,0.26236457,0.571875
0,25.0,1.0,1.0,0.5125,0.0375,,0.28254166,0.5453125
0,25.0,2.0,0.0,0.4953125,0.090625,,0.2821875,0.5453125
0,25.0,3.0,1.0,0.51354164,0.0125,,0.29435417,0.540625
0,26.0,0.0,0.0,0.47864583,0.021875,,0.27778128,0.559375
0,26.0,1.0,1.0,0.5125,0.045833334,,0.29041666,0.5421875
0,26.0,2.0,0.0,0.4953125,0.05625,,0.28461456,0.55052084
0,26.0,3.0,1.0,0.51354164,0.040625,,0.30670834,0.5296875
0,27.0,0.0,0.0,0.47864583,0.053125,,0.2803229,0.54114586
0,27.0,1.0,1.0,0.5125,0.053125,,0.2877083,0.5442708
0,27.0,2.0,0.0,0.4953125,0.067708336,,0.2974271,0.5421875
0,27.0,3.0,1.0,0.51354164,0.055208333,,0.30623958,0.5265625
0,28.0,0.0,0.0,0.47864583,0.04375,,0.28554165,0.5364583
0,28.0,1.0,1.0,0.5125,0.067708336,,0.28790626,0.54322916
0,28.0,2.0,0.0,0.4953125,0.079166666,,0.28683332,0.5385417
0,28.0,3.0,1.0,0.51354164,0.06458333,,0.30109373,0.5317708
0,29.0,0.0,0.0,0.47864583,0.058333334,,0.27016667,0.5572917
0,29.0,1.0,1.0,0.5125,0.079166666,,0.2966875,0.5338542
0,29.0,2.0,0.0,0.4953125,0.0625,,0.2871146,0.5494792
0,29.0,3.0,1.0,0.51354164,0.07395833,,0.2770729,0.55052084
0,30.0,0.0,0.0,0.47864583,0.078125,,0.27355206,0.56614584
0,30.0,1.0,1.0,0.5125,0.052083332,,0.29772916,0.5296875
0,30.0,2.0,0.0,0.4953125,0.079166666,,0.3045625,0.5234375
0,30.0,3.0,1.0,0.51354164,0.032291666,,0.30493748,0.54114586
0,31.0,0.0,0.0,0.47864583,0.027083334,,0.27175,0.5416667
0,31.0,1.0,1.0,0.5125,0.033333335,,0.30214584,0.54010415
0,31.0,2.0,0.0,0.4953125,0.046875,,0.28188542,0.55052084
0,31.0,3.0,1.0,0.51354164,0.052083332,,0.2778854,0.5619792
0,32.0,0.0,0.0,0.47864583,0.032291666,,0.28402084,0.54583335
0,32.0,1.0,1.0,0.5125,0.030208332,,0.30634373,0.52760416
0,32.0,2.0,0.0,0.4953125,0.078125,,0.2811875,0.53697914
0,32.0,3.0,1.0,0.51354164,0.08958333,,0.30189583,0.5395833
0,33.0,0.0,0.0,0.47864583,0.026041666,,0.28260416,0.5385417
0,33.0,1.0,1.0,0.5125,0.033333335,,0.2911146,0.540625
0,33.0,2.0,0.0,0.4953125,0.05,,0.2978021,0.5328125
0,33.0,3.0,1.0,0.51354164,0.036458332,,0.2966979,0.5328125
0,34.0,0.0,0.0,0.47864583,0.047916666,,0.2565104,0.5640625
0,34.0,1.0,1.0,0.5125,0.040625,,0.30060416,0.54375
0,34.0,2.0,0.0,0.4953125,0.05625,,0.29313543,0.53333336
0,34.0,3.0,1.0,0.51354164,0.038541667,,0.30196872,0.5239583
0,35.0,0.0,0.0,0.47864583,0.040625,,0.29716668,0.53541666
0,35.0,1.0,1.0,0.5125,0.071875,,0.28492707,0.5494792
0,35.0,2.0,0.0,0.4953125,0.054166667,,0.29422915,0.528125
0,35.0,3.0,1.0,0.51354164,0.029166667,,0.30283335,0.5338542
0,36.0,0.0,0.0,0.47864583,0.003125,,0.29505208,0.52239585
0,36.0,1.0,1.0,0.5125,0.061458334,,0.28023958,0.5609375
0,36.0,2.0,0.0,0.4953125,0.016666668,,0.29254165,0.5359375
0,36.0,3.0,1.0,0.51354164,-0.0010416667,,0.3093125,0.53125
0,37.0,0.0,0.0,0.47864583,0.030208332,,0.2860625,0.546875
0,37.0,1.0,1.0,0.5125,0.072916664,,0.2816771,0.5463542
0,37.0,2.0,0.0,0.4953125,0.058333334,,0.28334376,0.5484375
0,37.0,3.0,1.0,0.51354164,0.06979167,,0.287875,0.54010415
0,38.0,0.0,0.0,0.47864583,0.032291666,,0.27425,0.5625
0,38.0,1.0,1.0,0.5125,0.034375,,0.30506247,0.53020835
0,38.0,2.0,0.0,0.4953125,0.057291668,,0.29153123,0.53697914
0,38.0,3.0,1.0,0.51354164,0.040625,,0.3044271,0.5317708
0,39.0,0.0,0.0,0.47864583,0.020833334,,0.2748229,0.55572915
0,39.0,1.0,1.0,0.5125,0.063541666,,0.3041771,0.53020835
0,39.0,2.0,0.0,0.4953125,0.041666668,,0.29008335,0.5338542
0,39.0,3.0,1.0,0.51354164,0.05625,,0.31070834,0.53125
1000,0.0,0.0,0.0,0.5005208,-0.008333334,,0.33108333,0.5026042
1000,0.0,1.0,1.0,0.49322918,0.055208333,,0.29316667,0.553125
1000,0.0,2.0,0.0,0.5015625,-0.0125,,0.3363646,0.50572914
1000,0.0,3.0,1.0,0.5046875,0.051041666,,0.2912396,0.54479164
1000,1.0,0.0,0.0,0.5005208,0.048958335,,0.29921874,0.54322916
1000,1.0,1.0,1.0,0.49322918,0.08541667,,0.23610418,0.60052085
1000,1.0,2.0,0.0,0.5015625,0.059375,,0.28129166,0.5625
1000,1.0,3.0,1.0,0.5046875,0.072916664,,0.24875,0.58697915
1000,2.0,0.0,0.0,0.5005208,0.08125,,0.2551979,0.5885417
1000,2.0,1.0,1.0,0.49322918,0.18125,,0.20795833,0.63645834
1000,2.0,2.0,0.0,0.5015625,0.079166666,,0.26729167,0.58802086
1000,2.0,3.0,1.0,0.5046875,0.13229166,,0.2078229,0.6302083
1000,3.0,0.0,0.0,0.5005208,0.11145833,,0.24429168,0.5984375
1000,3.0,1.0,1.0,0.49322918,0.159375,,0.19603126,0.6453125
1000,3.0,2.0,0.0,0.5015625,0.115625,,0.24148959,0.6067708
1000,3.0,3.0,1.0,0.5046875,0.14375,,0.19032292,0.6588542
1000,4.0,0.0,0.0,0.5005208,0.123958334,,0.216625,0.6177083
1000,4.0,1.0,1.0,0.49322918,0.175,,0.17673959,0.66302085
1000,4.0,2.0,0.0,0.5015625,0.13645834,,0.2039375,0.6479167
1000,4.0,3.0,1.0,0.5046875,0.13958333,,0.17480208,0.67760414
1000,5.0,0.0,0.0,0.5005208,0.108333334,,0.19946875,0.63489586
1000,5.0,1.0,1.0,0.49322918,0.18333334,,0.16461459,0.68177086
1000,5.0,2.0,0.0,0.5015625,0.1125,,0.20211458,0.6458333
1000,5.0,3.0,1.0,0.5046875,0.18645833,,0.16701041,0.67395836
1000,6.0,0.0,0.0,0.5005208,0.11354167,,0.20170833,0.6421875
1000,6.0,1.0,1.0,0.49322918,0.13854167,,0.1844375,0.6625
1000,6.0,2.0,0.0,0.5015625,0.16354166,,0.1875625,0.6609375
1000,6.0,3.0,1.0,0.5046875,0.19166666,,0.16008332,0.678125
1000,7.0,0.0,0.0,0.5005208,0.13229166,,0.19211459,0.6484375
1000,7.0,1.0,1.0,0.49322918,0.17395833,,0.15446874,0.68385416
1000,7.0,2.0,0.0,0.5015625,0.14895834,,0.18651041,0.6640625
1000,7.0,3.0,1.0,0.5046875,0.178125,,0.13901041,0.7036458
1000,8.0,0.0,0.0,0.5005208,0.153125,,0.18486458,0.6479167
1000,8.0,1.0,1.0,0.49322918,0.153125,,0.15718749,0.6953125
1000,8.0,2.0,0.0,0.5015625,0.159375,,0.1761354,0.68072915
1000,8.0,3.0,1.0,0.5046875,0.16145833,,0.15464583,0.69895834
1000,9.0,0.0,0.0,0.5005208,0.15520833,,0.17716667,0.65416664
1000,9.0,1.0,1.0,0.49322918,0.18541667,,0.15494792,0.68958336
1000,9.0,2.0,0.0,0.5015625,0.13229166,,0.1786875,0.6713542
1000,9.0,3.0,1.0,0.5046875,0.18229167,,0.15475,0.69166666
1000,10.0,0.0,0.0,0.5005208,0.175,,0.16871876,0.6723958
1000,10.0,1.0,1.0,0.49322918,0.17395833,,0.15201041,0.690625
1000,10.0,2.0,0.0,0.5015625,0.18020834,,0.16552083,0.69375
1000,10.0,3.0,1.0,0.5046875,0.15520833,,0.15175,0.7
1000,11.0,0.0,0.0,0.5005208,0.13125,,0.16971874,0.6713542
1000,11.0,1.0,1.0,0.49322918,0.19791667,,0.14961459,0.69322914
1000,11.0,2.0,0.0,0.5015625,0.153125,,0.16101041,0.69166666
1000,11.0,3.0,1.0,0.5046875,0.18958333,,0.14926042,0.6958333
1000,12.0,0.0,0.0,0.5005208,0.15104167,,0.17552084,0.67395836
1000,12.0,1.0,1.0,0.49322918,0.16666667,,0.13701041,0.71770835
1000,12.0,2.0,0.0,0.5015625,0.14375,,0.16276042,0.68958336
1000,12.0,3.0,1.0,0.5046875,0.21875,,0.1340104,0.70729166
1000,13.0,0.0,0.0,0.5005208,0.15520833,,0.15691666,0.678125
1000,13.0,1.0,1.0,0.49322918,0.196875,,0.14548959,0.6984375
1000,13.0,2.0,0.0,0.5015625,0.12708333,,0.16784376,0.6822917
1000,13.0,3.0,1.0,0.5046875,0.21458334,,0.12878124,0.7171875
1000,14.0,0.0,0.0,0.5005208,0.178125,,0.16316667,0.6880208
1000,14.0,1.0,1.0,0.49322918,0.1875,,0.14494792,0.7036458
1000,14.0,2.0,0.0,0.5015625,0.18020834,,0.1754375,0.665625
1000,14.0,3.0,1.0,0.5046875,0.234375,,0.13733333,0.7109375
1000,15.0,0.0,0.0,0.5005208,0.18229167,,0.16283332,0.68385416
1000,15.0,1.0,1.0,0.49322918,0.175,,0.1491979,0.6947917
1000,15.0,2.0,0.0,0.5015625,0.16666667,,0.17366667,0.68177086
1000,15.0,3.0,1.0,0.5046875,0.17916666,,0.14525001,0.696875
1000,16.0,0.0,0.0,0.5005208,0.171875,,0.15596874,0.69739586
1000,16.0,1.0,1.0,0.49322918,0.17604166,,0.14482291,0.6953125
1000,16.0,2.0,0.0,0.5015625,0.18541667,,0.15805207,0.68854165
1000,16.0,3.0,1.0,0.5046875,0.18333334,,0.13393751,0.7114583
1000,17.0,0.0,0.0,0.5005208,0.17916666,,0.162625,0.68072915
1000,17.0,1.0,1.0,0.49322918,0.22395833,,0.12792708,0.728125
1000,17.0,2.0,0.0,0.5015625,0.1625,,0.15892707,0.6953125
1000,17.0,3.0,1.0,0.5046875,0.159375,,0.15108332,0.69947916
1000,18.0,0.0,0.0,0.5005208,0.16979167,,0.15799999,0.6859375
1000,18.0,1.0,1.0,0.49322918,0.16979167,,0.14323957,0.70989585
1000,18.0,2.0,0.0,0.5015625,0.21770833,,0.158125,0.6927083
1000,18.0,3.0,1.0,0.5046875,0.16666667,,0.15306251,0.69114584
1000,19.0,0.0,0.0,0.5005208,0.171875,,0.16738541,0.68177086
1000,19.0,1.0,1.0,0.49322918,0.16666667,,0.14136459,0.709375
1000,19.0,2.0,0.0,0.5015625,0.14583333,,0.15352084,0.69947916
1000,19.0,3.0,1.0,0.5046875,0.18125,,0.14913541,0.703125
1000,20.0,0.0,0.0,0.5005208,0.2,,0.16422917,0.690625
1000,20.0,1.0,1.0,0.49322918,0.2,,0.13857292,0.7005208
1000,20.0,2.0,0.0,0.5015625,0.153125,,0.162125,0.6947917
1000,20.0,3.0,1.0,0.5046875,0.19583334,,0.14758332,0.7036458
1000,21.0,0.0,0.0,0.5005208,0.19479166,,0.15579167,0.6953125
1000,21.0,1.0,1.0,0.49322918,0.18229167,,0.13553125,0.7203125
1000,21.0,2.0,0.0,0.5015625,0.178125,,0.15797918,0.70208335
1000,21.0,3.0,1.0,0.5046875,0.18958333,,0.14467709,0.70989585
1000,22.0,0.0,0.0,0.5005208,0.16458334,,0.15956251,0.6869792
1000,22.0,1.0,1.0,0.49322918,0.17395833,,0.14562501,0.7104167
1000,22.0,2.0,0.0,0.5015625,0.2,,0.15392709,0.70416665
1000,22.0,3.0,1.0,0.5046875,0.21979167,,0.13722917,0.715625
1000,23.0,0.0,0.0,0.5005208,0.196875,,0.15986459,0.6958333
1000,23.0,1.0,1.0,0.49322918,0.18541667,,0.14278124,0.696875
1000,23.0,2.0,0.0,0.5015625,0.16354166,,0.15275,0.70989585
1000,23.0,3.0,1.0,0.5046875,0.18229167,,0.14436458,0.71458334
1000,24.0,0.0,0.0,0.5005208,0.16979167,,0.16348958,0.68541664
1000,24.0,1.0,1.0,0.49322918,0.21770833,,0.13466667,0.71666664
1000,24.0,2.0,0.0,0.5015625,0.18854167,,0.1576875,0.69947916
1000,24.0,3.0,1.0,0.5046875,0.18645833,,0.13345833,0.71979165
1000,25.0,0.0,0.0,0.5005208,0.19270833,,0.16314583,0.68333334
1000,25.0,1.0,1.0,0.49322918,0.171875,,0.13553125,0.7015625
1000,25.0,2.0,0.0,0.5015625,0.16354166,,0.15154167,0.7015625
1000,25.0,3.0,1.0,0.5046875,0.19375,,0.13413543,0.7135417
1000,26.0,0.0,0.0,0.5005208,0.14270833,,0.14816667,0.69895834
1000,26.0,1.0,1.0,0.49322918,0.20416667,,0.12978126,0.7265625
1000,26.0,2.0,0.0,0.5015625,0.18541667,,0.15136458,0.69635415
1000,26.0,3.0,1.0,0.5046875,0.22291666,,0.13088542,0.728125
1000,27.0,0.0,0.0,0.5005208,0.165625,,0.15260416,0.6859375
1000,27.0,1.0,1.0,0.49322918,0.19166666,,0.13908334,0.7083333
1000,27.0,2.0,0.0,0.5015625,0.16041666,,0.161875,0.7015625
1000,27.0,3.0,1.0,0.5046875,0.17916666,,0.13742708,0.70885414
1000,28.0,0.0,0.0,0.5005208,0.15416667,,0.144875,0.7005208
1000,28.0,1.0,1.0,0.49322918,0.18125,,0.1434479,0.69375
1000,28.0,2.0,0.0,0.5015625,0.16041666,,0.15454167,0.7083333
1000,28.0,3.0,1.0,0.5046875,0.196875,,0.12013542,0.73125
1000,29.0,0.0,0.0,0.5005208,0.13125,,0.16801041,0.6625
1000,29.0,1.0,1.0,0.49322918,0.18541667,,0.13640624,0.7083333
1000,29.0,2.0,0.0,0.5015625,0.18645833,,0.14777084,0.71666664
1000,29.0,3.0,1.0,0.5046875,0.20625,,0.13002083,0.71510416
1000,30.0,0.0,0.0,0.5005208,0.14791666,,0.15886457,0.68854165
1000,30.0,1.0,1.0,0.49322918,0.209375,,0.1355521,0.7234375
1000,30.0,2.0,0.0,0.5015625,0.18854167,,0.16285416,0.69427085
1000,30.0,3.0,1.0,0.5046875,0.18854167,,0.13701041,0.7213542
1000,31.0,0.0,0.0,0.5005208,0.209375,,0.16058333,0.6796875
1000,31.0,1.0,1.0,0.49322918,0.24375,,0.13441665,0.72291666
1000,31.0,2.0,0.0,0.5015625,0.16979167,,0.16312501,0.69739586
1000,31.0,3.0,1.0,0.5046875,0.22291666,,0.12277083,0.728125
1000,32.0,0.0,0.0,0.5005208,0.1875,,0.14641666,0.703125
1000,32.0,1.0,1.0,0.49322918,0.17083333,,0.13366666,0.7213542
1000,32.0,2.0,0.0,0.5015625,0.20729166,,0.14526041,0.7171875
1000,32.0,3.0,1.0,0.5046875,0.17604166,,0.12422916,0.72864586
1000,33.0,0.0,0.0,0.5005208,0.16666667,,0.1413854,0.7135417
1000,33.0,1.0,1.0,0.49322918,0.23229167,,0.12745833,0.7234375
1000,33.0,2.0,0.0,0.5015625,0.17291667,,0.15716667,0.70885414
1000,33.0,3.0,1.0,0.5046875,0.16770834,,0.13840625,0.70885414
1000,34.0,0.0,0.0,0.5005208,0.19270833,,0.15786459,0.69635415
1000,34.0,1.0,1.0,0.49322918,0.190625,,0.12720832,0.71770835
1000,34.0,2.0,0.0,0.5015625,0.19791667,,0.15,0.71302086
1000,34.0,3.0,1.0,0.5046875,0.20208333,,0.1425625,0.715625
1000,35.0,0.0,0.0,0.5005208,0.15104167,,0.15207292,0.68854165
1000,35.0,1.0,1.0,0.49322918,0.1875,,0.14329167,0.71302086
1000,35.0,2.0,0.0,0.5015625,0.14791666,,0.17152084,0.6828125
1000,35.0,3.0,1.0,0.5046875,0.18854167,,0.14377084,0.70104164
1000,36.0,0.0,0.0,0.5005208,0.15104167,,0.16129166,0.68541664
1000,36.0,1.0,1.0,0.49322918,0.2,,0.13179167,0.709375
1000,36.0,2.0,0.0,0.5015625,0.21145834,,0.15034375,0.71302086
1000,36.0,3.0,1.0,0.5046875,0.18229167,,0.12527083,0.7270833
1000,37.0,0.0,0.0,0.5005208,0.17291667,,0.13829166,0.7104167
1000,37.0,1.0,1.0,0.49322918,0.20729166,,0.1330625,0.7192708
1000,37.0,2.0,0.0,0.5015625,0.22604166,,0.15873958,0.7057292
1000,37.0,3.0,1.0,0.5046875,0.225,,0.14464584,0.7078125
1000,38.0,0.0,0.0,0.5005208,0.178125,,0.16641666,0.678125
1000,38.0,1.0,1.0,0.49322918,0.22708334,,0.13496876,0.7109375
1000,38.0,2.0,0.0,0.5015625,0.209375,,0.14961459,0.71510416
1000,38.0,3.0,1.0,0.5046875,0.18125,,0.13071875,0.7296875
1000,39.0,0.0,0.0,0.5005208,0.18333334,,0.14386459,0.7005208
1000,39.0,1.0,1.0,0.49322918,0.20625,,0.13517709,0.71458334
1000,39.0,2.0,0.0,0.5015625,0.16875,,0.15861459,0.7036458
1000,39.0,3.0,1.0,0.5046875,0.19375,,0.13644792,0.7015625
2000,0.0,0.0,0.0,0.503125,-0.041666668,,0.34839582,0.49010417
2000,0.0,1.0,1.0,0.50625,0.045833334,,0.25184375,0.5828125
2000,0.0,2.0,0.0,0.503125,-0.023958333,,0.32464585,0.49010417
2000,0.0,3.0,1.0,0.4875,0.08125,,0.2561875,0.5864583
2000,1.0,0.0,0.0,0.503125,0.075,,0.2246875,0.60572916
2000,1.0,1.0,1.0,0.50625,0.14375,,0.18039583,0.65729165
2000,1.0,2.0,0.0,0.503125,0.11875,,0.22901042,0.59010416
2000,1.0,3.0,1.0,0.4875,0.13229166,,0.1779375,0.65260416
2000,2.0,0.0,0.0,0.503125,0.17708333,,0.18841667,0.6625
2000,2.0,1.0,1.0,0.50625,0.21666667,,0.13078125,0.703125
2000,2.0,2.0,0.0,0.503125,0.12916666,,0.19673958,0.6276042
2000,2.0,3.0,1.0,0.4875,0.171875,,0.14882292,0.6828125
2000,3.0,0.0,0.0,0.503125,0.17083333,,0.16633335,0.6765625
2000,3.0,1.0,1.0,0.50625,0.22708334,,0.11572917,0.73229164
2000,3.0,2.0,0.0,0.503125,0.17708333,,0.18396875,0.64635414
2000,3.0,3.0,1.0,0.4875,0.17916666,,0.12248958,0.7171875
2000,4.0,0.0,0.0,0.503125,0.18645833,,0.14697917,0.6984375
2000,4.0,1.0,1.0,0.50625,0.23645833,,0.10272917,0.7515625
2000,4.0,2.0,0.0,0.503125,0.153125,,0.1679375,0.67083335
2000,4.0,3.0,1.0,0.4875,0.21145834,,0.103999995,0.74114585
2000,5.0,0.0,0.0,0.503125,0.20416667,,0.14751042,0.6953125
2000,5.0,1.0,1.0,0.50625,0.246875,,0.0898125,0.7515625
2000,5.0,2.0,0.0,0.503125,0.21145834,,0.14554167,0.69322914
2000,5.0,3.0,1.0,0.4875,0.2125,,0.09153125,0.75885415
2000,6.0,0.0,0.0,0.503125,0.21770833,,0.11385417,0.734375
2000,6.0,1.0,1.0,0.50625,0.25208333,,0.0705,0.7895833
2000,6.0,2.0,0.0,0.503125,0.21354167,,0.10923958,0.7427083
2000,6.0,3.0,1.0,0.4875,0.22604166,,0.088229164,0.7625
2000,7.0,0.0,0.0,0.503125,0.25729167,,0.10180208,0.74635416
2000,7.0,1.0,1.0,0.50625,0.22291666,,0.07673958,0.78125
2000,7.0,2.0,0.0,0.503125,0.221875,,0.11685417,0.7348958
2000,7.0,3.0,1.0,0.4875,0.27604166,,0.076864585,0.78541666
2000,8.0,0.0,0.0,0.503125,0.23854166,,0.10395834,0.7484375
2000,8.0,1.0,1.0,0.50625,0.23020834,,0.08652083,0.77552086
2000,8.0,2.0,0.0,0.503125,0.265625,,0.11025,0.74791664
2000,8.0,3.0,1.0,0.4875,0.23854166,,0.069583334,0.7942708
2000,9.0,0.0,0.0,0.503125,0.24583334,,0.10452083,0.75104165
2000,9.0,1.0,1.0,0.50625,0.24375,,0.066270836,0.79791665
2000,9.0,2.0,0.0,0.503125,0.22708334,,0.09670833,0.759375
2000,9.0,3.0,1.0,0.4875,0.26666668,,0.07163541,0.79010415
2000,10.0,0.0,0.0,0.503125,0.25833333,,0.09152083,0.7682292
2000,10.0,1.0,1.0,0.50625,0.26770833,,0.060635414,0.80052084
2000,10.0,2.0,0.0,0.503125,0.259375,,0.09424999,0.7604167
2000,10.0,3.0,1.0,0.4875,0.28958333,,0.05771875,0.80572915
2000,11.0,0.0,0.0,0.503125,0.24895833,,0.091531254,0.765625
2000,11.0,1.0,1.0,0.50625,0.29375,,0.060031246,0.7994792
2000,11.0,2.0,0.0,0.503125,0.25416666,,0.095125,0.7682292
2000,11.0,3.0,1.0,0.4875,0.25104168,,0.060677085,0.8052083
2000,12.0,0.0,0.0,0.503125,0.29270834,,0.07886458,0.778125
2000,12.0,1.0,1.0,0.50625,0.26145834,,0.056958333,0.8041667
2000,12.0,2.0,0.0,0.503125,0.23333333,,0.087697916,0.77135414
2000,12.0,3.0,1.0,0.4875,0.28229168,,0.056072913,0.81875
2000,13.0,0.0,0.0,0.503125,0.27708334,,0.079020835,0.7796875
2000,13.0,1.0,1.0,0.50625,0.2875,,0.055416666,0.81145835
2000,13.0,2.0,0.0,0.503125,0.27916667,,0.08480208,0.77135414
2000,13.0,3.0,1.0,0.4875,0.27604166,,0.052010417,0.82239586
2000,14.0,0.0,0.0,0.503125,0.26875,,0.071375,0.7885417
2000,14.0,1.0,1.0,0.50625,0.284375,,0.04578125,0.83697915
2000,14.0,2.0,0.0,0.503125,0.259375,,0.075885415,0.79375
2000,14.0,3.0,1.0,0.4875,0.275,,0.056947913,0.81354165
2000,15.0,0.0,0.0,0.503125,0.28020832,,0.07570834,0.79010415
2000,15.0,1.0,1.0,0.50625,0.28541666,,0.04664583,0.83125
2000,15.0,2.0,0.0,0.503125,0.26666668,,0.07939584,0.7817708
2000,15.0,3.0,1.0,0.4875,0.28645834,,0.04913542,0.83385414
2000,16.0,0.0,0.0,0.503125,0.26354167,,0.07327083,0.7859375
2000,16.0,1.0,1.0,0.50625,0.309375,,0.046479166,0.83385414
2000,16.0,2.0,0.0,0.503125,0.25729167,,0.07580208,0.7953125
2000,16.0,3.0,1.0,0.4875,0.25729167,,0.048791666,0.82135415
2000,17.0,0.0,0.0,0.503125,0.28645834,,0.06876042,0.79479164
2000,17.0,1.0,1.0,0.50625,0.31354168,,0.04048958,0.83697915
2000,17.0,2.0,0.0,0.503125,0.24270834,,0.07201041,0.79895836
2000,17.0,3.0,1.0,0.4875,0.32708332,,0.042135417,0.84270835
2000,18.0,0.0,0.0,0.503125,0.26979166,,0.0641875,0.80677086
2000,18.0,1.0,1.0,0.50625,0.2875,,0.044979166,0.83125
2000,18.0,2.0,0.0,0.503125,0.271875,,0.068072915,0.80104166
2000,18.0,3.0,1.0,0.4875,0.28229168,,0.041145835,0.83697915
