plot_idx,block_idx,block_reward_type,block_forced_type,rewards,forgone_rewards,regrets,perc_opt_actions
0,6.0,2.0,0.0,0.4953125,0.022916667,,0.31561458,0.521875
0,6.0,3.0,1.0,0.51354164,0.04375,,0.29602084,0.54114586
0,7.0,0.0,0.0,0.47864583,0.004166667,,0.28901044,0.53697914
0,7.0,1.0,1.0,0.5125,0.051041666,,0.2802604,0.5572917
0,7.0,2.0,0.0,0.4953125,0.08020833,,0.29057294,0.5359375
0,7.0,3.0,1.0,0.51354164,0.071875,,0.28909376,0.540625
0,8.0,0.0,0.0,0.47864583,0.033333335,,0.28365624,0.5463542
0,8.0,1.0,1.0,0.5125,0.067708336,,0.30321875,0.52552086
0,8.0,2.0,0.0,0.4953125,0.038541667,,0.31004164,0.52552086
0,8.0,3.0,1.0,0.51354164,0.065625,,0.2911354,0.53229165
0,9.0,0.0,0.0,0.47864583,0.067708336,,0.27822918,0.54270834
0,9.0,1.0,1.0,0.5125,0.063541666,,0.28626043,0.5520833
0,9.0,2.0,0.0,0.4953125,0.07604167,,0.29939583,0.53697914
0,9.0,3.0,1.0,0.51354164,0.061458334,,0.29402083,0.54010415
0,10.0,0.0,0.0,0.47864583,0.039583333,,0.2829375,0.54895836
0,10.0,1.0,1.0,0.5125,0.063541666,,0.29940623,0.5328125
0,10.0,2.0,0.0,0.4953125,0.045833334,,0.3073021,0.5208333
0,10.0,3.0,1.0,0.51354164,0.03125,,0.29007292,0.54270834
0,11.0,0.0,0.0,0.47864583,0.0125,,0.29040626,0.53697914
0,11.0,1.0,1.0,0.5125,0.055208333,,0.29151043,0.53541666
0,11.0,2.0,0.0,0.4953125,0.06458333,,0.28996876,0.54114586
