plot_idx,loss,policy_loss,value_loss,entropy_sum
4000,4007,2082.742431640625,-11.130931854248047,4187.74658203125,68.75857543945312
4000,4008,2291.5087890625,15.882266998291016,4551.2529296875,88.33204650878906
4000,4009,2165.63134765625,-8.17412281036377,4347.61083984375,92.2762680053711
4000,4010,2299.83203125,-19.624309539794922,4638.91259765625,99.32698059082031
4000,4011,1939.298828125,-19.630311965942383,3917.8583984375,78.84371185302734
4000,4012,2107.002197265625,2.321650505065918,4209.361328125,112.70572662353516
4000,4013,2317.007080078125,-42.17374801635742,4718.36181640625,123.15768432617188
4000,4014,2082.963623046875,-30.681896209716797,4227.291015625,125.87139892578125
4000,4015,2331.141845703125,-26.525527954101562,4715.3349609375,135.89010620117188
4000,4016,2145.471923828125,-55.502662658691406,4401.94921875,155.0739288330078
4000,4017,2270.80126953125,-16.86281967163086,4575.328125,129.22805786132812
4000,4018,2100.750244140625,-23.357730865478516,4248.2158203125,94.822509765625
4000,4019,2221.111572265625,-44.652835845947266,4531.52880859375,126.81625366210938
4000,4020,2055.792724609375,-18.025577545166016,4147.63671875,79.93907165527344
4000,4021,2213.294677734375,-94.03704071044922,4614.66357421875,165.93484497070312
4000,4022,2060.559814453125,-99.84780883789062,4320.8154296875,135.69091796875
4000,4023,2039.8370361328125,-37.096744537353516,4153.86767578125,113.2534408569336
4000,4024,2252.162841796875,-29.817825317382812,4563.96142578125,104.76152801513672
4000,4025,2251.214111328125,-46.98174285888672,4596.3916015625,125.98287963867188
4000,4026,2166.88720703125,-61.57097625732422,4456.91650390625,119.69790649414062
4000,4027,2121.065673828125,-56.91347885131836,4355.95849609375,98.09080505371094
4000,4028,2161.809814453125,-21.78144073486328,4367.1826171875,122.6125717163086
5000,4999,2046.466064453125,-12.694035530090332,4118.3203125,108.26168823242188
