plot_idx,loss,policy_loss,value_loss,entropy_sum
1000,1027,420.1885070800781,-579.7182006835938,2845.275390625,717.4660034179688
1000,1028,336.7502746582031,-522.9971313476562,2564.13671875,717.2570190429688
2000,1999,951.0880737304688,-214.8070526123047,2520.026611328125,469.6518249511719
2000,2000,890.058349609375,-227.39599609375,2413.536865234375,446.5703125
2000,2001,723.7479858398438,-305.7606201171875,2230.42333984375,429.3741149902344
2000,2002,764.193115234375,-254.81268310546875,2206.00732421875,421.6761779785156
2000,2003,840.1529541015625,-402.94525146484375,2664.8525390625,449.3363952636719
2000,2004,812.2587890625,-204.20263671875,2181.03759765625,373.2729187011719
2000,2005,873.182861328125,-240.5055389404297,2394.933349609375,423.12261962890625
2000,2006,801.7769775390625,-361.01873779296875,2495.7373046875,430.53118896484375
2000,2007,835.7332763671875,-307.069091796875,2442.95166015625,398.95257568359375
2000,2008,972.9775390625,-340.7254638671875,2788.1865234375,408.48699951171875
2000,2009,923.6693725585938,-242.61915588378906,2483.99609375,385.4864501953125
2000,2010,793.4666137695312,-357.3793640136719,2464.872314453125,416.2763366699219
2000,2011,914.4740600585938,-291.5855407714844,2574.85595703125,415.99346923828125
2000,2012,907.34033203125,-202.2627716064453,2356.418212890625,351.46514892578125
2000,2013,1038.945068359375,-205.3116455078125,2612.01953125,317.0072021484375
2000,2014,926.7298583984375,-236.2975311279297,2470.69091796875,372.0064697265625
2000,2015,853.5789184570312,-267.8383483886719,2393.07763671875,387.2242431640625
2000,2016,819.709228515625,-205.96815490722656,2178.416015625,328.154296875
2000,2017,859.916259765625,-260.1590881347656,2402.755126953125,420.8189392089844
2000,2018,874.329833984375,-179.4027557373047,2243.246826171875,352.1308898925781
2000,2019,834.9528198242188,-234.88168334960938,2271.603515625,342.8649597167969
2000,2020,884.2056884765625,-367.2865295410156,2675.517333984375,449.3045959472656
2000,2021,892.6441040039062,-169.7421417236328,2271.369140625,382.5592041015625
2000,2022,907.706298828125,-273.8693542480469,2530.25244140625,436.9797058105469
2000,2023,856.7218627929688,-170.89529418945312,2214.380859375,417.0509948730469
2000,2024,933.4855346679688,-321.59539794921875,2663.447509765625,402.5357666015625
2000,2025,865.254638671875,-271.5605773925781,2421.205078125,388.3546142578125
2000,2026,836.0262451171875,-357.80377197265625,2548.572509765625,424.3470764160156
2000,2027,877.1552124023438,-240.15924072265625,2388.99462890625,407.9431457519531
2000,2028,910.1554565429688,-205.04571533203125,2373.478759765625,378.9098815917969
3000,2999,1069.9947509765625,-47.85102844238281,2235.691650390625,90.24015045166016
3000,3000,988.089111328125,-11.146634101867676,1998.471435546875,49.92105484008789
3000,3001,1102.6971435546875,-13.140327453613281,2231.675048828125,73.33391571044922
3000,3002,1100.8035888671875,-40.57090377807617,2282.7490234375,85.08187866210938
3000,3003,1148.385986328125,-44.7557487487793,2386.283447265625,90.67227172851562
3000,3004,1139.592529296875,-6.102311134338379,2291.3896484375,74.92975616455078
3000,3005,1247.738037109375,-34.61158752441406,2564.69921875,105.83409881591797
3000,3006,1076.2674560546875,-14.969375610351562,2182.4736328125,107.47930145263672
3000,3007,1221.57421875,-43.12263488769531,2529.393798828125,85.22416687011719
3000,3008,1015.7744140625,0.6512176990509033,2030.246337890625,115.2392578125
3000,3009,1023.9649658203125,-15.160649299621582,2078.251220703125,75.1908187866211
3000,3010,973.856201171875,-25.607912063598633,1998.92822265625,62.51149368286133
3000,3011,1085.326416015625,-29.15235710144043,2228.95751953125,89.91561889648438
3000,3012,1016.1133422851562,-50.97211456298828,2134.1708984375,118.20768737792969
3000,3013,1029.7586669921875,-27.22554588317871,2113.968505859375,60.563167572021484
3000,3014,971.0438842773438,-40.42399215698242,2022.935791015625,102.23744201660156
3000,3015,1167.61572265625,-73.3055419921875,2481.842529296875,83.06389617919922
3000,3016,1093.8004150390625,-26.92263412475586,2241.446044921875,79.68816375732422
3000,3017,1191.752685546875,-15.050668716430664,2413.606689453125,65.71067810058594
3000,3018,1134.33837890625,-37.25901412963867,2343.19482421875,80.56556701660156
3000,3019,1076.75390625,-42.65077209472656,2238.809326171875,133.09072875976562
3000,3020,1148.7115478515625,-43.386009216308594,2384.195068359375,83.73660278320312
3000,3021,1102.2880859375,-22.223583221435547,2249.0234375,85.4312973022461
3000,3022,1180.4573974609375,-58.7979850769043,2478.5107421875,92.46316528320312
3000,3023,1085.7274169921875,-12.051203727722168,2195.55712890625,58.56050491333008
3000,3024,1072.708740234375,-9.475494384765625,2164.368408203125,81.97993469238281
3000,3025,971.2850952148438,-24.89617347717285,1992.362548828125,84.3638916015625
3000,3026,1083.69189453125,-16.505390167236328,2200.39453125,59.094486236572266
3000,3027,972.7235717773438,-59.57158660888672,2064.59033203125,84.10050201416016
3000,3028,1106.3685302734375,-54.64353942871094,2322.024169921875,110.31867218017578
4000,3999,1063.8033447265625,-12.4674654006958,2152.54150390625,34.924781799316406
4000,4000,1061.7642822265625,-1.0235569477081299,2125.57568359375,39.44186782836914
4000,4001,1062.2508544921875,-26.00351333618164,2176.5087890625,52.58353042602539
4000,4002,1041.1632080078125,-1.0783605575561523,2084.483154296875,53.438499450683594
4000,4003,999.6382446289062,-2.641805410385132,2004.56005859375,34.40568161010742
4000,4004,1001.9273071289062,8.250212669372559,1987.354248046875,51.59370040893555
4000,4005,1183.854736328125,-42.485713958740234,2452.680908203125,64.61829376220703
4000,4006,1164.2322998046875,-18.086313247680664,2364.63720703125,60.56983184814453
4000,4007,1100.0885009765625,-17.4456729888916,2235.068359375,61.22952651977539
4000,4008,1009.4149780273438,-15.592935562133789,2050.015869140625,52.11140823364258
4000,4009,1090.3731689453125,-9.244324684143066,2199.235107421875,67.51311492919922
4000,4010,1189.926025390625,-17.446149826049805,2414.744384765625,61.33013916015625
4000,4011,1055.115234375,-5.6098175048828125,2121.4501953125,76.89346313476562
4000,4012,1089.799072265625,-36.59850311279297,2252.795166015625,76.78152465820312
4000,4013,989.8910522460938,6.084080219268799,1967.6138916015625,53.122589111328125
4000,4014,1119.7744140625,5.737531661987305,2228.07373046875,59.74687194824219
4000,4015,1217.0164794921875,-20.72531509399414,2475.483642578125,54.11173629760742
4000,4016,1028.465087890625,-33.6722526550293,2124.274658203125,59.58559036254883
4000,4017,1038.2647705078125,-2.093231678009033,2080.716064453125,48.10317611694336
4000,4018,1119.8604736328125,-7.04793643951416,2253.81689453125,32.622806549072266
4000,4019,1247.021240234375,-15.308355331420898,2524.6591796875,44.4518928527832
4000,4020,1144.769775390625,-16.090036392211914,2321.7197265625,48.33580017089844
4000,4021,1122.5267333984375,-13.855143547058105,2272.763671875,63.97439956665039
4000,4022,1109.2869873046875,-28.007028579711914,2274.588134765625,53.0673828125
4000,4023,1026.4678955078125,-29.437633514404297,2111.81103515625,55.98452377319336
4000,4024,1063.3583984375,5.1153364181518555,2116.486083984375,47.90100860595703
4000,4025,1051.65771484375,-7.091012954711914,2117.49755859375,68.4013671875
4000,4026,1132.7115478515625,-17.743892669677734,2300.910888671875,71.87567901611328
4000,4027,1011.3675537109375,-22.97024154663086,2068.675537109375,50.014930725097656
4000,4028,1107.8350830078125,-12.289527893066406,2240.249267578125,60.646324157714844
5000,4999,1149.0216064453125,-8.117705345153809,2314.278564453125,64.35210418701172
