plot_idx,loss,policy_loss,value_loss,entropy_sum
0,0,478.32733154296875,-285.7363586425781,3149.707275390625,810.7899780273438
0,1,325.09063720703125,-630.4713134765625,3624.208984375,856.8853149414062
0,2,367.4365234375,-835.7213134765625,4109.51806640625,852.2830200195312
0,3,274.4859619140625,-456.70733642578125,3207.72509765625,873.7177734375
0,4,7.81353759765625,-471.76434326171875,2694.125732421875,868.8751831054688
0,5,130.40625,-572.5408325195312,3127.1298828125,862.342529296875
0,6,-3.21124267578125,-487.96697998046875,2719.23583984375,876.9668579101562
0,7,43.27880859375,-552.8020629882812,2936.767578125,874.752197265625
0,8,-64.60748291015625,-737.07861328125,3090.85595703125,875.75927734375
0,9,94.85565185546875,-551.8773193359375,3039.13330078125,875.9872436523438
0,10,-44.652099609375,-506.2476501464844,2664.439208984375,874.1204833984375
0,11,-2.05389404296875,-756.8296508789062,3244.824951171875,871.47119140625
0,12,20.77532958984375,-788.3024291992188,3354.415771484375,872.3172607421875
0,13,-21.33856201171875,-509.8044738769531,2701.007080078125,866.543701171875
0,14,59.6285400390625,-636.3829345703125,3116.9462890625,867.318603515625
0,15,-49.997802734375,-755.7911987304688,3128.16015625,863.4674682617188
0,16,28.692626953125,-608.8178100585938,2985.4384765625,860.7174072265625
0,17,-80.90411376953125,-703.947509765625,2938.342041015625,851.920654296875
0,18,49.59918212890625,-536.2998657226562,2856.010498046875,848.2133178710938
0,19,2.36651611328125,-536.6124877929688,2753.23291015625,844.05224609375
0,20,-153.2418212890625,-756.7125244140625,2897.704833984375,852.1993408203125
0,21,63.58380126953125,-598.5550537109375,2995.702392578125,842.7918090820312
0,22,49.53472900390625,-627.6056518554688,3021.263671875,840.8912963867188
0,23,145.1055908203125,-519.76611328125,2997.8291015625,841.7872924804688
0,24,-117.51104736328125,-667.8195190429688,2750.481689453125,832.928466796875
0,25,-63.576171875,-696.877685546875,2941.373291015625,845.8435668945312
0,26,39.66717529296875,-476.40447998046875,2670.128662109375,827.5997314453125
0,27,-28.0751953125,-682.0455322265625,2920.070068359375,814.865234375
0,28,35.694580078125,-759.2432861328125,3206.2724609375,817.3527221679688
0,29,114.1138916015625,-504.39593505859375,2847.803955078125,814.8443603515625
1000,999,374.7784423828125,-596.1165161132812,2816.363037109375,728.325439453125
1000,1000,339.40869140625,-492.6399841308594,2530.13916015625,721.701416015625
1000,1001,315.65948486328125,-592.723876953125,2687.42431640625,726.031982421875
1000,1002,421.0042724609375,-589.8970336914062,2889.42529296875,723.9841918945312
1000,1003,413.45428466796875,-689.571044921875,3052.499267578125,706.7874145507812
1000,1004,381.66717529296875,-726.861083984375,3074.5859375,716.5185546875
1000,1005,447.318359375,-591.7881469726562,2918.782958984375,702.8176879882812
1000,1006,475.3897399902344,-426.91192626953125,2655.13037109375,711.6190185546875
1000,1007,277.11468505859375,-558.33349609375,2515.00341796875,706.7205810546875
1000,1008,497.9742736816406,-641.203125,3143.94580078125,725.1934814453125
1000,1009,351.6229553222656,-509.8442077636719,2567.270263671875,707.8603515625
1000,1010,226.68133544921875,-630.3438720703125,2589.753173828125,734.6499633789062
1000,1011,467.1534118652344,-484.5386657714844,2757.380615234375,716.9210815429688
1000,1012,506.72113037109375,-477.3624267578125,2833.40673828125,726.8477783203125
1000,1013,354.7393798828125,-603.780517578125,2759.022705078125,707.7865600585938
1000,1014,375.9228820800781,-592.5484008789062,2747.129150390625,681.5162963867188
1000,1015,360.7021789550781,-653.2835083007812,2881.03125,718.0639038085938
1000,1016,407.9417724609375,-551.8009033203125,2769.21337890625,715.7412719726562
1000,1017,324.350830078125,-459.17822265625,2396.56201171875,699.17724609375
1000,1018,398.37109375,-593.9608764648438,2815.8974609375,701.1078491210938
1000,1019,234.05389404296875,-595.78271484375,2512.902587890625,720.1463012695312
1000,1020,315.9484558105469,-476.53082275390625,2454.469970703125,734.3846435546875
1000,1021,244.34548950195312,-474.4442138671875,2307.40576171875,735.1473388671875
1000,1022,363.7421875,-442.257568359375,2459.31005859375,716.602294921875
1000,1023,338.7098693847656,-513.9576416015625,2587.0126953125,746.1727294921875
1000,1024,378.605224609375,-464.00714111328125,2531.036865234375,716.3043212890625
1000,1025,359.3628234863281,-637.5665283203125,2881.715087890625,752.4207153320312
1000,1026,330.4065246582031,-636.8637084960938,2822.865234375,753.3283081054688
