plot_idx,block_idx,block_feedback_type,rewards,forgone_rewards,regrets,perc_opt_actions
1000,15.0,3.0,1.0,0.15833333,-0.16875,0.15120834,0.67864585
1000,16.0,0.0,0.0,0.14791666,0.0,0.15095833,0.7135417
1000,16.0,1.0,1.0,0.2,-0.171875,0.13533333,0.715625
1000,16.0,2.0,0.0,0.16666667,0.0,0.15823959,0.68333334
1000,16.0,3.0,1.0,0.190625,-0.18958333,0.13426042,0.70885414
1000,17.0,0.0,0.0,0.19166666,0.0,0.16514583,0.69114584
1000,17.0,1.0,1.0,0.21145834,-0.234375,0.12478125,0.72864586
1000,17.0,2.0,0.0,0.18541667,0.0,0.15217708,0.69895834
1000,17.0,3.0,1.0,0.14166667,-0.175,0.14042708,0.69427085
1000,18.0,0.0,0.0,0.178125,0.0,0.15661459,0.69114584
1000,18.0,1.0,1.0,0.15416667,-0.19166666,0.1313125,0.7213542
1000,18.0,2.0,0.0,0.19895834,0.0,0.14465624,0.703125
1000,18.0,3.0,1.0,0.15625,-0.20520833,0.14085416,0.6979167
1000,19.0,0.0,0.0,0.16770834,0.0,0.15542707,0.696875
1000,19.0,1.0,1.0,0.171875,-0.20104167,0.13105208,0.7192708
1000,19.0,2.0,0.0,0.14583333,0.0,0.15323958,0.6958333
1000,19.0,3.0,1.0,0.18645833,-0.171875,0.13231249,0.69895834
2000,0.0,0.0,0.0,0.09791667,0.0,0.25497916,0.578125
2000,0.0,1.0,1.0,0.119791664,-0.103125,0.24101041,0.59791666
2000,0.0,2.0,0.0,0.061458334,0.0,0.24796875,0.5859375
2000,0.0,3.0,1.0,0.10520833,-0.07604167,0.26489583,0.56354165
2000,1.0,0.0,0.0,0.15208334,0.0,0.162625,0.6828125
2000,1.0,1.0,1.0,0.184375,-0.19270833,0.13472916,0.69635415
2000,1.0,2.0,0.0,0.10625,0.0,0.17845832,0.64635414
2000,1.0,3.0,1.0,0.19375,-0.1875,0.1249375,0.72552085
2000,2.0,0.0,0.0,0.28229168,0.0,0.13212499,0.7114583
2000,2.0,1.0,1.0,0.22291666,-0.25520834,0.088708326,0.7578125
2000,2.0,2.0,0.0,0.18229167,0.0,0.14523958,0.6869792
2000,2.0,3.0,1.0,0.253125,-0.22395833,0.085854165,0.7552083
2000,3.0,0.0,0.0,0.25104168,0.0,0.11639583,0.7390625
2000,3.0,1.0,1.0,0.27291667,-0.26354167,0.08177083,0.76458335
2000,3.0,2.0,0.0,0.178125,0.0,0.11667708,0.7265625
2000,3.0,3.0,1.0,0.24895833,-0.22395833,0.07359375,0.77447915
2000,4.0,0.0,0.0,0.22916667,0.0,0.102864586,0.74635416
2000,4.0,1.0,1.0,0.28229168,-0.28125,0.06875,0.7984375
2000,4.0,2.0,0.0,0.26145834,0.0,0.101906255,0.73854166
2000,4.0,3.0,1.0,0.26666668,-0.24479167,0.06834375,0.7859375
2000,5.0,0.0,0.0,0.29375,0.0,0.0813125,0.77916664
2000,5.0,1.0,1.0,0.27604166,-0.24895833,0.05307292,0.81614584
2000,5.0,2.0,0.0,0.20104167,0.0,0.095583335,0.74375
2000,5.0,3.0,1.0,0.271875,-0.24583334,0.05678125,0.7984375
2000,6.0,0.0,0.0,0.27916667,0.0,0.07695833,0.78697914
2000,6.0,1.0,1.0,0.27708334,-0.26354167,0.054739583,0.80885416
2000,6.0,2.0,0.0,0.26041666,0.0,0.07490625,0.77760416
2000,6.0,3.0,1.0,0.26979166,-0.28333333,0.0505625,0.81666666
2000,7.0,0.0,0.0,0.28854167,0.0,0.082447916,0.7739583
2000,7.0,1.0,1.0,0.309375,-0.30833334,0.048229165,0.8286458
2000,7.0,2.0,0.0,0.22395833,0.0,0.07034375,0.79010415
2000,7.0,3.0,1.0,0.29166666,-0.271875,0.04719792,0.81875
2000,8.0,0.0,0.0,0.30416667,0.0,0.066177085,0.803125
2000,8.0,1.0,1.0,0.28333333,-0.32604167,0.0560625,0.80625
2000,8.0,2.0,0.0,0.26041666,0.0,0.07617708,0.78020835
2000,8.0,3.0,1.0,0.31770834,-0.25833333,0.045572918,0.8307292
2000,9.0,0.0,0.0,0.30208334,0.0,0.061822914,0.8041667
2000,9.0,1.0,1.0,0.27916667,-0.27291667,0.050104164,0.8177083
2000,9.0,2.0,0.0,0.23229167,0.0,0.07426042,0.7864583
2000,9.0,3.0,1.0,0.29166666,-0.28125,0.043791667,0.8276042
2000,10.0,0.0,0.0,0.28854167,0.0,0.059249997,0.8140625
2000,10.0,1.0,1.0,0.29791668,-0.28020832,0.04490625,0.8411458
2000,10.0,2.0,0.0,0.278125,0.0,0.07115625,0.7807292
2000,10.0,3.0,1.0,0.31354168,-0.27083334,0.041666668,0.8354167
2000,11.0,0.0,0.0,0.284375,0.0,0.062239584,0.8020833
2000,11.0,1.0,1.0,0.334375,-0.29375,0.04134375,0.84739584
2000,11.0,2.0,0.0,0.246875,0.0,0.06790625,0.78333336
2000,11.0,3.0,1.0,0.28958333,-0.29270834,0.040302083,0.846875
2000,12.0,0.0,0.0,0.303125,0.0,0.061260413,0.81145835
2000,12.0,1.0,1.0,0.284375,-0.278125,0.048208334,0.834375
2000,12.0,2.0,0.0,0.28645834,0.0,0.06542709,0.78541666
2000,12.0,3.0,1.0,0.26770833,-0.2375,0.04433333,0.8286458
2000,13.0,0.0,0.0,0.3,0.0,0.06153125,0.809375
2000,13.0,1.0,1.0,0.29270834,-0.3125,0.044052083,0.83958334
2000,13.0,2.0,0.0,0.265625,0.0,0.06880208,0.7916667
2000,13.0,3.0,1.0,0.30520833,-0.25104168,0.038479164,0.84166664
2000,14.0,0.0,0.0,0.25104168,0.0,0.057729166,0.81927085
2000,14.0,1.0,1.0,0.29895833,-0.30416667,0.040843748,0.8442708
2000,14.0,2.0,0.0,0.27916667,0.0,0.060489584,0.8020833
2000,14.0,3.0,1.0,0.29791668,-0.2625,0.047812503,0.82395834
2000,15.0,0.0,0.0,0.28854167,0.0,0.052625,0.82135415
2000,15.0,1.0,1.0,0.32083333,-0.30104166,0.040604167,0.83802086
2000,15.0,2.0,0.0,0.253125,0.0,0.060458336,0.7973958
2000,15.0,3.0,1.0,0.33541667,-0.284375,0.04103125,0.8421875
2000,16.0,0.0,0.0,0.31354168,0.0,0.04934375,0.8375
2000,16.0,1.0,1.0,0.29791668,-0.29375,0.038145833,0.84791666
2000,16.0,2.0,0.0,0.25,0.0,0.058062498,0.7984375
2000,16.0,3.0,1.0,0.30520833,-0.27604166,0.041177083,0.84166664
2000,17.0,0.0,0.0,0.303125,0.0,0.053666666,0.8286458
2000,17.0,1.0,1.0,0.30729166,-0.29583332,0.040833335,0.84010416
2000,17.0,2.0,0.0,0.24583334,0.0,0.050291665,0.81822914
2000,17.0,3.0,1.0,0.303125,-0.30208334,0.037677083,0.8432292
2000,18.0,0.0,0.0,0.29375,0.0,0.050333332,0.8307292
2000,18.0,1.0,1.0,0.29791668,-0.28333333,0.042385414,0.83697915
2000,18.0,2.0,0.0,0.26354167,0.0,0.048833333,0.8177083
2000,18.0,3.0,1.0,0.28020832,-0.28020832,0.040312503,0.84479165
2000,19.0,0.0,0.0,0.29270834,0.0,0.050739583,0.82395834
2000,19.0,1.0,1.0,0.29270834,-0.28645834,0.041937497,0.8375
2000,19.0,2.0,0.0,0.28333333,0.0,0.055427082,0.80885416
2000,19.0,3.0,1.0,0.31354168,-0.28333333,0.03827083,0.8489583
3000,0.0,0.0,0.0,0.109375,0.0,0.24166666,0.5854167
3000,0.0,1.0,1.0,0.12291667,-0.0875,0.24407291,0.5854167
3000,0.0,2.0,0.0,0.08229167,0.0,0.24447916,0.5796875
3000,0.0,3.0,1.0,0.12604167,-0.084375,0.22978124,0.6119792
3000,1.0,0.0,0.0,0.18541667,0.0,0.13451043,0.7005208
3000,1.0,1.0,1.0,0.21979167,-0.221875,0.10607292,0.7484375
3000,1.0,2.0,0.0,0.17604166,0.0,0.13421875,0.70416665
3000,1.0,3.0,1.0,0.2375,-0.18645833,0.0981875,0.75989586
3000,2.0,0.0,0.0,0.20104167,0.0,0.11051042,0.7239583
3000,2.0,1.0,1.0,0.28020832,-0.23958333,0.0710625,0.79270834
3000,2.0,2.0,0.0,0.20729166,0.0,0.10482291,0.7416667
3000,2.0,3.0,1.0,0.30208334,-0.278125,0.06203125,0.8177083
3000,3.0,0.0,0.0,0.23645833,0.0,0.09032292,0.76666665
3000,3.0,1.0,1.0,0.296875,-0.27395833,0.049458332,0.82708335
3000,3.0,2.0,0.0,0.24791667,0.0,0.08725,0.7703125
3000,3.0,3.0,1.0,0.28020832,-0.26145834,0.04434375,0.84583336
3000,4.0,0.0,0.0,0.225,0.0,0.07326042,0.7875
3000,4.0,1.0,1.0,0.29375,-0.25,0.04003125,0.8432292
3000,4.0,2.0,0.0,0.22604166,0.0,0.0773125,0.78697914
3000,4.0,3.0,1.0,0.31770834,-0.28854167,0.03746875,0.85625
3000,5.0,0.0,0.0,0.21770833,0.0,0.062968746,0.7942708
3000,5.0,1.0,1.0,0.296875,-0.29479167,0.0346875,0.853125
3000,5.0,2.0,0.0,0.271875,0.0,0.069270834,0.7942708
3000,5.0,3.0,1.0,0.31666666,-0.2625,0.029208332,0.86927086
3000,6.0,0.0,0.0,0.26770833,0.0,0.056312498,0.81145835
3000,6.0,1.0,1.0,0.30729166,-0.28541666,0.027468748,0.8703125
3000,6.0,2.0,0.0,0.28125,0.0,0.05821875,0.8171875
3000,6.0,3.0,1.0,0.33333334,-0.28958333,0.029114584,0.8776042
3000,7.0,0.0,0.0,0.28229168,0.0,0.04709375,0.8307292
3000,7.0,1.0,1.0,0.32708332,-0.29583332,0.026041666,0.8755208
3000,7.0,2.0,0.0,0.28854167,0.0,0.050635416,0.8234375
3000,7.0,3.0,1.0,0.325,-0.29375,0.025968751,0.8802083
3000,8.0,0.0,0.0,0.24791667,0.0,0.04534375,0.8296875
3000,8.0,1.0,1.0,0.3125,-0.2875,0.02415625,0.8875
3000,8.0,2.0,0.0,0.259375,0.0,0.04525,0.83229166
3000,8.0,3.0,1.0,0.33333334,-0.284375,0.022479167,0.8875
3000,9.0,0.0,0.0,0.3,0.0,0.041510418,0.8411458
3000,9.0,1.0,1.0,0.3125,-0.29583332,0.024010416,0.8802083
3000,9.0,2.0,0.0,0.27083334,0.0,0.04390625,0.83802086
3000,9.0,3.0,1.0,0.31145832,-0.30104166,0.019864583,0.8989583
3000,10.0,0.0,0.0,0.22708334,0.0,0.039864585,0.8411458
3000,10.0,1.0,1.0,0.33333334,-0.30625,0.019552084,0.890625
3000,10.0,2.0,0.0,0.32604167,0.0,0.04011458,0.8411458
3000,10.0,3.0,1.0,0.33125,-0.30520833,0.018010415,0.9010417
3000,11.0,0.0,0.0,0.253125,0.0,0.034802083,0.85052085
3000,11.0,1.0,1.0,0.35625,-0.28854167,0.018624999,0.8890625
3000,11.0,2.0,0.0,0.28541666,0.0,0.03759375,0.84947914
3000,11.0,3.0,1.0,0.33020833,-0.28229168,0.0168125,0.9015625
3000,12.0,0.0,0.0,0.25729167,0.0,0.03164583,0.86302084
3000,12.0,1.0,1.0,0.30625,-0.33229166,0.016541667,0.8984375
3000,12.0,2.0,0.0,0.290625,0.0,0.036468748,0.85052085
3000,12.0,3.0,1.0,0.30625,-0.29583332,0.014614583,0.91041666
3000,13.0,0.0,0.0,0.28645834,0.0,0.033385415,0.8578125
3000,13.0,1.0,1.0,0.32604167,-0.31145832,0.016229166,0.90052086
3000,13.0,2.0,0.0,0.31041667,0.0,0.0321875,0.86145836
3000,13.0,3.0,1.0,0.28645834,-0.30625,0.015541667,0.90989584
3000,14.0,0.0,0.0,0.31354168,0.0,0.03275,0.8640625
3000,14.0,1.0,1.0,0.35520834,-0.3,0.012104167,0.90989584
3000,14.0,2.0,0.0,0.32708332,0.0,0.030041667,0.86875
3000,14.0,3.0,1.0,0.33125,-0.29583332,0.014114584,0.9109375
3000,15.0,0.0,0.0,0.27395833,0.0,0.028874999,0.8723958
3000,15.0,1.0,1.0,0.29270834,-0.28854167,0.013677084,0.90729165
3000,15.0,2.0,0.0,0.31041667,0.0,0.028041666,0.8755208
3000,15.0,3.0,1.0,0.334375,-0.275,0.013916667,0.9135417
3000,16.0,0.0,0.0,0.31875,0.0,0.024291666,0.88177085
3000,16.0,1.0,1.0,0.34375,-0.34270832,0.011802083,0.9114583
3000,16.0,2.0,0.0,0.325,0.0,0.0283125,0.87708336
3000,16.0,3.0,1.0,0.32708332,-0.30520833,0.01353125,0.91197914
3000,17.0,0.0,0.0,0.30520833,0.0,0.027270833,0.87708336
3000,17.0,1.0,1.0,0.34375,-0.28229168,0.011885417,0.9140625
3000,17.0,2.0,0.0,0.31354168,0.0,0.026020832,0.884375
3000,17.0,3.0,1.0,0.346875,-0.309375,0.011739583,0.91770834
3000,18.0,0.0,0.0,0.26979166,0.0,0.028166665,0.87395835
3000,18.0,1.0,1.0,0.296875,-0.29375,0.011489583,0.9125
3000,18.0,2.0,0.0,0.29791668,0.0,0.023947917,0.88385415
3000,18.0,3.0,1.0,0.34166667,-0.31458333,0.01190625,0.9166667
3000,19.0,0.0,0.0,0.31666666,0.0,0.024489583,0.87864584
3000,19.0,1.0,1.0,0.30208334,-0.309375,0.010947917,0.91302085
3000,19.0,2.0,0.0,0.33125,0.0,0.023458334,0.8880208
3000,19.0,3.0,1.0,0.3625,-0.27083334,0.01328125,0.91875
4000,0.0,0.0,0.0,0.11666667,0.0,0.24232292,0.58489585
4000,0.0,1.0,1.0,0.1,-0.13125,0.21507291,0.60520834
4000,0.0,2.0,0.0,0.09375,0.0,0.25104168,0.56927085
4000,0.0,3.0,1.0,0.10208333,-0.10625,0.23221874,0.6098958
4000,1.0,0.0,0.0,0.203125,0.0,0.13713542,0.6927083
4000,1.0,1.0,1.0,0.225,-0.18541667,0.10283334,0.7395833
4000,1.0,2.0,0.0,0.15,0.0,0.14297916,0.7005208
4000,1.0,3.0,1.0,0.246875,-0.26875,0.10391666,0.7630208
4000,2.0,0.0,0.0,0.21041666,0.0,0.10463541,0.74114585
4000,2.0,1.0,1.0,0.290625,-0.25,0.064927086,0.7916667
4000,2.0,2.0,0.0,0.22708334,0.0,0.1065,0.7416667
4000,2.0,3.0,1.0,0.27708334,-0.27604166,0.06092708,0.821875
4000,3.0,0.0,0.0,0.22916667,0.0,0.087364584,0.76979166
4000,3.0,1.0,1.0,0.29895833,-0.26875,0.05261458,0.81822914
4000,3.0,2.0,0.0,0.24583334,0.0,0.07773958,0.778125
4000,3.0,3.0,1.0,0.30520833,-0.29895833,0.04277083,0.83958334
4000,4.0,0.0,0.0,0.23125,0.0,0.074666664,0.7875
4000,4.0,1.0,1.0,0.31666666,-0.24479167,0.042354167,0.8364583
4000,4.0,2.0,0.0,0.30104166,0.0,0.06498958,0.78802085
4000,4.0,3.0,1.0,0.32291666,-0.28125,0.03446875,0.8588542
4000,5.0,0.0,0.0,0.27083334,0.0,0.06395833,0.80833334
4000,5.0,1.0,1.0,0.28125,-0.26875,0.03365625,0.8567708
4000,5.0,2.0,0.0,0.25104168,0.0,0.05436458,0.8098958
4000,5.0,3.0,1.0,0.296875,-0.32916668,0.028270833,0.87083334
4000,6.0,0.0,0.0,0.26458332,0.0,0.052833334,0.82708335
4000,6.0,1.0,1.0,0.284375,-0.28125,0.029854167,0.8645833
4000,6.0,2.0,0.0,0.303125,0.0,0.050708335,0.81927085
4000,6.0,3.0,1.0,0.29270834,-0.325,0.024302084,0.87916666
4000,7.0,0.0,0.0,0.26875,0.0,0.047041666,0.8390625
4000,7.0,1.0,1.0,0.31458333,-0.28958333,0.025791667,0.8765625
4000,7.0,2.0,0.0,0.29479167,0.0,0.041239582,0.8364583
4000,7.0,3.0,1.0,0.31041667,-0.28854167,0.022135416,0.88697916
4000,8.0,0.0,0.0,0.340625,0.0,0.0400625,0.85052085
4000,8.0,1.0,1.0,0.30104166,-0.29270834,0.022739584,0.8822917
4000,8.0,2.0,0.0,0.30208334,0.0,0.03657292,0.84583336
4000,8.0,3.0,1.0,0.33229166,-0.303125,0.018416667,0.88958335
4000,9.0,0.0,0.0,0.3125,0.0,0.036916666,0.85729164
4000,9.0,1.0,1.0,0.31458333,-0.32083333,0.018166667,0.8901042
4000,9.0,2.0,0.0,0.30208334,0.0,0.033999998,0.8541667
4000,9.0,3.0,1.0,0.31458333,-0.31979167,0.015239583,0.903125
4000,10.0,0.0,0.0,0.2875,0.0,0.034250002,0.86354166
4000,10.0,1.0,1.0,0.28229168,-0.321875,0.017062498,0.8953125
4000,10.0,2.0,0.0,0.27708334,0.0,0.0350625,0.8520833
4000,10.0,3.0,1.0,0.30520833,-0.33958334,0.0147187505,0.90416664
4000,11.0,0.0,0.0,0.28020832,0.0,0.027229166,0.87916666
4000,11.0,1.0,1.0,0.31354168,-0.33020833,0.017447917,0.8921875
4000,11.0,2.0,0.0,0.30625,0.0,0.030802082,0.8625
4000,11.0,3.0,1.0,0.30833334,-0.28958333,0.01359375,0.90833336
4000,12.0,0.0,0.0,0.26979166,0.0,0.029812498,0.86927086
