agent,cognitive_model,run,nll,bic,beta,alpha,alpha_pos,alpha_neg
llama-2-7,Model_1alpha,0,69.1007119368812,147.33012025669808,0.4911174201880348,0.0034426813070153293,,
llama-2-7,Model_1alpha,1,58.430479670126395,125.98965572318846,6.950176645311,0.07366244932407857,,
llama-2-7,Model_1alpha,2,68.85066114813188,146.83001867919944,0.16888924757662344,0.5121844365724213,,
llama-2-7,Model_1alpha,3,69.06934768416622,147.26739175126812,0.06629658434855173,0.41033800871131043,,
llama-2-7,Model_1alpha,4,68.82149488953715,146.77168616200998,0.20965727807452564,0.8665462650486757,,
llama-2-7,Model_1alpha,5,69.09172176914102,147.3121399212177,0.4894830444490189,0.0037979286297730674,,
llama-2-7,Model_1alpha,6,68.50216454882396,146.13302548058357,1.0930675907680427,0.03985430231550398,,
llama-2-7,Model_1alpha,7,39.9968512798406,89.12239894261687,11.209046840549655,0.16053197133856975,,
llama-2-7,Model_1alpha,8,69.0274038504272,147.18350408379007,0.4929683893683927,0.007094187608441844,,
llama-2-7,Model_1alpha,9,67.2122716034525,143.5532395898407,2.3203049539363603,0.06869202547215891,,
llama-2-7,Model_1alpha,10,69.14950678568044,147.42770995429657,0.49425072201215314,0.0020883824524139203,,
llama-2-7,Model_1alpha,11,68.8246822424508,146.77806086783727,0.18305407884038502,0.41017370935846253,,
llama-2-7,Model_1alpha,12,69.11736204811997,147.3634204791756,0.49186372733273775,0.002906224276942949,,
llama-2-7,Model_1alpha,13,62.81833072675499,134.76535783644567,3.3655114279139275,0.12605445666125478,,
llama-2-7,Model_1alpha,14,64.79937804663884,138.72745247621333,1.1204055992705126,0.7789957621833523,,
llama-2-7,Model_1alpha,15,68.92131357769762,146.97132353833092,0.1352313051659624,0.35393875797108515,,
llama-2-7,Model_1alpha,16,63.506323344103,136.14134307114168,4.202731903846249,0.09439785880132012,,
llama-2-7,Model_1alpha,17,69.0228920708761,147.17448052468785,0.08087960285070397,0.4855320228531732,,
llama-2-7,Model_1alpha,18,67.87770088190899,144.88409814675367,1.5525705583313862,0.06579750126648032,,
llama-2-7,Model_1alpha,19,69.18907584042365,147.50684806378297,0.4947465573600798,0.0014030799221563886,,
llama-2-7,Model_1alpha,20,68.20846596767811,145.5456283182919,0.8478714191779856,0.13379363045459824,,
llama-2-7,Model_1alpha,21,69.00964897147719,147.14799432589007,0.47975586992735797,0.008825417180873959,,
llama-2-7,Model_1alpha,22,69.01814750481833,147.16499139257235,0.08367733958974773,0.4562750757491823,,
llama-2-7,Model_1alpha,23,66.95206599390195,143.0328283707396,0.8036943670937636,0.8653538429002867,,
llama-2-7,Model_1alpha,24,69.01333146796786,147.15535931887138,0.4716389817159538,0.00886042162116327,,
llama-2-7,Model_1alpha,25,53.05967622767933,115.24804883829434,6.0691641414097015,0.12572548266868736,,
llama-2-7,Model_1alpha,26,69.08225455097882,147.2932054848933,0.48586365998099423,0.004215521030151596,,
llama-2-7,Model_1alpha,27,69.09220991550754,147.31311621395076,0.4909900776698132,0.00374827556876313,,
llama-2-7,Model_1alpha,28,69.13221489633777,147.3931261756112,0.04813890764435469,0.528706802652066,,
llama-2-7,Model_1alpha,29,68.91993802713077,146.96857243719722,0.127754626065456,0.4586276911345353,,
llama-2-7,Model_1alpha,30,69.04352702040826,147.21575042375218,0.4777902398804589,0.006410057380183059,,
llama-2-7,Model_1alpha,31,69.02904556825627,147.18678751944822,0.4705996291787577,0.007604754342406385,,
llama-2-7,Model_1alpha,32,63.20009278441693,135.52888195176953,2.8998271574518046,0.20162958507221884,,
llama-2-7,Model_1alpha,33,66.01331094779388,141.15531827852345,2.4432603324128657,0.09047211209022987,,
llama-2-7,Model_1alpha,34,69.11879282327669,147.36628202948907,0.4893596950150532,0.0028991062644782286,,
llama-2-7,Model_1alpha,35,52.250800962204835,113.63029830734534,13.131718402400294,0.054313187686140796,,
llama-2-7,Model_1alpha,36,67.44694447113365,144.02258532520295,1.044356021332817,0.1605683044929988,,
llama-2-7,Model_1alpha,37,68.96890418682977,147.06650475659524,0.3941390557067243,0.018922196872642405,,
llama-2-7,Model_1alpha,38,60.10856039177697,129.3458171664896,4.799525979553596,0.2844325289659565,,
llama-2-7,Model_1alpha,39,69.12822164270335,147.3851396683424,0.049265581841789155,0.4556874490636209,,
llama-2-7,Model_1alpha,40,68.99294263697162,147.1145816568789,0.48335861089185717,0.010263357338927933,,
llama-2-7,Model_1alpha,41,65.08406706859778,139.2968305201312,4.787103704697298,0.04225331824287896,,
llama-2-7,Model_1alpha,42,62.63876637669266,134.40622913632097,4.929261211335586,0.05079580752330611,,
llama-2-7,Model_1alpha,43,66.21515260204802,141.55900158703173,1.1139426678461521,0.5097838909612014,,
llama-2-7,Model_1alpha,44,56.20464345897956,121.5379833008948,2.3593359678452317,0.5824808987383365,,
llama-2-7,Model_1alpha,45,62.14932947712816,133.427355337192,2.7620684320456683,0.13688805953519353,,
llama-2-7,Model_1alpha,46,64.00478589724557,137.13826817742682,2.0606923960307375,0.2576989041897499,,
llama-2-7,Model_1alpha,47,57.28908526644315,123.70686691582198,3.2832586262932315,0.34013532688335185,,
llama-2-7,Model_1alpha,48,63.00619512438198,135.14108663169964,2.1030085597396235,0.457426257889782,,
llama-2-7,Model_1alpha,49,60.00920166614591,129.1470997152275,8.75718670185214,0.056201668501398835,,
