,run,trials_idx,context,actions,rewards
220,2,28,1.0,1.0,0.0
221,2,29,2.0,1.0,0.0
222,2,30,2.0,1.0,1.0
223,2,31,1.0,0.0,1.0
224,2,32,0.0,1.0,0.0
225,2,33,1.0,0.0,1.0
226,2,34,1.0,0.0,1.0
227,2,35,2.0,1.0,1.0
228,2,36,2.0,1.0,1.0
229,2,37,0.0,0.0,0.0
230,2,38,1.0,0.0,1.0
231,2,39,3.0,1.0,0.0
232,2,40,1.0,0.0,0.0
233,2,41,0.0,1.0,0.0
234,2,42,3.0,1.0,1.0
235,2,43,3.0,1.0,1.0
236,2,44,2.0,1.0,1.0
237,2,45,3.0,1.0,1.0
238,2,46,2.0,1.0,0.0
239,2,47,0.0,1.0,1.0
240,2,48,0.0,1.0,0.0
241,2,49,2.0,1.0,1.0
242,2,50,1.0,0.0,1.0
243,2,51,0.0,1.0,1.0
244,2,52,3.0,1.0,0.0
245,2,53,2.0,1.0,1.0
246,2,54,1.0,0.0,0.0
247,2,55,0.0,1.0,0.0
248,2,56,2.0,1.0,1.0
249,2,57,3.0,1.0,1.0
250,2,58,1.0,0.0,1.0
251,2,59,1.0,0.0,1.0
252,2,60,3.0,1.0,1.0
253,2,61,2.0,1.0,0.0
254,2,62,0.0,1.0,0.0
255,2,63,3.0,1.0,1.0
256,2,64,1.0,0.0,1.0
257,2,65,2.0,1.0,1.0
258,2,66,3.0,1.0,1.0
259,2,67,3.0,1.0,1.0
260,2,68,1.0,0.0,0.0
261,2,69,2.0,1.0,1.0
262,2,70,0.0,1.0,0.0
263,2,71,0.0,1.0,0.0
264,2,72,2.0,1.0,1.0
265,2,73,1.0,0.0,1.0
266,2,74,3.0,1.0,1.0
267,2,75,0.0,0.0,0.0
268,2,76,0.0,1.0,1.0
269,2,77,3.0,1.0,0.0
270,2,78,1.0,0.0,1.0
271,2,79,2.0,1.0,0.0
272,2,80,1.0,0.0,0.0
273,2,81,3.0,1.0,1.0
274,2,82,3.0,1.0,1.0
275,2,83,1.0,0.0,1.0
276,2,84,1.0,0.0,1.0
277,2,85,3.0,1.0,0.0
278,2,86,2.0,1.0,1.0
279,2,87,1.0,0.0,1.0
280,2,88,3.0,1.0,1.0
281,2,89,2.0,1.0,0.0
282,2,90,2.0,1.0,1.0
283,2,91,0.0,1.0,0.0
284,2,92,0.0,1.0,1.0
285,2,93,2.0,1.0,1.0
286,2,94,0.0,1.0,0.0
287,2,95,0.0,0.0,0.0
288,3,0,0.0,0.0,0.0
289,3,1,0.0,0.0,0.0
290,3,2,0.0,1.0,0.0
291,3,3,0.0,0.0,1.0
292,3,4,1.0,0.0,1.0
293,3,5,2.0,1.0,0.0
294,3,6,2.0,0.0,0.0
295,3,7,1.0,0.0,1.0
296,3,8,3.0,1.0,0.0
297,3,9,2.0,0.0,0.0
298,3,10,1.0,0.0,1.0
299,3,11,3.0,1.0,1.0
300,3,12,3.0,1.0,1.0
301,3,13,2.0,0.0,0.0
302,3,14,1.0,0.0,0.0
303,3,15,3.0,1.0,1.0
304,3,16,3.0,1.0,0.0
305,3,17,1.0,0.0,1.0
306,3,18,0.0,0.0,0.0
307,3,19,1.0,0.0,1.0
308,3,20,3.0,1.0,1.0
309,3,21,0.0,0.0,0.0
310,3,22,2.0,0.0,0.0
311,3,23,0.0,1.0,0.0
312,3,24,1.0,1.0,1.0
313,3,25,2.0,1.0,0.0
314,3,26,2.0,1.0,1.0
315,3,27,2.0,0.0,0.0
316,3,28,1.0,0.0,1.0
317,3,29,3.0,1.0,1.0
318,3,30,0.0,0.0,1.0
319,3,31,3.0,1.0,1.0
320,3,32,3.0,0.0,0.0
321,3,33,2.0,0.0,1.0
322,3,34,1.0,1.0,1.0
323,3,35,0.0,0.0,0.0
324,3,36,2.0,0.0,0.0
325,3,37,0.0,0.0,1.0
326,3,38,1.0,1.0,0.0
327,3,39,3.0,1.0,1.0
328,3,40,2.0,0.0,0.0
329,3,41,3.0,1.0,1.0
330,3,42,1.0,0.0,1.0
331,3,43,1.0,1.0,0.0
332,3,44,3.0,1.0,1.0
333,3,45,0.0,0.0,0.0
334,3,46,2.0,1.0,1.0
335,3,47,0.0,0.0,0.0
336,3,48,0.0,0.0,0.0
337,3,49,1.0,0.0,1.0
338,3,50,1.0,1.0,0.0
339,3,51,2.0,1.0,0.0
340,3,52,1.0,1.0,0.0
341,3,53,3.0,1.0,0.0
342,3,54,0.0,0.0,0.0
343,3,55,3.0,1.0,1.0
344,3,56,2.0,0.0,0.0
345,3,57,2.0,1.0,1.0
346,3,58,0.0,0.0,0.0
347,3,59,3.0,1.0,1.0
348,3,60,2.0,0.0,0.0
349,3,61,1.0,0.0,0.0
350,3,62,3.0,1.0,1.0
351,3,63,0.0,0.0,1.0
352,3,64,2.0,0.0,1.0
353,3,65,2.0,1.0,1.0
354,3,66,3.0,1.0,1.0
355,3,67,0.0,0.0,0.0
356,3,68,0.0,1.0,0.0
357,3,69,2.0,0.0,0.0
358,3,70,0.0,0.5,0.0
359,3,71,3.0,1.0,1.0
360,3,72,1.0,0.0,1.0
361,3,73,1.0,0.0,1.0
362,3,74,3.0,1.0,1.0
363,3,75,0.0,0.0,1.0
364,3,76,2.0,1.0,1.0
365,3,77,1.0,0.0,1.0
366,3,78,3.0,1.0,0.0
367,3,79,1.0,0.0,0.0
368,3,80,0.0,0.0,0.0
369,3,81,0.0,0.0,0.0
370,3,82,0.0,1.0,0.0
371,3,83,2.0,1.0,1.0
372,3,84,1.0,0.0,1.0
373,3,85,2.0,1.0,0.0
374,3,86,1.0,0.0,1.0
375,3,87,3.0,1.0,0.0
376,3,88,3.0,1.0,1.0
377,3,89,2.0,0.0,0.0
378,3,90,1.0,0.0,1.0
379,3,91,2.0,1.0,1.0
380,3,92,3.0,1.0,1.0
381,3,93,3.0,1.0,1.0
382,3,94,1.0,0.0,0.0
383,3,95,0.0,0.0,1.0
384,4,0,2.0,1.0,1.0
385,4,1,1.0,1.0,0.0
386,4,2,3.0,0.0,1.0
387,4,3,2.0,1.0,1.0
388,4,4,1.0,1.0,0.0
389,4,5,0.0,0.0,0.0
390,4,6,3.0,0.0,1.0
391,4,7,3.0,0.0,0.0
392,4,8,3.0,0.0,1.0
393,4,9,0.0,1.0,1.0
394,4,10,1.0,0.0,0.0
395,4,11,2.0,1.0,1.0
396,4,12,1.0,0.0,1.0
397,4,13,0.0,1.0,0.0
398,4,14,2.0,1.0,0.0
399,4,15,0.0,0.0,0.0
400,4,16,2.0,1.0,1.0
401,4,17,0.0,0.0,0.0
402,4,18,1.0,1.0,0.0
403,4,19,3.0,0.0,1.0
404,4,20,0.0,1.0,0.0
405,4,21,0.0,1.0,1.0
406,4,22,3.0,0.0,1.0
407,4,23,1.0,0.0,0.0
408,4,24,0.0,1.0,0.0
409,4,25,1.0,1.0,0.0
410,4,26,3.0,0.0,1.0
411,4,27,2.0,1.0,1.0
412,4,28,3.0,1.0,0.0
413,4,29,2.0,1.0,1.0
414,4,30,2.0,1.0,0.0
415,4,31,1.0,0.0,1.0
416,4,32,0.0,1.0,1.0
417,4,33,3.0,0.0,1.0
418,4,34,1.0,0.0,1.0
419,4,35,2.0,1.0,1.0
420,4,36,2.0,0.0,1.0
421,4,37,0.0,1.0,0.0
422,4,38,3.0,0.0,0.0
423,4,39,0.0,1.0,0.0
424,4,40,2.0,1.0,1.0
425,4,41,1.0,0.0,0.0
426,4,42,3.0,0.0,1.0
427,4,43,1.0,0.0,1.0
428,4,44,2.0,1.0,1.0
429,4,45,0.0,1.0,0.0
430,4,46,1.0,0.0,1.0
431,4,47,3.0,0.0,1.0
432,4,48,2.0,1.0,1.0
433,4,49,2.0,0.0,1.0
434,4,50,0.0,1.0,0.0
435,4,51,0.0,1.0,0.0
436,4,52,1.0,0.0,1.0
437,4,53,2.0,1.0,1.0
438,4,54,3.0,0.0,1.0
439,4,55,1.0,0.0,1.0
440,4,56,1.0,1.0,0.0
441,4,57,2.0,1.0,1.0
442,4,58,3.0,0.0,1.0
443,4,59,3.0,1.0,1.0
444,4,60,1.0,0.0,0.0
445,4,61,0.0,1.0,1.0
446,4,62,0.0,0.0,0.0
447,4,63,3.0,0.0,0.0
448,4,64,2.0,1.0,1.0
449,4,65,0.0,1.0,1.0
450,4,66,3.0,0.0,1.0
451,4,67,2.0,1.0,1.0
452,4,68,0.0,1.0,0.0
453,4,69,2.0,1.0,0.0
454,4,70,2.0,1.0,1.0
455,4,71,1.0,0.0,1.0
456,4,72,1.0,0.0,1.0
457,4,73,3.0,0.0,0.0
458,4,74,1.0,0.0,1.0
459,4,75,0.0,1.0,0.0
460,4,76,3.0,0.0,1.0
461,4,77,1.0,0.0,0.0
462,4,78,3.0,0.0,1.0
463,4,79,0.0,0.0,0.0
464,4,80,1.0,0.0,1.0
465,4,81,0.0,1.0,0.0
466,4,82,2.0,1.0,0.0
467,4,83,1.0,1.0,0.0
468,4,84,1.0,1.0,0.0
469,4,85,0.0,1.0,0.0
470,4,86,2.0,1.0,1.0
471,4,87,1.0,1.0,1.0
472,4,88,3.0,0.0,1.0
473,4,89,3.0,0.0,0.0
474,4,90,2.0,1.0,1.0
475,4,91,3.0,0.0,1.0
476,4,92,0.0,1.0,1.0
477,4,93,2.0,1.0,1.0
478,4,94,3.0,0.0,1.0
479,4,95,0.0,0.0,0.0
480,5,0,2.0,0.0,0.0
481,5,1,3.0,0.0,1.0
482,5,2,0.0,1.0,1.0
483,5,3,0.0,1.0,0.0
484,5,4,3.0,0.0,0.0
485,5,5,1.0,1.0,0.0
486,5,6,3.0,0.0,1.0
487,5,7,3.0,0.0,1.0
488,5,8,2.0,1.0,1.0
489,5,9,0.0,0.0,0.0
490,5,10,1.0,0.0,1.0
491,5,11,0.0,1.0,0.0
492,5,12,2.0,0.0,1.0
493,5,13,1.0,0.0,1.0
494,5,14,1.0,0.0,0.0
495,5,15,2.0,0.0,0.0
496,5,16,3.0,0.0,1.0
497,5,17,0.0,1.0,1.0
498,5,18,2.0,1.0,1.0
499,5,19,1.0,0.0,1.0
500,5,20,1.0,1.0,0.0
501,5,21,2.0,0.0,0.0
502,5,22,0.0,1.0,0.0
503,5,23,1.0,0.0,0.0
504,5,24,3.0,0.0,1.0
505,5,25,0.0,0.0,0.0
506,5,26,3.0,0.0,0.0
507,5,27,0.0,1.0,0.0
508,5,28,3.0,0.0,1.0
509,5,29,2.0,1.0,1.0
510,5,30,2.0,1.0,0.0
511,5,31,1.0,0.0,1.0
512,5,32,1.0,0.0,0.0
513,5,33,1.0,0.0,1.0
514,5,34,2.0,1.0,0.0
515,5,35,3.0,0.0,1.0
516,5,36,2.0,1.0,1.0
517,5,37,0.0,0.0,0.0
518,5,38,3.0,0.0,1.0
519,5,39,3.0,0.0,0.0
520,5,40,2.0,1.0,1.0
521,5,41,1.0,0.0,1.0
522,5,42,0.0,1.0,1.0
523,5,43,0.0,1.0,0.0
524,5,44,3.0,0.0,1.0
525,5,45,2.0,1.0,1.0
526,5,46,1.0,0.0,1.0
527,5,47,0.0,1.0,0.0
528,5,48,1.0,0.0,1.0
529,5,49,0.0,1.0,0.0
530,5,50,0.0,1.0,0.0
531,5,51,0.0,1.0,0.0
532,5,52,3.0,0.0,0.0
533,5,53,0.0,1.0,1.0
534,5,54,2.0,1.0,0.0
535,5,55,1.0,0.0,1.0
536,5,56,1.0,0.0,1.0
537,5,57,2.0,1.0,1.0
538,5,58,3.0,0.0,1.0
539,5,59,2.0,1.0,1.0
540,5,60,3.0,0.0,1.0
541,5,61,2.0,1.0,1.0
542,5,62,1.0,0.0,0.0
543,5,63,3.0,0.0,1.0
544,5,64,1.0,0.0,0.0
545,5,65,0.0,1.0,1.0
546,5,66,3.0,0.0,1.0
547,5,67,1.0,1.0,0.0
548,5,68,0.0,1.0,0.0
549,5,69,3.0,0.0,1.0
550,5,70,0.0,1.0,0.0
551,5,71,3.0,0.0,0.0
552,5,72,0.0,1.0,0.0
553,5,73,1.0,0.0,1.0
554,5,74,3.0,0.0,1.0
555,5,75,2.0,1.0,0.0
556,5,76,2.0,0.0,0.0
557,5,77,2.0,1.0,1.0
558,5,78,2.0,1.0,1.0
559,5,79,1.0,1.0,0.0
560,5,80,0.0,1.0,0.0
561,5,81,1.0,0.0,1.0
562,5,82,1.0,0.0,1.0
563,5,83,3.0,0.0,0.0
564,5,84,3.0,0.0,1.0
565,5,85,0.0,0.0,1.0
566,5,86,3.0,0.0,1.0
567,5,87,0.0,0.0,0.0
568,5,88,1.0,0.0,0.0
569,5,89,0.0,1.0,0.0
570,5,90,1.0,0.0,1.0
571,5,91,2.0,1.0,1.0
572,5,92,2.0,1.0,1.0
573,5,93,2.0,1.0,1.0
574,5,94,3.0,0.0,1.0
575,5,95,2.0,1.0,0.0
576,6,0,1.0,1.0,0.0
577,6,1,1.0,0.0,1.0
578,6,2,1.0,0.0,0.0
579,6,3,3.0,1.0,1.0
580,6,4,3.0,1.0,1.0
581,6,5,0.0,0.0,0.0
582,6,6,1.0,0.0,1.0
583,6,7,0.0,0.0,0.0
584,6,8,2.0,1.0,0.0
585,6,9,3.0,0.0,1.0
586,6,10,2.0,0.0,0.0
587,6,11,0.0,1.0,1.0
588,6,12,0.0,1.0,0.0
589,6,13,3.0,0.0,0.0
590,6,14,2.0,0.0,0.0
591,6,15,2.0,1.0,1.0
592,6,16,3.0,0.0,0.0
593,6,17,3.0,1.0,1.0
594,6,18,2.0,1.0,1.0
595,6,19,1.0,0.0,1.0
596,6,20,0.0,1.0,0.0
597,6,21,2.0,1.0,1.0
598,6,22,2.0,0.0,1.0
599,6,23,1.0,1.0,0.0
600,6,24,0.0,1.0,1.0
601,6,25,1.0,0.0,1.0
602,6,26,0.0,1.0,0.0
603,6,27,2.0,1.0,1.0
604,6,28,3.0,0.0,1.0
605,6,29,0.0,1.0,0.0
606,6,30,3.0,0.0,1.0
607,6,31,1.0,0.0,0.0
608,6,32,3.0,1.0,1.0
609,6,33,3.0,1.0,1.0
610,6,34,2.0,1.0,1.0
611,6,35,0.0,0.0,0.0
612,6,36,0.0,1.0,0.0
613,6,37,0.0,0.0,1.0
614,6,38,1.0,0.0,1.0
615,6,39,0.0,0.0,0.0
616,6,40,3.0,0.0,0.0
617,6,41,1.0,0.5,0.0
618,6,42,1.0,1.0,0.0
619,6,43,2.0,1.0,1.0
620,6,44,3.0,0.0,1.0
621,6,45,2.0,1.0,0.0
622,6,46,2.0,0.0,0.0
623,6,47,1.0,0.0,0.0
624,6,48,1.0,1.0,0.0
625,6,49,3.0,0.0,1.0
626,6,50,0.0,1.0,0.0
627,6,51,0.0,0.0,1.0
628,6,52,3.0,0.0,0.0
629,6,53,0.0,1.0,0.0
630,6,54,2.0,1.0,1.0
631,6,55,1.0,0.0,1.0
632,6,56,1.0,0.0,1.0
633,6,57,3.0,0.0,1.0
634,6,58,2.0,1.0,1.0
635,6,59,2.0,1.0,0.0
636,6,60,1.0,0.0,0.0
637,6,61,2.0,1.0,1.0
638,6,62,0.0,0.0,0.0
639,6,63,3.0,0.0,1.0
640,6,64,2.0,1.0,1.0
641,6,65,3.0,0.0,1.0
642,6,66,3.0,0.0,0.0
643,6,67,1.0,0.0,1.0
644,6,68,2.0,1.0,0.0
645,6,69,0.0,0.0,1.0
646,6,70,3.0,0.0,1.0
647,6,71,2.0,1.0,1.0
648,6,72,0.0,0.0,0.0
649,6,73,3.0,0.0,1.0
650,6,74,1.0,0.0,0.0
651,6,75,2.0,1.0,1.0
652,6,76,1.0,0.0,1.0
653,6,77,1.0,0.0,1.0
654,6,78,0.0,0.0,0.0
655,6,79,0.0,1.0,0.0
656,6,80,1.0,0.0,1.0
657,6,81,1.0,0.0,1.0
658,6,82,3.0,0.0,1.0
659,6,83,2.0,1.0,0.0
660,6,84,1.0,0.0,0.0
661,6,85,0.0,1.0,0.0
662,6,86,2.0,1.0,1.0
663,6,87,0.0,0.0,0.0
664,6,88,2.0,1.0,1.0
665,6,89,2.0,1.0,1.0
666,6,90,3.0,0.0,1.0
667,6,91,1.0,0.0,1.0
668,6,92,3.0,1.0,0.0
669,6,93,3.0,0.0,1.0
670,6,94,0.0,0.0,1.0
671,6,95,0.0,0.0,0.0
672,7,0,1.0,0.0,1.0
673,7,1,2.0,1.0,1.0
674,7,2,1.0,0.0,0.0
675,7,3,3.0,1.0,1.0
676,7,4,2.0,1.0,1.0
677,7,5,0.0,0.0,1.0
678,7,6,3.0,1.0,1.0
679,7,7,1.0,0.0,1.0
680,7,8,1.0,0.0,1.0
681,7,9,2.0,1.0,1.0
682,7,10,3.0,1.0,0.0
683,7,11,3.0,1.0,1.0
684,7,12,2.0,1.0,0.0
685,7,13,0.0,0.0,0.0
686,7,14,0.0,0.0,0.0
687,7,15,0.0,1.0,0.0
688,7,16,2.0,0.0,0.0
689,7,17,3.0,1.0,0.0
690,7,18,3.0,0.0,1.0
691,7,19,2.0,0.0,1.0
692,7,20,0.0,0.0,0.0
693,7,21,1.0,0.0,1.0
694,7,22,3.0,1.0,1.0
695,7,23,1.0,0.0,1.0
696,7,24,0.0,0.0,0.0
697,7,25,0.0,1.0,0.0
698,7,26,1.0,0.0,0.0
699,7,27,1.0,0.0,1.0
700,7,28,0.0,1.0,1.0
701,7,29,2.0,0.0,0.0
702,7,30,2.0,1.0,1.0
703,7,31,3.0,1.0,1.0
704,7,32,1.0,0.0,1.0
705,7,33,2.0,1.0,1.0
706,7,34,3.0,1.0,1.0
707,7,35,0.0,1.0,0.0
708,7,36,3.0,1.0,1.0
709,7,37,2.0,1.0,0.0
710,7,38,0.0,0.0,1.0
711,7,39,0.0,1.0,0.0
712,7,40,1.0,0.0,1.0
713,7,41,1.0,0.0,0.0
714,7,42,2.0,1.0,1.0
715,7,43,2.0,1.0,1.0
716,7,44,0.0,0.0,0.0
717,7,45,3.0,1.0,0.0
718,7,46,3.0,1.0,1.0
719,7,47,1.0,0.0,1.0
720,7,48,3.0,1.0,0.0
721,7,49,0.0,0.0,0.0
722,7,50,3.0,1.0,1.0
723,7,51,0.0,0.0,0.0
724,7,52,0.0,0.0,0.0
725,7,53,2.0,1.0,1.0
726,7,54,2.0,1.0,1.0
727,7,55,2.0,0.0,0.0
728,7,56,1.0,0.0,1.0
729,7,57,1.0,0.0,0.0
730,7,58,1.0,0.0,1.0
731,7,59,3.0,1.0,1.0
732,7,60,3.0,1.0,1.0
733,7,61,0.0,1.0,1.0
734,7,62,1.0,1.0,0.0
735,7,63,2.0,1.0,0.0
736,7,64,3.0,1.0,1.0
737,7,65,1.0,0.0,0.0
738,7,66,1.0,0.0,1.0
739,7,67,2.0,1.0,0.0
740,7,68,2.0,0.0,0.0
741,7,69,1.0,0.0,1.0
742,7,70,3.0,1.0,0.0
743,7,71,2.0,1.0,1.0
744,7,72,0.0,0.0,0.0
745,7,73,1.0,0.0,1.0
746,7,74,3.0,1.0,1.0
747,7,75,2.0,1.0,1.0
748,7,76,0.0,0.0,0.0
749,7,77,0.0,0.0,0.0
750,7,78,0.0,1.0,1.0
751,7,79,3.0,1.0,1.0
752,7,80,1.0,0.0,1.0
753,7,81,3.0,1.0,0.0
754,7,82,3.0,0.0,1.0
755,7,83,2.0,1.0,1.0
756,7,84,3.0,1.0,1.0
757,7,85,2.0,1.0,1.0
758,7,86,1.0,0.0,0.0
759,7,87,2.0,1.0,1.0
760,7,88,0.0,0.0,0.0
761,7,89,0.0,1.0,0.0
762,7,90,3.0,1.0,1.0
763,7,91,0.0,1.0,1.0
764,7,92,1.0,0.0,1.0
765,7,93,2.0,1.0,0.0
766,7,94,1.0,0.0,1.0
767,7,95,0.0,1.0,0.0
768,8,0,3.0,0.0,1.0
769,8,1,0.0,1.0,0.0
770,8,2,2.0,0.0,0.0
771,8,3,1.0,0.0,1.0
772,8,4,1.0,0.0,1.0
773,8,5,0.0,1.0,1.0
