,run,trials_idx,context,actions,rewards
774,8,6,3.0,0.0,1.0
775,8,7,3.0,0.0,0.0
776,8,8,3.0,1.0,1.0
777,8,9,1.0,0.0,0.0
778,8,10,0.0,1.0,0.0
779,8,11,2.0,0.0,0.0
780,8,12,2.0,0.0,0.0
781,8,13,0.0,1.0,0.0
782,8,14,1.0,1.0,0.0
783,8,15,2.0,1.0,0.0
784,8,16,0.0,0.0,1.0
785,8,17,2.0,0.0,0.0
786,8,18,0.0,0.0,0.0
787,8,19,2.0,0.0,0.0
788,8,20,1.0,0.0,1.0
789,8,21,1.0,0.0,0.0
790,8,22,1.0,0.0,1.0
791,8,23,3.0,1.0,1.0
792,8,24,0.0,0.0,0.0
793,8,25,3.0,0.0,0.0
794,8,26,3.0,1.0,1.0
795,8,27,3.0,1.0,1.0
796,8,28,2.0,0.0,0.0
797,8,29,0.0,0.0,0.0
798,8,30,2.0,0.0,1.0
799,8,31,1.0,0.0,1.0
800,8,32,3.0,1.0,1.0
801,8,33,3.0,1.0,1.0
802,8,34,0.0,0.0,0.0
803,8,35,2.0,0.0,1.0
804,8,36,2.0,0.0,0.0
805,8,37,0.0,0.0,0.0
806,8,38,2.0,0.0,0.0
807,8,39,1.0,0.0,1.0
808,8,40,1.0,0.0,1.0
809,8,41,1.0,0.0,1.0
810,8,42,3.0,1.0,1.0
811,8,43,0.0,0.0,0.0
812,8,44,1.0,0.0,0.0
813,8,45,3.0,1.0,0.0
814,8,46,0.0,0.0,1.0
815,8,47,2.0,0.0,0.0
816,8,48,0.0,0.0,0.0
817,8,49,3.0,1.0,0.0
818,8,50,0.0,0.0,0.0
819,8,51,1.0,0.0,1.0
820,8,52,1.0,0.0,0.0
821,8,53,1.0,0.0,1.0
822,8,54,2.0,0.0,0.0
823,8,55,0.0,0.0,1.0
824,8,56,0.0,0.0,0.0
825,8,57,2.0,0.0,0.0
826,8,58,1.0,0.0,1.0
827,8,59,2.0,0.0,0.0
828,8,60,3.0,1.0,1.0
829,8,61,2.0,1.0,0.0
830,8,62,3.0,1.0,1.0
831,8,63,3.0,1.0,1.0
832,8,64,0.0,1.0,0.0
833,8,65,1.0,0.0,1.0
834,8,66,2.0,1.0,0.0
835,8,67,1.0,0.0,1.0
836,8,68,2.0,0.0,0.0
837,8,69,0.0,0.0,0.0
838,8,70,3.0,1.0,0.0
839,8,71,0.0,1.0,0.0
840,8,72,3.0,1.0,1.0
841,8,73,3.0,1.0,1.0
842,8,74,2.0,0.0,0.0
843,8,75,1.0,0.0,0.0
844,8,76,3.0,1.0,1.0
845,8,77,1.0,0.0,1.0
846,8,78,2.0,0.0,0.0
847,8,79,0.0,0.0,1.0
848,8,80,2.0,0.0,0.0
849,8,81,2.0,0.0,0.0
850,8,82,1.0,0.0,1.0
851,8,83,3.0,1.0,0.0
852,8,84,0.0,0.0,0.0
853,8,85,0.0,0.0,0.0
854,8,86,1.0,0.0,0.0
855,8,87,3.0,1.0,1.0
856,8,88,2.0,1.0,0.0
857,8,89,3.0,1.0,1.0
858,8,90,2.0,1.0,1.0
859,8,91,3.0,1.0,1.0
860,8,92,0.0,1.0,1.0
861,8,93,0.0,1.0,0.0
862,8,94,1.0,0.0,1.0
863,8,95,1.0,0.0,1.0
864,9,0,0.0,1.0,0.0
865,9,1,3.0,1.0,1.0
866,9,2,0.0,0.0,0.0
867,9,3,3.0,0.0,1.0
868,9,4,1.0,1.0,0.0
869,9,5,0.0,0.0,1.0
870,9,6,0.0,0.0,0.0
871,9,7,1.0,0.0,1.0
872,9,8,2.0,1.0,1.0
873,9,9,2.0,1.0,0.0
874,9,10,3.0,0.0,1.0
875,9,11,2.0,0.0,0.0
876,9,12,3.0,1.0,0.0
877,9,13,2.0,0.0,0.0
878,9,14,1.0,0.0,0.0
879,9,15,1.0,1.0,0.0
880,9,16,2.0,0.0,0.0
881,9,17,1.0,0.0,1.0
882,9,18,3.0,1.0,1.0
883,9,19,1.0,0.0,1.0
884,9,20,0.0,0.0,1.0
885,9,21,2.0,0.0,1.0
886,9,22,2.0,1.0,1.0
887,9,23,1.0,0.0,0.0
888,9,24,0.0,1.0,0.0
889,9,25,3.0,0.0,1.0
890,9,26,0.0,1.0,0.0
891,9,27,3.0,0.0,1.0
892,9,28,0.0,0.0,0.0
893,9,29,1.0,1.0,0.0
894,9,30,2.0,0.0,0.0
895,9,31,3.0,1.0,0.0
896,9,32,1.0,0.0,1.0
897,9,33,1.0,0.0,1.0
898,9,34,3.0,0.0,0.0
899,9,35,0.0,0.0,1.0
900,9,36,2.0,1.0,1.0
901,9,37,0.0,0.0,0.0
902,9,38,2.0,1.0,0.0
903,9,39,0.0,0.0,0.0
904,9,40,2.0,0.0,0.0
905,9,41,1.0,0.0,1.0
906,9,42,3.0,1.0,1.0
907,9,43,2.0,1.0,1.0
908,9,44,3.0,1.0,1.0
909,9,45,3.0,1.0,1.0
910,9,46,1.0,1.0,1.0
911,9,47,0.0,0.0,0.0
912,9,48,3.0,1.0,1.0
913,9,49,1.0,1.0,1.0
914,9,50,3.0,1.0,1.0
915,9,51,1.0,1.0,0.0
916,9,52,3.0,1.0,1.0
917,9,53,1.0,0.0,1.0
918,9,54,1.0,0.0,1.0
919,9,55,2.0,0.0,0.0
920,9,56,0.0,0.0,0.0
921,9,57,0.0,1.0,0.0
922,9,58,0.0,0.0,1.0
923,9,59,0.0,0.0,0.0
924,9,60,2.0,1.0,1.0
925,9,61,3.0,1.0,0.0
926,9,62,2.0,0.0,1.0
927,9,63,2.0,0.0,0.0
928,9,64,2.0,1.0,1.0
929,9,65,3.0,1.0,1.0
930,9,66,1.0,1.0,0.0
931,9,67,1.0,0.0,1.0
932,9,68,0.0,0.0,0.0
933,9,69,0.0,1.0,1.0
934,9,70,0.0,1.0,0.0
935,9,71,2.0,0.0,1.0
936,9,72,1.0,0.0,1.0
937,9,73,3.0,1.0,1.0
938,9,74,3.0,1.0,1.0
939,9,75,0.0,0.0,0.0
940,9,76,3.0,1.0,0.0
941,9,77,2.0,0.0,0.0
942,9,78,1.0,1.0,1.0
943,9,79,2.0,1.0,1.0
944,9,80,0.0,0.0,0.0
945,9,81,1.0,0.0,0.0
946,9,82,2.0,1.0,1.0
947,9,83,3.0,1.0,1.0
948,9,84,3.0,1.0,0.0
949,9,85,2.0,0.0,1.0
950,9,86,0.0,0.0,0.0
951,9,87,3.0,1.0,1.0
952,9,88,0.0,1.0,0.0
953,9,89,1.0,0.0,1.0
954,9,90,1.0,1.0,0.0
955,9,91,2.0,1.0,1.0
956,9,92,2.0,1.0,1.0
957,9,93,1.0,0.0,1.0
958,9,94,0.0,0.0,1.0
959,9,95,3.0,0.0,1.0
960,10,0,0.0,0.0,1.0
961,10,1,3.0,1.0,1.0
962,10,2,1.0,0.0,1.0
963,10,3,1.0,0.0,1.0
964,10,4,3.0,1.0,1.0
965,10,5,0.0,0.0,0.0
966,10,6,2.0,1.0,1.0
967,10,7,1.0,1.0,1.0
968,10,8,0.0,0.0,0.0
969,10,9,0.0,0.0,0.0
970,10,10,2.0,1.0,1.0
971,10,11,2.0,0.0,1.0
972,10,12,1.0,1.0,0.0
973,10,13,3.0,1.0,1.0
974,10,14,3.0,1.0,0.0
975,10,15,2.0,1.0,1.0
976,10,16,1.0,0.0,1.0
977,10,17,1.0,0.0,0.0
978,10,18,1.0,0.0,1.0
979,10,19,3.0,1.0,1.0
980,10,20,2.0,1.0,1.0
981,10,21,0.0,0.0,0.0
982,10,22,3.0,1.0,1.0
983,10,23,2.0,1.0,0.0
984,10,24,0.0,0.0,0.0
985,10,25,3.0,1.0,0.0
986,10,26,0.0,0.0,0.0
987,10,27,1.0,1.0,0.0
988,10,28,3.0,1.0,1.0
989,10,29,2.0,1.0,1.0
990,10,30,2.0,1.0,1.0
991,10,31,0.0,0.0,1.0
992,10,32,0.0,0.0,1.0
993,10,33,1.0,0.0,0.0
994,10,34,1.0,0.0,1.0
995,10,35,0.0,0.0,0.0
996,10,36,0.0,0.0,0.0
997,10,37,2.0,1.0,1.0
998,10,38,2.0,1.0,0.0
999,10,39,2.0,1.0,1.0
1000,10,40,2.0,1.0,1.0
1001,10,41,3.0,1.0,1.0
1002,10,42,1.0,0.0,1.0
1003,10,43,1.0,0.0,1.0
1004,10,44,3.0,1.0,1.0
1005,10,45,0.0,1.0,0.0
1006,10,46,3.0,1.0,0.0
1007,10,47,3.0,0.0,1.0
1008,10,48,0.0,1.0,0.0
1009,10,49,3.0,1.0,1.0
1010,10,50,0.0,0.0,1.0
1011,10,51,0.0,0.0,0.0
1012,10,52,1.0,0.0,0.0
1013,10,53,3.0,1.0,1.0
1014,10,54,2.0,1.0,1.0
1015,10,55,1.0,0.0,1.0
1016,10,56,2.0,1.0,1.0
1017,10,57,2.0,1.0,0.0
1018,10,58,0.0,0.0,0.0
1019,10,59,3.0,1.0,1.0
1020,10,60,1.0,0.0,1.0
1021,10,61,3.0,1.0,0.0
1022,10,62,1.0,0.0,1.0
1023,10,63,2.0,1.0,1.0
1024,10,64,2.0,1.0,1.0
1025,10,65,2.0,1.0,1.0
1026,10,66,3.0,1.0,0.0
1027,10,67,2.0,1.0,1.0
1028,10,68,3.0,1.0,1.0
1029,10,69,2.0,1.0,0.0
1030,10,70,1.0,0.0,1.0
1031,10,71,0.0,0.0,0.0
1032,10,72,0.0,0.0,1.0
1033,10,73,3.0,1.0,1.0
1034,10,74,1.0,0.0,1.0
1035,10,75,0.0,0.0,0.0
1036,10,76,1.0,0.0,0.0
1037,10,77,3.0,1.0,1.0
1038,10,78,0.0,0.0,0.0
1039,10,79,1.0,0.0,1.0
1040,10,80,2.0,1.0,1.0
1041,10,81,0.0,0.0,0.0
1042,10,82,0.0,0.0,1.0
1043,10,83,1.0,0.0,0.0
1044,10,84,2.0,1.0,1.0
1045,10,85,0.0,0.0,0.0
1046,10,86,1.0,0.0,1.0
1047,10,87,3.0,1.0,1.0
1048,10,88,0.0,0.0,0.0
1049,10,89,2.0,1.0,0.0
1050,10,90,3.0,1.0,0.0
1051,10,91,1.0,0.0,1.0
1052,10,92,3.0,1.0,1.0
1053,10,93,1.0,0.0,1.0
1054,10,94,2.0,1.0,1.0
1055,10,95,3.0,1.0,1.0
1056,11,0,2.0,1.0,1.0
1057,11,1,3.0,0.0,0.0
1058,11,2,1.0,1.0,0.0
1059,11,3,0.0,1.0,1.0
1060,11,4,0.0,1.0,0.0
1061,11,5,0.0,0.0,0.0
1062,11,6,0.0,0.0,0.0
1063,11,7,3.0,1.0,1.0
1064,11,8,1.0,1.0,0.0
1065,11,9,1.0,0.0,1.0
1066,11,10,3.0,1.0,1.0
1067,11,11,3.0,1.0,1.0
1068,11,12,2.0,1.0,0.0
1069,11,13,1.0,0.0,0.0
1070,11,14,2.0,1.0,1.0
1071,11,15,2.0,1.0,1.0
1072,11,16,0.0,0.5,0.0
1073,11,17,3.0,1.0,1.0
1074,11,18,2.0,1.0,0.0
1075,11,19,3.0,1.0,1.0
1076,11,20,1.0,0.0,0.0
1077,11,21,1.0,0.0,1.0
1078,11,22,0.0,0.0,0.0
1079,11,23,0.0,0.0,1.0
1080,11,24,3.0,1.0,0.0
1081,11,25,0.0,1.0,0.0
1082,11,26,2.0,1.0,1.0
1083,11,27,3.0,0.0,1.0
1084,11,28,2.0,0.0,0.0
1085,11,29,1.0,0.0,1.0
1086,11,30,1.0,1.0,0.0
1087,11,31,2.0,1.0,1.0
1088,11,32,3.0,0.0,1.0
1089,11,33,1.0,1.0,0.0
1090,11,34,2.0,1.0,0.0
1091,11,35,3.0,1.0,1.0
1092,11,36,2.0,0.0,0.0
1093,11,37,0.0,0.0,0.0
1094,11,38,3.0,0.0,0.0
1095,11,39,1.0,0.0,0.0
1096,11,40,3.0,0.0,1.0
1097,11,41,0.0,0.0,0.0
1098,11,42,1.0,0.0,1.0
1099,11,43,1.0,0.0,1.0
1100,11,44,0.0,1.0,1.0
1101,11,45,2.0,1.0,1.0
1102,11,46,2.0,1.0,1.0
1103,11,47,0.0,0.0,0.0
1104,11,48,2.0,1.0,1.0
1105,11,49,1.0,0.0,0.0
1106,11,50,1.0,1.0,0.0
1107,11,51,2.0,1.0,0.0
1108,11,52,0.0,1.0,0.0
1109,11,53,2.0,1.0,1.0
1110,11,54,0.0,0.0,0.0
1111,11,55,3.0,0.0,0.0
1112,11,56,1.0,1.0,0.0
1113,11,57,3.0,1.0,1.0
1114,11,58,3.0,1.0,1.0
1115,11,59,2.0,1.0,1.0
1116,11,60,3.0,0.0,1.0
1117,11,61,0.0,0.5,0.0
1118,11,62,1.0,1.0,0.0
1119,11,63,0.0,1.0,0.0
1120,11,64,1.0,1.0,0.0
1121,11,65,1.0,0.0,1.0
1122,11,66,2.0,1.0,1.0
1123,11,67,0.0,1.0,0.0
1124,11,68,3.0,1.0,1.0
1125,11,69,2.0,1.0,1.0
1126,11,70,0.0,0.0,0.0
1127,11,71,0.0,0.0,1.0
1128,11,72,1.0,0.0,1.0
1129,11,73,1.0,1.0,1.0
1130,11,74,3.0,1.0,1.0
1131,11,75,2.0,0.0,0.0
1132,11,76,0.0,1.0,0.0
1133,11,77,2.0,1.0,0.0
1134,11,78,3.0,1.0,0.0
1135,11,79,3.0,0.0,1.0
1136,11,80,3.0,0.0,0.0
1137,11,81,1.0,0.0,1.0
1138,11,82,3.0,1.0,1.0
1139,11,83,0.0,0.0,0.0
1140,11,84,1.0,0.0,0.0
1141,11,85,2.0,1.0,1.0
1142,11,86,2.0,1.0,0.0
1143,11,87,2.0,1.0,1.0
1144,11,88,0.0,0.0,0.0
1145,11,89,1.0,1.0,0.0
1146,11,90,0.0,1.0,0.0
1147,11,91,3.0,1.0,1.0
1148,11,92,3.0,1.0,1.0
1149,11,93,0.0,0.0,1.0
1150,11,94,1.0,0.0,1.0
1151,11,95,2.0,1.0,1.0
1152,12,0,3.0,1.0,1.0
1153,12,1,0.0,0.0,1.0
1154,12,2,0.0,0.0,0.0
1155,12,3,2.0,1.0,0.0
1156,12,4,3.0,0.0,1.0
1157,12,5,3.0,0.0,0.0
1158,12,6,1.0,1.0,0.0
1159,12,7,1.0,1.0,0.0
1160,12,8,1.0,0.0,0.0
1161,12,9,1.0,1.0,0.0
1162,12,10,3.0,0.0,1.0
1163,12,11,0.0,0.0,0.0
1164,12,12,2.0,0.0,0.0
1165,12,13,2.0,0.0,0.0
1166,12,14,2.0,0.0,0.0
1167,12,15,0.0,0.0,0.0
1168,12,16,1.0,1.0,0.0
1169,12,17,3.0,0.0,1.0
1170,12,18,2.0,1.0,1.0
1171,12,19,2.0,1.0,1.0
1172,12,20,0.0,1.0,0.0
1173,12,21,3.0,0.0,1.0
1174,12,22,3.0,0.0,0.0
1175,12,23,2.0,1.0,1.0
1176,12,24,0.0,0.0,1.0
1177,12,25,2.0,1.0,0.0
1178,12,26,1.0,1.0,0.0
1179,12,27,0.0,0.0,0.0
1180,12,28,1.0,1.0,1.0
1181,12,29,3.0,0.0,1.0
1182,12,30,1.0,1.0,0.0
1183,12,31,0.0,0.0,0.0
1184,12,32,3.0,0.0,0.0
1185,12,33,1.0,1.0,0.0
1186,12,34,3.0,0.0,1.0
1187,12,35,0.0,1.0,0.0
1188,12,36,3.0,1.0,1.0
1189,12,37,3.0,1.0,1.0
1190,12,38,0.0,0.0,0.0
1191,12,39,1.0,1.0,1.0
1192,12,40,2.0,0.0,0.0
1193,12,41,1.0,1.0,0.0
1194,12,42,2.0,0.0,0.0
1195,12,43,2.0,1.0,1.0
1196,12,44,2.0,1.0,0.0
1197,12,45,0.0,0.0,1.0
1198,12,46,1.0,1.0,0.0
1199,12,47,0.0,0.0,0.0
1200,12,48,0.0,1.0,0.0
1201,12,49,1.0,1.0,0.0
1202,12,50,2.0,0.0,0.0
1203,12,51,1.0,1.0,1.0
1204,12,52,3.0,1.0,0.0
1205,12,53,2.0,0.0,0.0
1206,12,54,0.0,0.0,0.0
1207,12,55,3.0,0.0,1.0
1208,12,56,1.0,1.0,0.0
1209,12,57,3.0,0.0,1.0
1210,12,58,2.0,0.0,1.0
1211,12,59,2.0,0.0,0.0
1212,12,60,0.0,0.0,0.0
1213,12,61,0.0,1.0,1.0
1214,12,62,1.0,1.0,0.0
1215,12,63,3.0,0.0,1.0
1216,12,64,0.0,0.0,0.0
1217,12,65,0.0,0.0,0.0
1218,12,66,1.0,1.0,0.0
1219,12,67,1.0,1.0,0.0
1220,12,68,1.0,0.0,1.0
1221,12,69,2.0,1.0,1.0
1222,12,70,3.0,1.0,0.0
1223,12,71,2.0,1.0,1.0
1224,12,72,0.0,1.0,1.0
1225,12,73,0.0,1.0,0.0
1226,12,74,3.0,0.0,1.0
1227,12,75,2.0,1.0,1.0
1228,12,76,3.0,0.0,1.0
1229,12,77,1.0,1.0,1.0
1230,12,78,2.0,0.0,1.0
1231,12,79,3.0,1.0,1.0
1232,12,80,1.0,1.0,0.0
1233,12,81,0.0,0.0,0.0
1234,12,82,2.0,1.0,1.0
1235,12,83,1.0,1.0,0.0
1236,12,84,3.0,0.0,0.0
1237,12,85,2.0,1.0,1.0
1238,12,86,2.0,1.0,0.0
1239,12,87,1.0,1.0,1.0
1240,12,88,0.0,0.0,1.0
1241,12,89,1.0,1.0,0.0
1242,12,90,2.0,0.0,0.0
1243,12,91,3.0,1.0,1.0
1244,12,92,3.0,1.0,1.0
1245,12,93,3.0,0.0,1.0
1246,12,94,0.0,0.0,0.0
1247,12,95,0.0,1.0,0.0
1248,13,0,3.0,1.0,1.0
1249,13,1,2.0,0.0,0.0
1250,13,2,2.0,1.0,1.0
1251,13,3,2.0,1.0,1.0
1252,13,4,1.0,0.0,0.0
1253,13,5,2.0,1.0,0.0
1254,13,6,0.0,0.0,0.0
1255,13,7,0.0,1.0,1.0
1256,13,8,3.0,1.0,0.0
1257,13,9,0.0,1.0,0.0
1258,13,10,3.0,1.0,1.0
1259,13,11,1.0,1.0,0.0
1260,13,12,0.0,1.0,0.0
1261,13,13,1.0,1.0,0.0
1262,13,14,3.0,1.0,1.0
1263,13,15,1.0,1.0,0.0
1264,13,16,2.0,1.0,1.0
1265,13,17,3.0,1.0,1.0
1266,13,18,2.0,1.0,0.0
1267,13,19,0.0,0.0,0.0
1268,13,20,0.0,1.0,0.0
1269,13,21,2.0,1.0,1.0
1270,13,22,1.0,1.0,0.0
1271,13,23,1.0,0.0,1.0
1272,13,24,3.0,1.0,1.0
1273,13,25,1.0,0.0,0.0
1274,13,26,2.0,1.0,1.0
1275,13,27,0.0,1.0,1.0
1276,13,28,0.0,1.0,0.0
1277,13,29,3.0,1.0,0.0
1278,13,30,3.0,1.0,1.0
1279,13,31,1.0,0.0,1.0
1280,13,32,3.0,1.0,0.0
1281,13,33,1.0,0.0,1.0
1282,13,34,2.0,1.0,0.0
1283,13,35,2.0,1.0,1.0
1284,13,36,2.0,1.0,1.0
1285,13,37,2.0,1.0,1.0
1286,13,38,1.0,0.0,1.0
1287,13,39,0.0,1.0,0.0
1288,13,40,0.0,1.0,0.0
1289,13,41,3.0,1.0,1.0
1290,13,42,0.0,0.0,0.0
1291,13,43,3.0,1.0,1.0
1292,13,44,3.0,1.0,1.0
1293,13,45,0.0,0.0,1.0
1294,13,46,1.0,0.0,1.0
1295,13,47,1.0,0.0,0.0
1296,13,48,3.0,1.0,1.0
1297,13,49,0.0,0.0,0.0
1298,13,50,2.0,1.0,0.0
1299,13,51,1.0,0.0,1.0
1300,13,52,2.0,1.0,1.0
1301,13,53,3.0,1.0,0.0
1302,13,54,0.0,0.0,0.0
1303,13,55,2.0,1.0,1.0
1304,13,56,3.0,1.0,1.0
1305,13,57,2.0,1.0,1.0
1306,13,58,0.0,1.0,1.0
1307,13,59,0.0,1.0,0.0
1308,13,60,1.0,0.0,1.0
1309,13,61,1.0,0.0,1.0
1310,13,62,3.0,1.0,1.0
1311,13,63,1.0,0.0,0.0
1312,13,64,2.0,1.0,0.0
1313,13,65,3.0,1.0,1.0
1314,13,66,0.0,0.0,0.0
1315,13,67,1.0,0.0,0.0
1316,13,68,0.0,1.0,0.0
1317,13,69,2.0,1.0,1.0
1318,13,70,3.0,1.0,1.0
1319,13,71,3.0,1.0,1.0
1320,13,72,1.0,0.0,1.0
1321,13,73,2.0,1.0,1.0
1322,13,74,0.0,1.0,0.0
1323,13,75,0.0,1.0,1.0
1324,13,76,2.0,1.0,1.0
1325,13,77,1.0,0.0,1.0
1326,13,78,1.0,0.0,1.0
1327,13,79,3.0,1.0,0.0
1328,13,80,0.0,1.0,0.0
1329,13,81,3.0,1.0,1.0
1330,13,82,3.0,1.0,0.0
1331,13,83,3.0,1.0,1.0
1332,13,84,2.0,1.0,1.0
1333,13,85,2.0,1.0,1.0
1334,13,86,2.0,1.0,0.0
1335,13,87,3.0,1.0,1.0
1336,13,88,0.0,0.0,0.0
1337,13,89,1.0,0.0,1.0
1338,13,90,1.0,0.0,0.0
1339,13,91,0.0,1.0,1.0
1340,13,92,1.0,0.0,1.0
1341,13,93,0.0,1.0,0.0
1342,13,94,1.0,0.0,1.0
1343,13,95,2.0,1.0,1.0
1344,14,0,0.0,0.0,0.0
1345,14,1,3.0,0.0,1.0
1346,14,2,3.0,0.0,0.0
1347,14,3,1.0,1.0,0.0
1348,14,4,3.0,0.0,1.0
1349,14,5,2.0,1.0,0.0
1350,14,6,0.0,1.0,0.0
1351,14,7,3.0,0.0,1.0
1352,14,8,2.0,1.0,1.0
1353,14,9,2.0,0.0,0.0
1354,14,10,2.0,0.0,0.0
1355,14,11,0.0,0.0,0.0
1356,14,12,1.0,0.0,1.0
1357,14,13,1.0,1.0,1.0
1358,14,14,1.0,1.0,0.0
1359,14,15,0.0,0.0,1.0
1360,14,16,2.0,0.0,0.0
1361,14,17,1.0,1.0,1.0
1362,14,18,2.0,0.0,0.0
1363,14,19,1.0,1.0,0.0
1364,14,20,0.0,0.0,1.0
1365,14,21,3.0,0.0,1.0
1366,14,22,2.0,1.0,0.0
1367,14,23,0.0,1.0,0.0
1368,14,24,2.0,1.0,1.0
1369,14,25,0.0,0.0,0.0
1370,14,26,3.0,0.0,1.0
1371,14,27,0.0,0.0,0.0
1372,14,28,3.0,1.0,0.0
1373,14,29,1.0,1.0,0.0
1374,14,30,3.0,0.0,1.0
1375,14,31,1.0,1.0,0.0
1376,14,32,0.0,0.0,0.0
1377,14,33,1.0,1.0,0.0
1378,14,34,0.0,0.0,1.0
1379,14,35,2.0,1.0,0.0
1380,14,36,3.0,0.0,0.0
1381,14,37,1.0,1.0,0.0
1382,14,38,2.0,1.0,1.0
1383,14,39,0.0,0.0,0.0
1384,14,40,2.0,1.0,1.0
1385,14,41,3.0,0.0,1.0
1386,14,42,1.0,1.0,1.0
1387,14,43,2.0,1.0,1.0
1388,14,44,0.0,0.0,0.0
1389,14,45,3.0,0.0,1.0
1390,14,46,1.0,1.0,0.0
1391,14,47,3.0,0.0,1.0
1392,14,48,0.0,0.0,0.0
1393,14,49,3.0,1.0,1.0
1394,14,50,1.0,1.0,1.0
1395,14,51,2.0,1.0,1.0
1396,14,52,0.0,0.0,0.0
1397,14,53,0.0,0.0,1.0
1398,14,54,1.0,0.0,1.0
1399,14,55,2.0,1.0,0.0
1400,14,56,3.0,0.0,1.0
1401,14,57,2.0,1.0,1.0
1402,14,58,2.0,1.0,1.0
1403,14,59,0.0,0.0,0.0
1404,14,60,1.0,1.0,0.0
1405,14,61,1.0,1.0,0.0
1406,14,62,3.0,0.0,1.0
1407,14,63,3.0,0.0,0.0
1408,14,64,1.0,1.0,1.0
1409,14,65,0.0,0.0,1.0
1410,14,66,1.0,1.0,0.0
1411,14,67,2.0,0.0,0.0
1412,14,68,0.0,0.0,0.0
1413,14,69,3.0,0.0,1.0
1414,14,70,0.0,0.0,0.0
1415,14,71,3.0,1.0,1.0
1416,14,72,1.0,1.0,0.0
1417,14,73,0.0,0.0,0.0
1418,14,74,2.0,1.0,1.0
1419,14,75,3.0,0.0,1.0
1420,14,76,2.0,1.0,0.0
1421,14,77,1.0,1.0,0.0
1422,14,78,2.0,1.0,1.0
1423,14,79,3.0,0.0,0.0
1424,14,80,3.0,0.0,1.0
1425,14,81,0.0,1.0,1.0
1426,14,82,2.0,0.0,0.0
1427,14,83,1.0,1.0,1.0
1428,14,84,2.0,1.0,0.0
1429,14,85,0.0,1.0,0.0
1430,14,86,0.0,1.0,0.0
1431,14,87,3.0,0.0,1.0
1432,14,88,1.0,1.0,0.0
1433,14,89,3.0,0.0,0.0
1434,14,90,1.0,1.0,0.0
1435,14,91,2.0,1.0,1.0
1436,14,92,0.0,0.0,0.0
1437,14,93,1.0,1.0,0.0
1438,14,94,2.0,1.0,1.0
1439,14,95,3.0,0.0,1.0
1440,15,0,3.0,1.0,1.0
1441,15,1,0.0,0.0,0.0
1442,15,2,2.0,1.0,1.0
1443,15,3,0.0,1.0,0.0
1444,15,4,0.0,1.0,0.0
1445,15,5,0.0,1.0,1.0
1446,15,6,2.0,0.0,0.0
1447,15,7,2.0,0.0,1.0
1448,15,8,1.0,1.0,0.0
1449,15,9,3.0,1.0,1.0
1450,15,10,1.0,1.0,1.0
1451,15,11,1.0,1.0,0.0
1452,15,12,3.0,1.0,0.0
1453,15,13,2.0,1.0,1.0
1454,15,14,1.0,1.0,0.0
1455,15,15,3.0,1.0,1.0
1456,15,16,1.0,1.0,0.0
1457,15,17,0.0,0.0,0.0
1458,15,18,3.0,1.0,1.0
1459,15,19,3.0,1.0,1.0
1460,15,20,0.0,1.0,0.0
1461,15,21,3.0,1.0,1.0
1462,15,22,2.0,1.0,1.0
1463,15,23,0.0,1.0,0.0
1464,15,24,0.0,0.0,1.0
1465,15,25,1.0,0.0,1.0
1466,15,26,2.0,0.0,0.0
1467,15,27,1.0,0.0,1.0
1468,15,28,2.0,1.0,1.0
1469,15,29,2.0,1.0,0.0
1470,15,30,3.0,1.0,0.0
1471,15,31,1.0,0.0,0.0
1472,15,32,2.0,1.0,1.0
1473,15,33,3.0,1.0,1.0
1474,15,34,1.0,0.0,1.0
1475,15,35,2.0,1.0,1.0
1476,15,36,0.0,1.0,1.0
1477,15,37,3.0,1.0,1.0
1478,15,38,3.0,1.0,1.0
1479,15,39,2.0,1.0,1.0
1480,15,40,0.0,1.0,0.0
1481,15,41,1.0,0.0,1.0
1482,15,42,2.0,0.0,1.0
1483,15,43,1.0,0.0,1.0
1484,15,44,3.0,1.0,0.0
1485,15,45,1.0,0.0,0.0
1486,15,46,0.0,1.0,0.0
1487,15,47,0.0,1.0,0.0
1488,15,48,0.0,1.0,0.0
1489,15,49,2.0,1.0,1.0
1490,15,50,3.0,1.0,1.0
1491,15,51,0.0,0.0,1.0
1492,15,52,2.0,1.0,1.0
1493,15,53,2.0,1.0,0.0
1494,15,54,3.0,1.0,0.0
1495,15,55,0.0,0.0,0.0
1496,15,56,2.0,1.0,1.0
1497,15,57,1.0,0.0,1.0
1498,15,58,1.0,0.0,1.0
1499,15,59,0.0,0.0,0.0
1500,15,60,3.0,1.0,1.0
1501,15,61,1.0,0.0,0.0
1502,15,62,3.0,1.0,1.0
1503,15,63,1.0,0.0,1.0
1504,15,64,0.0,0.0,0.0
1505,15,65,1.0,0.0,1.0
1506,15,66,3.0,1.0,1.0
1507,15,67,0.0,1.0,1.0
1508,15,68,3.0,1.0,0.0
1509,15,69,3.0,1.0,1.0
1510,15,70,2.0,1.0,1.0
1511,15,71,0.0,1.0,0.0
1512,15,72,1.0,0.0,0.0
1513,15,73,2.0,1.0,1.0
1514,15,74,3.0,1.0,1.0
1515,15,75,2.0,1.0,1.0
1516,15,76,0.0,1.0,0.0
1517,15,77,1.0,0.0,1.0
1518,15,78,1.0,0.0,1.0
1519,15,79,2.0,1.0,0.0
1520,15,80,3.0,1.0,1.0
