agent,cognitive_model,run,nll,bic,beta,alpha,alpha_pos,alpha_neg
claude-1,Model_1alpha,0,55.923631241607694,120.97595886615106,18.9771972354126,0.0807416091072666,,
claude-1,Model_1alpha,1,51.76536573767246,112.6594278582806,5.75969357281608,0.9842349631433559,,
claude-1,Model_1alpha,2,31.56795393411117,72.264604251158,30.02337224501972,0.1500498163823444,,
claude-1,Model_1alpha,3,49.12270009404642,107.37409657102852,6.089249355194842,0.9107944462938037,,
claude-1,Model_1alpha,4,33.53603567507737,76.20076773309042,14.81304396408263,0.4485762081890446,,
claude-1,Model_1alpha,5,38.20211167835178,85.53291973963923,14.712165312132083,0.46093288419016354,,
claude-1,Model_1alpha,6,51.909686907716015,112.9480701983677,6.766867207243439,0.7464894590842892,,
claude-1,Model_1alpha,7,55.41509333663918,119.95888305621403,6.311426930224823,0.6429754617195675,,
claude-1,Model_1alpha,8,29.87311917197216,68.87493472687999,11.110111066616257,0.9616925652897315,,
claude-1,Model_1alpha,9,65.93933207778203,141.0073605384997,1.959610663062938,0.7056988726106679,,
claude-1,Model_1alpha,10,37.091537416188615,83.3117712153129,15.902751824895677,0.41080181953090106,,
claude-1,Model_1alpha,11,45.694050134807085,100.51679665254984,22.06487181431098,0.12928412680939871,,
claude-1,Model_1alpha,12,33.98859977722436,77.10589593738439,10.532930503159786,0.5964397052474105,,
claude-1,Model_1alpha,13,68.53596107565292,146.20061853424153,1.6023384387246962,0.05191108821338933,,
claude-1,Model_1alpha,14,45.25120922235476,99.63111482764519,7.114227394368209,0.9625972998254855,,
claude-1,Model_1alpha,15,38.48545969211791,86.09961576717149,7.674458008882668,0.9282031972796344,,
claude-1,Model_1alpha,16,59.33793591998718,127.80456822291004,5.579495517056407,0.40305246271698614,,
claude-1,Model_1alpha,17,43.44526412856873,96.01922464007313,12.825844567133327,0.41385167933453104,,
claude-1,Model_1alpha,18,34.39004408600431,77.90878455494429,9.856476423940286,0.8107626616659336,,
claude-1,Model_1alpha,19,52.285558713176194,113.69981380928806,3.8702693389408025,0.946199315630152,,
claude-1,Model_1alpha,20,35.94380672902033,81.01630984097633,15.113141951627147,0.43506873972507776,,
claude-1,Model_1alpha,21,68.15219049556362,145.43307737406292,0.812580418365497,0.9201568593888559,,
claude-1,Model_1alpha,22,60.395137600732454,129.9189715844006,4.12408321149765,0.6095909700578112,,
claude-1,Model_1alpha,23,65.13412831458163,139.39695301209895,2.525496574488916,0.8265246473614505,,
claude-1,Model_1alpha,24,64.5918587165139,138.31241381596345,4.18394634056162,0.31660356700198145,,
claude-1,Model_1alpha,25,64.8965566881034,138.9218097591425,2.466182715705444,0.960312126752638,,
claude-1,Model_1alpha,26,45.32430931056785,99.77731500407137,7.762031133542087,0.8616632262915718,,
claude-1,Model_1alpha,27,68.94205618381994,147.01280875057557,0.38201747260621893,0.028067727131138802,,
claude-1,Model_1alpha,28,53.562198395056825,116.25309317304932,7.812771917678109,0.3143963358971367,,
claude-1,Model_1alpha,29,35.654860425376356,80.43841723368838,36.28625332029973,0.058921244575305634,,
claude-1,Model_1alpha,30,55.87147168466935,120.87163975227438,10.284047695106421,0.29622578060834515,,
claude-1,Model_1alpha,31,68.21278566208568,145.55426770710704,0.8369873874707624,0.9738088604982856,,
claude-1,Model_1alpha,32,20.51968757633558,50.168071535606835,28.228771333276015,0.3667672363362214,,
claude-1,Model_1alpha,33,58.7052004797378,126.53909734241127,8.542971200536483,0.13034970401221124,,
claude-1,Model_1alpha,34,61.91614985036031,132.9609960836563,3.759078632076314,0.7850252454500114,,
claude-1,Model_1alpha,35,32.29485814355581,73.71841267004729,25.615320073184723,0.22459836228826763,,
claude-1,Model_1alpha,36,60.26711591568215,129.66292821429997,5.018976701506161,0.5300806555607943,,
claude-1,Model_1alpha,37,24.61842675816763,58.36554989927093,12.15836981684321,0.8820669875702495,,
claude-1,Model_1alpha,38,63.97721471785313,137.08312581864192,2.391378366185719,0.9802060129027417,,
claude-1,Model_1alpha,39,57.62411742729546,124.37693123752659,16.507598228079345,0.045953913685505006,,
claude-1,Model_1alpha,40,63.92303225476694,136.97476089246953,3.4467578622674377,0.6895978840571066,,
claude-1,Model_1alpha,41,40.50993695649567,90.14857029592702,6.895555210271726,0.9090652618403939,,
claude-1,Model_1alpha,42,37.99631822127053,85.12133282547673,25.790406728576322,0.0728824586034187,,
claude-1,Model_1alpha,43,57.359420886620995,123.84753815617766,14.641217796106453,0.06781291774560252,,
claude-1,Model_1alpha,44,66.18212233040522,141.4929410437461,2.502162120005422,0.48787935896353046,,
claude-1,Model_1alpha,45,54.62156960326306,118.3718355894618,7.435422184516169,0.6318610240580538,,
claude-1,Model_1alpha,46,45.60234565197613,100.33338768688793,7.502156830145302,0.9886206720851405,,
claude-1,Model_1alpha,47,55.18662033573149,119.50193705439865,9.215528817531961,0.17126669137733327,,
claude-1,Model_1alpha,48,46.95460212421225,103.03790063136017,15.657789845484562,0.21721778224043864,,
claude-1,Model_1alpha,49,64.2069514173486,137.54259921763287,5.727459959162036,0.10676305065139761,,
claude-1,Model_2alpha,0,12.579037695860263,38.85111996612403,19.997733563568442,,0.523709071615198,0.022951871236590062
claude-1,Model_2alpha,1,13.889751364613023,41.472547303629554,19.479357438067865,,0.9208437094112659,0.009206622724713242
claude-1,Model_2alpha,2,27.140995205901735,67.97503498620698,17.401060861355266,,0.4077230678665318,0.06393763586262119
claude-1,Model_2alpha,3,13.025258958455348,39.74356249131421,19.881531466032975,,0.9000081459534677,0.028534297763353818
claude-1,Model_2alpha,4,11.520398125466212,36.73384082533593,20.207835140607457,,0.8830787005218128,0.03835703953437725
claude-1,Model_2alpha,5,16.033312267678735,45.75966910976098,19.148980130175545,,0.639257860654548,0.03993740567966695
claude-1,Model_2alpha,6,14.68021960414576,43.053483782695025,18.98575362773219,,0.8833783311783848,0.0027246531096227255
claude-1,Model_2alpha,7,15.31599503324999,44.32503464090349,19.014261067062414,,0.8724710427400284,0.0037838649763750776
claude-1,Model_2alpha,8,29.984698292809085,73.66244116002167,11.181774120008464,,0.9328251884201695,0.952723602089802
claude-1,Model_2alpha,9,18.42988229868562,50.55280917177475,19.918221326538376,,0.8976122343252767,0.022080274472830393
claude-1,Model_2alpha,10,12.22967693580874,38.15239844602099,20.3201380864179,,0.9203413164396997,0.043446904324841516
claude-1,Model_2alpha,11,13.774138931985675,41.24132243837486,19.480718497723416,,0.9135034359500471,0.018847833188938325
claude-1,Model_2alpha,12,10.759400426811654,35.21184542802682,20.251711214700407,,0.8964844525789902,0.048566973202665016
claude-1,Model_2alpha,13,9.057976039634955,31.808996653673418,19.729052037216487,,0.8602726427620037,0.00875498719400548
claude-1,Model_2alpha,14,11.82410344401908,37.34125146244167,19.795670442589,,0.9349287645803918,0.01048987223192029
claude-1,Model_2alpha,15,11.086584193732472,35.866212961868456,19.84942225906416,,0.9206339024074389,0.012791993255442809
claude-1,Model_2alpha,16,13.818424153228705,41.32989288086092,19.460605423289167,,0.8736514928743092,0.00956085370811612
claude-1,Model_2alpha,17,12.991699430481908,39.676443435367325,19.850760637702297,,0.8993082013691238,0.032580155165920416
claude-1,Model_2alpha,18,12.15582553898559,38.00469565237469,20.24206622799146,,0.8761305155966672,0.03576776388173748
claude-1,Model_2alpha,19,10.376286077878927,34.44561673016136,19.769692327917227,,0.8882514724366308,0.012418487911758843
claude-1,Model_2alpha,20,11.619638306896672,36.93232118819685,20.110234552697786,,0.9268807124858935,0.03131824607023761
claude-1,Model_2alpha,21,11.924027171380137,37.54109891716378,19.480078352351395,,0.9227499579582416,0.00476462739510631
claude-1,Model_2alpha,22,20.261322422653272,54.21568941971005,18.564113877754174,,0.8867412991660172,0.0009647211276936571
claude-1,Model_2alpha,23,9.7074544357978,33.10795344599911,19.799321156319987,,0.8810361262560232,0.01298729847609846
claude-1,Model_2alpha,24,20.421856098955185,54.53675677231388,19.35760851083286,,0.5147629690419858,0.02496826009870354
claude-1,Model_2alpha,25,9.79438092703547,33.28180642847445,19.73613802416304,,0.8699123417996866,0.005380996236857933
claude-1,Model_2alpha,26,15.884308442936037,45.46166146027558,19.267124921018304,,0.889762600993149,0.010574448433471934
claude-1,Model_2alpha,27,13.893137203319903,41.47931898104331,19.55982809463345,,0.8958499555266928,0.007021197938891649
claude-1,Model_2alpha,28,10.913547744569065,35.52014006354164,20.00251052841189,,0.8893383426364604,0.033800897978867844
claude-1,Model_2alpha,29,10.197087706546446,34.0872199874964,19.954410408461147,,0.8591305876574683,0.033250821313930624
claude-1,Model_2alpha,30,10.31751658207255,34.32807773854861,19.84556115845587,,0.8882533378133989,0.025622283476109585
claude-1,Model_2alpha,31,68.33899787061631,150.37104031563612,0.7886696686229788,,0.9570187119581338,0.9261526994084651
claude-1,Model_2alpha,32,14.698983559156098,43.0910116927157,19.597286713006145,,0.9236616664484024,0.1729450544271744
claude-1,Model_2alpha,33,9.677513692775964,33.048071959955436,19.736898376236276,,0.8708530668362104,0.013921184389195568
claude-1,Model_2alpha,34,9.705162354550497,33.103369283504506,19.8024146172968,,0.8833930351388202,0.013435791067084894
claude-1,Model_2alpha,35,16.93463966516217,47.56232390472785,19.107473505559575,,0.8665195660817242,0.045002799954709065
claude-1,Model_2alpha,36,11.135668803769203,35.964382181941914,19.823649895547067,,0.9292404304409596,0.011719443215525076
claude-1,Model_2alpha,37,12.009247924395265,37.71154042319404,20.236265850606205,,0.8451945028494756,0.047630033175522966
