agent,cognitive_model,run,nll,bic,beta,alpha,alpha_pos,alpha_neg
claude-1,Model_1alpha,0,60.755920917297345,130.64053821753038,3.6134365394188666,0.9468094086862783,,
claude-1,Model_1alpha,1,38.81537750374519,86.75945139042605,11.147623848361837,0.4773698387696955,,
claude-1,Model_1alpha,2,66.04194835800669,141.21259309894907,2.0967064329460054,0.9139975682496528,,
claude-1,Model_1alpha,3,50.77442585681633,110.67754809656833,6.572262711271852,0.6634567230206697,,
claude-1,Model_1alpha,4,59.9435593719736,129.01581512688287,4.517242320060834,0.525583251921796,,
claude-1,Model_1alpha,5,67.17284482766121,143.4743860382581,1.7281890834843232,0.7080850756304371,,
claude-1,Model_1alpha,6,29.06184133008542,67.25237904310652,17.614670156988307,0.40454260224745253,,
claude-1,Model_1alpha,7,44.827204043770976,98.78310447047762,5.984267388284565,0.9690752315449965,,
claude-1,Model_1alpha,8,48.613203305205225,106.35510299334612,9.801314197257728,0.9905871945055934,,
claude-1,Model_1alpha,9,44.142016593376,97.41272956968767,8.936636961249622,0.40416920741602713,,
claude-1,Model_1alpha,10,60.334711081956975,129.79811854684962,7.959426813978899,0.3324015408706125,,
claude-1,Model_1alpha,11,67.14643965509858,143.4215756931328,1.605088735840895,0.9803997162288244,,
claude-1,Model_1alpha,12,32.563547185616606,74.25579075416888,13.662000814962436,0.48402462999833185,,
claude-1,Model_1alpha,13,35.054326542136835,79.23734946720934,35.39720854074602,0.12355357353431386,,
claude-1,Model_1alpha,14,61.49119543664551,132.1110872562267,3.8184848623588046,0.5771744884711478,,
claude-1,Model_1alpha,15,48.748156527674816,106.6250094382853,7.2198454753997865,0.7132334148158646,,
claude-1,Model_1alpha,16,35.57817443653886,80.28504525601339,30.012562409199376,0.1625908438361388,,
claude-1,Model_1alpha,17,31.146082583451857,71.42086154983939,31.66963454821599,0.10601060841662925,,
claude-1,Model_1alpha,18,62.71991100036812,134.56851838367191,2.95493038396242,0.8971205816570195,,
claude-1,Model_1alpha,19,49.26633530083519,107.66136698460605,9.758664406487927,0.9871918045823586,,
claude-1,Model_1alpha,20,62.15116060162989,133.43101758619545,3.9307856505607965,0.701009611655854,,
claude-1,Model_1alpha,21,44.96239696326258,99.05349030946083,8.225976071518259,0.7350532977615817,,
