agent,cognitive_model,run,nll,bic,beta,alpha,alpha_pos,alpha_neg
llama-2-70-chat,Model_1alpha,0,56.010605646497105,121.14990767592988,10.457211158413397,0.05921488001775225,,
llama-2-70-chat,Model_1alpha,1,68.46730267512235,146.06330173318037,0.3966615830806286,0.9317494369147308,,
llama-2-70-chat,Model_1alpha,2,52.2019093163057,113.53251501554708,5.320558941620738,0.4067570872089586,,
llama-2-70-chat,Model_1alpha,3,63.46468015663882,136.05805669621333,1.2867491867301715,0.7813298139828146,,
llama-2-70-chat,Model_1alpha,4,38.92113177644038,86.97095993581644,5.346223877013403,0.6116920948313234,,
llama-2-70-chat,Model_1alpha,5,69.07602731320738,147.2807510093504,0.48374710103019253,0.004517049732023183,,
llama-2-70-chat,Model_1alpha,6,67.26439478334203,143.65748594961974,0.9600243661531142,0.32401025285403007,,
llama-2-70-chat,Model_1alpha,7,47.39548886122209,103.91967410537985,12.385152292933359,0.04564864804941153,,
llama-2-70-chat,Model_1alpha,8,69.10996862071698,147.34863362436965,0.4901477518529754,0.003147977449084211,,
llama-2-70-chat,Model_1alpha,9,64.68671872088173,138.50213382469911,1.1378827050191256,0.8445788305667662,,
llama-2-70-chat,Model_1alpha,10,69.16302630768911,147.4547489983139,0.0437851247916424,0.35506412920615377,,
llama-2-70-chat,Model_1alpha,11,38.09637730372907,85.32145099039381,4.612618347020946,0.7500540618709095,,
llama-2-70-chat,Model_1alpha,12,47.471644039189755,104.07198446131518,3.0877698834533316,0.9865003691363182,,
llama-2-70-chat,Model_1alpha,13,68.4753220946592,146.07934057225407,0.39570642849972365,0.9357656264220509,,
llama-2-70-chat,Model_1alpha,14,53.71142545708088,116.55154729709743,2.6856894857195184,0.8289323803216941,,
llama-2-70-chat,Model_1alpha,15,65.32689010535775,139.78247659365115,1.1353690377945018,0.9095982515827001,,
llama-2-70-chat,Model_1alpha,16,26.267285750225952,61.663267883387576,7.089318415095919,0.901921468355332,,
llama-2-70-chat,Model_1alpha,17,58.756020980022875,126.64073834298142,2.576021622088426,0.46691594004718767,,
llama-2-70-chat,Model_1alpha,18,39.94531799915244,89.01933238124055,8.64300690251453,0.25606278889758816,,
llama-2-70-chat,Model_1alpha,19,65.23971317130479,139.60812272554523,0.9335074981467689,0.9146227522083198,,
llama-2-70-chat,Model_1alpha,20,68.72297838305714,146.57465314904994,0.6947399941447746,0.04299257499883098,,
llama-2-70-chat,Model_1alpha,21,58.45144532970299,126.03158704234166,1.4710575524056995,0.9845138575932236,,
llama-2-70-chat,Model_1alpha,22,50.63573336283658,110.40016310860884,8.04401391606898,0.07724903819082315,,
llama-2-70-chat,Model_1alpha,23,26.94860848357045,63.02591335007657,5.629691164823327,0.823824750733812,,
